<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
000001.SS,20200408,2805.9199,2823.2100,2800.3000,2815.3701,243500
A32,20200408,24.8207,24.8207,24.8207,24.8207,1200
AAA,20200408,9.7387,9.8302,9.3730,9.8302,1362170
AAM,20200408,12.2000,12.2000,12.2000,12.2000,10
AAV,20200408,4.8000,5.0000,4.7000,4.9000,104000
ABC,20200408,7.7807,8.0521,7.7807,8.0521,10105
ABI,20200408,22.2237,22.2237,22.0305,22.0304,8400
ABR,20200408,33.0000,33.0000,33.0000,33.0000,0
ABS,20200408,24.4330,24.4330,24.4330,24.4330,89030
ABT,20200408,31.9675,31.9675,31.9675,31.9675,0
AC4,20200408,3.0000,3.0000,3.0000,3.0000,0
ACB,20200408,13.7231,13.7231,12.1231,12.4308,2331536
ACC,20200408,12.6455,12.6455,12.6455,12.6455,20
ACE,20200408,18.2430,18.2430,18.2430,18.2430,0
ACL,20200408,8.0909,8.7500,7.9545,8.7500,31060
ACM,20200408,0.6000,0.6000,0.4000,0.5000,146800
ACS,20200408,6.7000,6.7000,6.7000,6.7000,100
ACV,20200408,48.5000,48.5000,47.0000,47.7000,124987
ADC,20200408,12.7003,12.7003,12.7003,12.7002,100
ADG,20200408,43.1163,43.1163,42.8837,42.8837,500
ADP,20200408,9.5309,9.5309,9.5309,9.5309,0
ADS,20200408,9.2070,9.5997,9.2070,9.2070,11960
AFX,20200408,3.1000,3.3000,3.1000,3.3000,20000
AG1,20200408,3.5826,3.5826,3.5826,3.5826,0
AGF,20200408,2.4000,2.4000,2.4000,2.4000,0
AGG,20200408,25.8205,26.0933,25.1841,26.0478,210810
AGM,20200408,10.3103,10.6720,10.3103,10.4007,8430
AGP,20200408,18.5937,18.5937,18.5937,18.5937,0
AGR,20200408,2.5200,2.5200,2.4700,2.5000,110260
AGX,20200408,13.1004,13.1004,13.1004,13.1004,0
ALT,20200408,9.7439,9.7439,9.7439,9.7439,0
ALV,20200408,2.2000,2.2000,2.2000,2.2000,0
AMC,20200408,14.7569,14.7569,14.7569,14.7569,0
AMD,20200408,2.8500,2.9700,2.7200,2.9700,1587380
AME,20200408,6.6000,6.6000,6.6000,6.6000,400
AMP,20200408,10.2000,10.2000,10.2000,10.2000,0
AMS,20200408,6.0000,6.0000,6.0000,6.0000,300
AMV,20200408,9.5096,9.5096,8.8303,9.0341,543418
ANT,20200408,9.0000,9.0000,9.0000,9.0000,0
ANV,20200408,14.4155,15.2715,14.1903,15.2715,577690
APC,20200408,14.5500,15.3500,14.5000,15.3000,28540
APF,20200408,16.7205,16.7205,16.7205,16.7205,4300
APG,20200408,7.4614,7.5385,7.4185,7.5043,928090
API,20200408,8.8093,8.8093,8.8093,8.8093,100
APL,20200408,12.8000,12.8000,12.8000,12.8000,0
APP,20200408,5.6000,5.6000,5.6000,5.6000,0
APS,20200408,2.0000,2.2000,2.0000,2.2000,9100
APT,20200408,4.0000,4.0000,4.0000,4.0000,0
AQN,20200408,7.5000,7.5000,7.5000,7.5000,0
ARM,20200408,22.9992,22.9992,22.9992,22.9992,0
ART,20200408,2.3000,2.4000,2.2000,2.4000,1238308
ASA,20200408,1.0000,1.0000,1.0000,1.0000,0
ASD,20200408,3.9000,3.9000,3.9000,3.9000,0
ASM,20200408,4.1500,4.3700,4.0000,4.3000,2551810
ASP,20200408,4.6914,4.7006,4.5718,4.5718,44370
AST,20200408,43.8562,43.8562,41.0236,42.0004,60310
ATA,20200408,0.2000,0.2000,0.2000,0.2000,0
ATB,20200408,0.5000,0.6000,0.5000,0.6000,400
ATD,20200408,9.6000,9.6000,9.6000,9.6000,0
ATG,20200408,0.6000,0.6000,0.5600,0.5700,232960
ATS,20200408,29.6000,29.6000,29.6000,29.6000,0
AUD-X,20200408,1.6254,1.6254,1.6254,1.6254,0
AUDUSD,20200408,0.0000,0.0000,0.0000,0.6200,120682
AUM,20200408,10.5000,10.5000,10.5000,10.5000,0
AVC,20200408,21.6159,21.6159,21.6159,21.6159,0
AVF,20200408,0.4000,0.4000,0.4000,0.4000,0
B82,20200408,0.4000,0.4000,0.4000,0.4000,0
BAB,20200408,16.2385,16.2385,16.2385,16.2385,2910
BAL,20200408,10.9000,10.9000,10.9000,10.9000,0
BAX,20200408,32.7410,32.7410,32.7410,32.7410,300
BBC,20200408,45.0000,45.0000,45.0000,45.0000,340
BBM,20200408,13.0607,13.0607,13.0607,13.0607,0
BBS,20200408,10.3064,10.3064,10.3064,10.3064,0
BBT,20200408,19.0000,19.0000,19.0000,19.0000,450
BCB,20200408,6.5964,6.5964,6.5964,6.5964,0
BCC,20200408,5.0893,5.1786,5.0000,5.1786,140620
BCE,20200408,5.8373,5.8896,5.7502,5.8895,26320
BCF,20200408,48.2705,48.2705,48.2705,48.2705,100
BCG,20200408,3.7244,3.8452,3.6262,3.8453,170410
BCM,20200408,19.2936,19.2936,18.7989,18.7989,6830
BCP,20200408,13.2000,13.2000,13.2000,13.2000,0
BDB,20200408,10.1247,10.1247,10.1247,10.1247,0
BDG,20200408,22.0197,25.9698,22.0197,25.2134,400
BDT,20200408,13.4456,13.4456,13.3594,13.3594,300
BDW,20200408,9.1478,9.1478,9.1478,9.1478,0
BED,20200408,27.7619,27.7619,27.7619,27.7619,0
BEL,20200408,8.4467,8.4467,8.4467,8.4467,200
BFC,20200408,9.7876,10.0620,9.7876,9.7876,86630
BGW,20200408,18.5037,18.5037,18.5037,18.5037,0
BHA,20200408,13.5000,13.5000,13.5000,13.5000,0
BHC,20200408,2.7000,2.7000,2.7000,2.7000,0
BHG,20200408,12.0278,12.0278,12.0278,12.0278,0
BHK,20200408,10.1197,10.1197,10.1197,10.1197,100
BHN,20200408,41.2249,42.6972,40.1943,40.1943,8110
BHP,20200408,4.3701,4.3701,4.3701,4.3701,100
BHT,20200408,2.7000,2.7000,2.7000,2.7000,0
BIC,20200408,24.0200,24.0200,24.0200,24.0200,1000
BID,20200408,35.2050,37.3685,34.5167,37.3193,1456160
BII,20200408,0.7000,0.8000,0.6000,0.7000,1020300
BIO,20200408,9.4507,9.4507,9.4507,9.4507,0
BKC,20200408,5.6000,5.6000,5.6000,5.6000,300
BKH,20200408,29.1142,29.1142,29.1142,29.1142,100
BLF,20200408,2.7000,2.7000,2.7000,2.7000,0
BLI,20200408,5.5230,5.5230,5.5230,5.5230,100
BLN,20200408,1.2000,1.2000,1.2000,1.2000,0
BLT,20200408,14.0004,14.0004,14.0004,14.0004,0
BLU,20200408,10.0000,10.0000,10.0000,10.0000,0
BLW,20200408,17.0015,17.0015,17.0015,17.0015,0
BMC,20200408,9.5025,9.7820,9.3162,9.7820,17560
BMD,20200408,10.7999,10.7999,10.7999,10.7999,0
BMF,20200408,12.5000,14.0000,12.5000,14.0000,200
BMG,20200408,25.1043,25.1043,25.1043,25.1043,0
BMI,20200408,14.3582,14.6674,14.3140,14.5791,279540
BMJ,20200408,6.3577,6.3577,6.3577,6.3577,0
BMN,20200408,4.9657,4.9657,4.9657,4.9657,0
BMP,20200408,32.9673,33.8127,32.1220,33.8127,211170
BMS,20200408,3.8000,3.8000,3.8000,3.8000,100
BMV,20200408,9.9522,9.9522,9.9522,9.9522,0
BNW,20200408,8.0477,8.0477,8.0477,8.0477,0
BOT,20200408,55.2000,55.2000,54.8000,55.0000,24900
BPC,20200408,11.8182,11.8182,11.8182,11.8182,0
BPW,20200408,45.1503,45.1503,45.1503,45.1503,0
BQB,20200408,4.5000,4.5000,4.5000,4.5000,0
BRC,20200408,11.9500,11.9500,11.9500,11.9500,0
BRL-X,20200408,5.2217,5.2217,5.2217,5.2217,0
BRR,20200408,8.9267,8.9267,8.9267,8.9267,0
BRS,20200408,11.7221,11.7221,11.7221,11.7221,0
BSA,20200408,11.5762,11.9167,11.5762,11.5762,35400
BSC,20200408,15.2000,15.2000,15.2000,15.2000,0
BSD,20200408,31.0619,31.0619,31.0619,31.0619,0
BSG,20200408,10.0000,10.0000,10.0000,10.0000,0
BSH,20200408,13.5670,13.5670,13.5670,13.5670,0
BSI,20200408,8.0000,8.3000,8.0000,8.3000,3350
BSL,20200408,9.2905,9.2905,9.2905,9.2905,0
BSP,20200408,14.7064,14.7064,14.7064,14.7064,167
BSQ,20200408,19.5004,19.5004,19.5004,19.5004,0
BSR,20200408,5.8000,5.8000,5.4000,5.7000,2956727
BST,20200408,20.1982,20.1982,20.1982,20.1982,0
BT1,20200408,13.2052,13.2052,13.2052,13.2052,0
BT6,20200408,1.3000,1.3000,1.3000,1.3000,0
BTB,20200408,7.0000,7.0000,7.0000,7.0000,0
BTCUSD,20200408,0.0000,0.0000,0.0000,7308.2500,287395
BTCUSD-X,20200408,7334.0991,7334.0991,7334.0991,7334.0991,0
BTD,20200408,13.8245,13.8245,13.8245,13.8245,1200
BTG,20200408,5.5000,5.5000,5.5000,5.5000,0
BTH,20200408,3.3000,3.3000,3.3000,3.3000,0
BTN,20200408,4.3000,4.3000,4.3000,4.3000,0
BTP,20200408,11.8019,12.5918,11.8019,12.5918,175220
BTR,20200408,2.5756,2.5756,2.5756,2.5756,0
BTS,20200408,3.4951,3.6893,3.3009,3.3010,7000
BTT,20200408,33.9825,33.9825,33.9825,33.9825,0
BTU,20200408,9.1335,9.1335,9.1335,9.1335,0
