<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
000001.SS,20201201,3388.9900,3457.6399,3386.9099,3451.9399,316200
A32,20201201,30.3700,30.3700,30.3700,30.3700,0
AAA,20201201,12.7000,12.7000,12.3000,12.6000,2949630
AAM,20201201,11.5000,11.5000,11.1000,11.5000,60
AAS,20201201,6.2000,6.7000,6.0000,6.4000,2684785
AAV,20201201,7.6000,8.0000,7.0000,7.9000,345490
ABC,20201201,16.5000,17.9000,16.3000,17.1000,64723
ABI,20201201,33.2970,34.5853,32.8015,34.4862,48300
ABR,20201201,28.0000,28.0000,28.0000,28.0000,0
ABS,20201201,13.4000,13.4000,12.9000,13.4000,336300
ABT,20201201,30.1269,30.1269,30.1269,30.1269,10
AC4,20201201,3.0000,3.0000,3.0000,3.0000,0
ACB,20201201,21.7600,21.8400,21.4400,21.8400,9249711
ACC,20201201,13.8000,13.9000,13.6000,13.8000,7660
ACE,20201201,28.0093,28.1062,28.0093,28.0093,1700
ACL,20201201,13.0000,13.0000,12.2000,13.0000,72350
ACM,20201201,0.8000,0.8000,0.7000,0.8000,209401
ACS,20201201,12.0000,12.0000,12.0000,12.0000,0
ACV,20201201,71.0000,72.3000,69.1000,71.8000,283812
ADC,20201201,14.3115,16.9652,14.3115,16.9652,11030
ADG,20201201,58.5000,58.5000,57.4000,58.4000,58820
ADP,20201201,14.9017,15.7089,14.9017,15.7089,11300
ADS,20201201,9.5997,9.5997,9.5517,9.5997,9850
AFX,20201201,12.2000,12.3000,11.5000,11.9000,279140
AG1,20201201,9.5000,9.5000,9.5000,9.5000,100
AGF,20201201,5.2000,5.2000,5.2000,5.2000,0
AGG,20201201,30.4500,30.5000,29.8000,30.4500,1316630
AGM,20201201,12.0000,12.0500,11.8500,12.0000,20200
AGP,20201201,14.3000,14.4000,14.2000,14.4000,2443
AGR,20201201,6.0400,6.0400,5.5000,6.0400,2261020
AGX,20201201,31.5000,31.5000,31.5000,31.5000,1
