<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
000001.SS,20190327,3012.2600,3022.7600,2987.7700,3022.7200,291400
A32,20190327,22.0499,22.0499,22.0499,22.0499,100
AAA,20190327,14.3438,14.6103,14.4326,14.4770,2738410
AAM,20190327,10.7533,10.9006,10.7533,10.9006,1880
AAV,20190327,8.7301,9.0001,8.5501,9.0001,323413
ABC,20190327,7.6560,7.7384,7.5737,7.6561,20600
ABI,20190327,21.3156,22.1497,21.3156,22.1497,820
ABR,20190327,4.8000,4.8000,4.8000,4.8000,0
ABT,20190327,38.3001,38.3001,36.5187,37.8547,3150
AC4,20190327,3.0001,3.0001,3.0001,3.0001,0
ACB,20190327,14.3905,14.4852,14.2959,14.3905,856984
ACC,20190327,12.9440,12.9440,12.9440,12.9440,70
ACE,20190327,19.4590,19.4590,19.4590,19.4590,600
ACL,20190327,15.8792,15.8792,15.4709,15.8148,21040
ACM,20190327,0.7000,0.7000,0.6000,0.6000,139500
ACS,20190327,12.8519,12.8519,12.8519,12.8519,0
ACV,20190327,83.5228,84.5113,83.2263,83.2263,40604
ADC,20190327,13.2320,13.2320,13.2320,13.2320,0
ADP,20190327,23.8395,23.8395,17.7307,17.7306,5001
ADS,20190327,10.0315,10.0315,9.9936,10.0315,2190
AFX,20190327,2.7501,2.7501,2.7501,2.7501,0
AG1,20190327,9.0982,9.0982,9.0982,9.0982,0
AGF,20190327,4.9500,4.9500,4.9000,4.9000,550
AGM,20190327,9.0817,9.1674,9.0817,9.1674,150
AGP,20190327,24.6093,24.6093,24.6093,24.6092,200
AGR,20190327,4.1600,4.1900,4.1000,4.1000,132330
AGX,20190327,26.7750,26.7750,26.7750,26.7750,0
ALT,20190327,11.2024,11.2024,11.2024,11.2024,0
ALV,20190327,3.4000,3.4000,3.4000,3.4000,0
AMC,20190327,16.1062,16.1062,16.0313,16.0312,500
AMD,20190327,2.2200,2.2300,2.1900,2.2200,674860
AME,20190327,8.9000,8.9000,8.9000,8.9000,300
AMP,20190327,16.2000,16.2000,16.2000,16.2000,0
AMS,20190327,7.2379,7.2379,7.2379,7.2380,300
AMV,20190327,14.6498,14.6498,14.6498,14.6498,100
ANT,20190327,5.0000,5.0000,5.0000,5.0000,100
ANV,20190327,21.9038,22.1595,21.8186,22.0743,269130
APC,20190327,34.5000,34.8000,34.1000,34.5000,17890
APF,20190327,18.3079,18.3079,18.3079,18.3079,0
APG,20190327,7.7187,8.1475,7.3328,8.1475,277910
API,20190327,22.1684,22.1684,22.1684,22.1684,300
APL,20190327,13.1655,13.1655,13.1655,13.1655,0
APP,20190327,4.8039,4.8039,4.8039,4.8039,0
APS,20190327,3.1000,3.1000,3.0000,3.1000,9000
ARM,20190327,57.0763,57.0763,57.0763,57.0763,0
ART,20190327,2.5000,2.6000,2.5000,2.5000,568269
ASA,20190327,0.7000,0.7000,0.7000,0.7000,0
ASD,20190327,5.2000,5.2000,5.2000,5.2000,0
ASM,20190327,6.3912,6.4787,6.3912,6.4787,1462190
ASP,20190327,5.4091,5.4091,5.3661,5.4090,5970
AST,20190327,53.7404,53.7404,53.3603,53.3604,69940
ATA,20190327,0.4000,0.4000,0.4000,0.4000,0
ATB,20190327,0.6000,0.8000,0.6000,0.8000,52800
ATG,20190327,1.4100,1.4600,1.4000,1.4500,38470
ATS,20190327,34.3000,34.3000,34.3000,34.3000,500
AUD-X,20190327,1.4011,1.4011,1.4011,1.4011,0
AUDUSD,20190327,0.0000,0.0000,0.0000,0.7100,98424
AUM,20190327,10.5000,10.5000,10.5000,10.5000,0
AVC,20190327,25.5599,25.5599,25.5599,25.5599,100
AVF,20190327,0.3000,0.3000,0.3000,0.3000,0
B82,20190327,1.1000,1.1000,1.1000,1.1000,0
BAB,20190327,19.0826,19.0826,19.0826,19.0826,6100
BAL,20190327,10.7770,10.7770,10.7770,10.7769,100
BAX,20190327,24.7458,24.7458,24.7458,24.7458,0
BBC,20190327,63.9000,63.9000,63.9000,63.9000,0
BBM,20190327,12.4897,12.4897,12.4897,12.4897,0
BBS,20190327,8.0413,8.0413,8.0413,8.0413,300
