<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
000001.SS,20210526,3586.8401,3603.4900,3585.3701,3593.3601,342000
A32,20210526,32.0000,33.0000,32.0000,33.0000,2400
AAA,20210526,15.6000,15.8500,15.3500,15.5000,3320600
AAM,20210526,10.2500,10.2500,10.2500,10.2500,0
AAS,20210526,9.6000,9.6000,9.1000,9.2000,993400
AAT,20210526,20.5000,20.6500,20.0500,20.2500,476100
AAV,20210526,15.7000,16.3000,15.7000,16.2000,696916
ABB,20210526,19.5000,20.4000,19.5000,20.0000,5977400
ABC,20210526,12.8000,13.2000,12.7000,12.9000,23000
ABI,20210526,43.7000,43.7000,43.3000,43.6000,16300
ABR,20210526,20.2000,22.6000,20.2000,22.6000,2100
ABS,20210526,37.3000,37.9000,35.4500,37.9000,320600
ABT,20210526,29.4000,29.4000,29.4000,29.4000,0
AC4,20210526,4.2000,4.2000,4.2000,4.2000,0
ACB,20210526,30.4400,30.9200,30.4400,30.7600,9976000
ACC,20210526,15.0000,15.0000,14.7000,14.8000,18700
ACE,20210526,31.2000,31.9000,31.2000,31.9000,5800
ACL,20210526,11.7000,12.0000,11.7000,11.9000,44000
ACM,20210526,3.3000,3.3000,3.1000,3.1000,1181494
ACS,20210526,13.0000,13.0000,13.0000,13.0000,0
ACV,20210526,69.7000,70.1000,69.7000,69.9000,351900
ADC,20210526,27.2012,27.2012,27.2012,27.2012,0
ADG,20210526,51.9000,52.0000,49.9500,50.0000,59400
ADP,20210526,26.1284,26.2591,24.8220,24.8220,3600
ADS,20210526,19.3914,19.6794,19.2954,19.6794,579000
AFX,20210526,13.1000,13.1000,13.0000,13.1000,49700
AG1,20210526,7.7000,7.7000,7.6000,7.7000,29800
AGF,20210526,3.3000,3.3000,3.3000,3.3000,0
AGG,20210526,48.7000,49.0000,48.6000,49.0000,2084600
AGM,20210526,27.5000,29.6000,27.5000,29.6000,60500
AGP,20210526,19.0000,18.5000,18.5000,18.5000,7000
AGR,20210526,11.9000,11.9500,11.6500,11.7000,1345700
AGX,20210526,37.9000,37.9000,33.0000,33.0000,1100
AIC,20210526,12.4000,12.8000,12.4000,12.7000,3600
ALT,20210526,14.4000,14.4000,14.4000,14.4000,100
ALV,20210526,2.9000,2.9000,2.9000,2.9000,0
AMC,20210526,16.9460,16.9460,16.9460,16.9460,300
AMD,20210526,6.1200,6.1200,5.6800,5.6800,16955100
AME,20210526,8.4000,8.6000,8.4000,8.6000,5600
AMP,20210526,10.2000,10.2000,10.2000,10.2000,0
AMS,20210526,10.7000,11.0000,10.7000,11.0000,26000
AMV,20210526,9.5000,9.5000,9.2000,9.3000,684135
ANT,20210526,9.7000,10.2000,9.7000,10.2000,15300
ANV,20210526,25.4500,25.4500,24.6000,24.9000,406200
APC,20210526,20.8000,21.6000,20.8000,21.5000,12700
APF,20210526,52.4427,52.4427,51.8428,52.2712,23000
APG,20210526,7.8559,7.8902,7.7187,7.7873,708400
APH,20210526,62.7000,64.1000,61.4000,63.4000,2820100
API,20210526,22.3000,23.1000,22.0000,22.3000,160000
APL,20210526,20.9000,20.9000,20.9000,20.9000,0
APP,20210526,6.3000,6.3000,6.3000,6.3000,1100
APS,20210526,10.7000,11.4000,10.6000,10.9000,1599041
APT,20210526,3.6000,3.6000,3.6000,3.6000,0
AQN,20210526,9.5000,9.5000,9.5000,9.5000,0
ARM,20210526,40.0000,40.0000,40.0000,40.0000,0
ART,20210526,10.0000,10.0000,9.1000,9.2000,8044462
ASA,20210526,4.2000,4.2000,4.2000,4.2000,0
ASD,20210526,8.0000,8.0000,8.0000,8.0000,0
ASG,20210526,37.2000,37.9000,37.2000,37.8000,34400
ASM,20210526,13.4500,13.6000,12.9000,13.0000,2770800
ASP,20210526,6.8100,6.9500,6.8100,6.8600,108300
AST,20210526,48.5000,48.5000,47.8500,47.9000,61800
ATA,20210526,1.1000,1.1000,1.1000,1.1000,0
ATB,20210526,2.0000,2.0000,2.0000,2.0000,0
ATD,20210526,9.6000,9.6000,9.6000,9.6000,0
ATG,20210526,0.9000,0.9000,0.9000,0.9000,0
ATS,20210526,30.6000,30.6000,30.6000,30.6000,0
AUD-X,20210526,1.2898,1.2898,1.2898,1.2898,0
AUM,20210526,10.5000,10.5000,10.5000,10.5000,0
AVC,20210526,24.8807,24.8807,24.8807,24.8807,0
AVF,20210526,1.0000,1.0000,1.0000,1.0000,0
B82,20210526,1.2000,1.2000,1.2000,1.2000,0
BAB,20210526,25.5000,28.0000,25.4000,28.0000,889430
BAL,20210526,12.0000,12.0000,12.0000,12.0000,0
BAX,20210526,68.5000,68.5000,67.5000,68.1000,6600
BBC,20210526,66.5000,66.5000,66.5000,66.5000,0
BBH,20210526,16.0000,16.0000,16.0000,16.0000,0
BBM,20210526,12.9000,12.9000,12.9000,12.9000,0
BBS,20210526,11.5000,11.5000,11.5000,11.5000,400
BBT,20210526,24.5000,25.5000,24.0000,25.5000,19400
BCB,20210526,3.6000,3.6000,3.6000,3.6000,0
BCC,20210526,10.3000,10.3000,10.1000,10.2000,570093
BCE,20210526,11.5500,11.5500,11.3000,11.3500,82500
BCF,20210526,41.0000,41.0000,41.0000,41.0000,400
BCG,20210526,11.4698,11.5161,11.2848,11.4698,1444700
BCM,20210526,53.1000,55.4000,53.1000,55.4000,13900
BCP,20210526,12.0000,12.0000,12.0000,12.0000,1500
BCV,20210526,21.5000,21.5000,21.5000,21.5000,0
BDB,20210526,10.8000,10.8000,10.8000,10.8000,0
BDG,20210526,42.3000,42.3000,42.0000,42.0000,7300
BDT,20210526,25.1000,26.0000,25.0000,25.1000,12500
BDW,20210526,16.0000,16.0000,16.0000,16.0000,0
BED,20210526,29.0000,29.0000,29.0000,29.0000,0
BEL,20210526,10.0229,10.0229,10.0229,10.0229,0
BFC,20210526,26.6000,27.4000,26.0000,27.0000,703500
BGW,20210526,19.6000,19.6000,19.6000,19.6000,0
BHA,20210526,10.7000,10.7000,10.7000,10.7000,800
BHC,20210526,2.9000,2.9000,2.9000,2.9000,0
BHG,20210526,10.2000,10.2000,10.2000,10.2000,0
BHK,20210526,12.5000,12.5000,12.5000,12.5000,0
BHN,20210526,61.9000,61.9000,61.9000,61.9000,100
BHP,20210526,7.5000,7.5000,6.9000,7.5000,9500
BHT,20210526,7.9000,7.9000,7.9000,7.9000,0
BIC,20210526,20.4000,20.4500,20.1000,20.3500,48700
BID,20210526,46.7000,47.1000,46.2000,46.6500,7369800
BII,20210526,8.5000,8.5000,8.2000,8.3000,893900
BIO,20210526,139.3752,139.3752,139.3752,139.3752,12100
