<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
000001.SS,20190411,3241.5500,3254.1299,3185.5500,3189.9600,353000
A32,20190411,22.0499,22.0499,22.0499,22.0499,0
AAA,20190411,16.4310,16.7863,16.2534,16.7863,7987060
AAM,20190411,13.3973,14.0193,12.9188,13.8836,30740
AAV,20190411,9.1801,9.2701,9.0901,9.2701,162100
ABC,20190411,7.9030,8.0676,7.9030,8.0677,3500
ABI,20190411,21.9643,21.9643,21.9643,21.9644,100
ABR,20190411,4.3000,4.3000,4.3000,4.3000,53800
ABT,20190411,35.6280,35.6725,35.6280,35.6280,940
AC4,20190411,3.0001,3.0001,3.0001,3.0001,0
ACB,20190411,14.4852,14.4852,14.2486,14.3432,905666
ACC,20190411,11.5463,11.6678,11.5463,11.6071,2990
ACE,20190411,18.8184,18.8184,18.8184,18.8184,0
ACL,20190411,18.1354,18.1784,17.8346,17.9635,273190
ACM,20190411,0.6000,0.6000,0.6000,0.6000,0
ACS,20190411,12.8519,12.8519,12.8519,12.8519,0
ACV,20190411,80.8540,82.0401,80.8540,81.0517,40365
ADC,20190411,13.2320,13.2320,13.2320,13.2320,0
ADP,20190411,21.8033,21.8033,21.8033,21.8033,0
ADS,20190411,10.0693,10.0693,9.9179,10.0693,15010
AFX,20190411,2.8450,2.8450,2.8450,2.8450,0
AG1,20190411,9.3355,9.3355,9.3355,9.3355,0
AGF,20190411,5.3300,5.7000,5.3300,5.7000,31230
AGM,20190411,8.9104,9.1674,8.9104,8.9532,770
AGP,20190411,20.9178,20.9178,20.9178,20.9179,100
AGR,20190411,3.9000,4.0700,3.9000,3.9400,219640
AGX,20190411,23.3202,23.3202,23.3202,23.3201,300
ALT,20190411,10.3407,10.3407,10.3407,10.3407,0
ALV,20190411,3.5000,3.5000,3.5000,3.5000,0
AMC,20190411,15.7316,15.7316,15.7316,15.7316,200
AMD,20190411,2.2200,2.2400,2.2000,2.2100,1024610
AME,20190411,9.0000,9.9000,8.5000,9.8000,1400
AMP,20190411,16.2000,16.2000,16.2000,16.2000,0
AMS,20190411,7.3232,7.3232,7.3232,7.3231,300
AMV,20190411,14.6047,14.6047,13.7483,14.4695,12110
ANT,20190411,5.2000,5.2000,5.2000,5.2000,0
ANV,20190411,23.7828,24.3172,23.6937,23.6934,411040
APC,20190411,30.5000,30.6000,30.1000,30.5000,12230
APF,20190411,18.8992,18.8992,18.8992,18.8992,0
APG,20190411,7.1955,7.2041,6.6724,7.1698,608180
API,20190411,22.0716,22.1684,22.0716,22.1684,200
APL,20190411,13.1651,13.1651,13.1651,13.1651,0
APP,20190411,4.6078,4.6078,4.6078,4.6078,0
APS,20190411,3.1000,3.1000,3.1000,3.1000,0
ARM,20190411,52.3636,52.3636,52.3636,52.3636,0
ART,20190411,3.2000,3.4000,3.2000,3.2000,2405651
ASA,20190411,0.7000,0.7000,0.7000,0.7000,0
ASD,20190411,7.2000,7.2000,7.2000,7.2000,0
ASM,20190411,6.8552,7.0303,6.8464,6.9603,2931820
ASP,20190411,5.5807,5.5807,5.5807,5.5807,0
AST,20190411,53.5124,54.1205,53.5124,53.9685,78760
ATA,20190411,0.3000,0.3000,0.3000,0.3000,0
ATB,20190411,0.7000,0.8000,0.7000,0.7000,51700
ATG,20190411,1.5100,1.6000,1.5000,1.5600,267840
ATS,20190411,28.1000,28.1000,28.1000,28.1000,500
AUD-X,20190411,1.3953,1.3953,1.3953,1.3953,0
AUDUSD,20190411,0.0000,0.0000,0.0000,0.7100,66923
AUM,20190411,10.5000,10.5000,10.5000,10.5000,0
AVC,20190411,26.2369,26.2369,26.2369,26.2369,0
AVF,20190411,0.4000,0.4000,0.4000,0.4000,0
B82,20190411,1.1000,1.1000,1.1000,1.1000,0
BAB,20190411,18.9908,18.9908,18.9908,18.9908,6100
BAL,20190411,7.1847,7.1847,7.1847,7.1846,900
BAX,20190411,29.1929,29.1929,26.6825,29.1929,7600
BBC,20190411,63.3000,63.3000,63.3000,63.3000,10
BBM,20190411,10.6456,10.6456,10.6456,10.6456,0
BBS,20190411,7.0693,7.0693,5.8321,7.0693,300
BBT,20190411,18.1000,18.1000,18.1000,18.1000,200
BCB,20190411,6.5629,6.5629,6.5629,6.5629,0
BCC,20190411,7.7679,7.7679,7.6786,7.7679,166615
BCE,20190411,5.0984,5.0984,5.0533,5.0684,14500
BCG,20190411,5.0238,5.2731,4.9860,5.0616,1359660
BCM,20190411,23.1758,23.1758,22.8861,22.8861,6000
BCP,20190411,10.0891,10.0891,10.0891,10.0891,1400
BDB,20190411,8.6795,8.6795,8.6795,8.6795,0
BDG,20190411,25.1547,25.1547,25.1547,25.1547,100
BDT,20190411,8.7890,8.7890,8.7890,8.7890,0
BDW,20190411,11.6105,11.6105,11.6105,11.6105,0
BED,20190411,31.2385,31.2385,31.2385,31.2385,0
BEL,20190411,13.6714,13.6714,13.6714,13.6714,0
BFC,20190411,20.5348,20.9626,20.4920,20.8343,80830
BGW,20190411,9.4719,9.4719,9.4719,9.4719,0
BHA,20190411,16.7128,16.7128,16.7128,16.7128,0
BHC,20190411,2.5000,2.5000,2.5000,2.5000,0
BHG,20190411,11.9284,11.9284,11.9284,11.9284,0
BHK,20190411,12.1219,12.1219,12.1219,12.1219,0
