<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
000001.SS,20181207,2609.3401,2614.5801,2599.2800,2605.8899,109100
A32,20181207,23.0763,23.0763,23.0763,23.0763,0
AAA,20181207,14.0774,14.2550,14.0330,14.1218,1912720
AAM,20181207,9.6930,9.6930,8.9003,9.4408,1100
AAV,20181207,9.1801,9.1801,9.0001,9.1801,34255
ABC,20181207,7.6561,7.8207,7.6561,7.8207,4110
ABI,20181207,22.0113,22.0113,18.2254,18.2254,3500
ABR,20181207,5.9000,5.9000,5.9000,5.9000,0
ABT,20181207,36.0025,38.6835,36.0025,38.6835,200
AC4,20181207,3.0001,3.0001,3.0001,3.0001,0
ACB,20181207,14.6272,14.8166,14.4852,14.4852,2288776
ACC,20181207,12.1540,12.3971,12.1540,12.3971,430
ACE,20181207,17.6655,17.6655,17.6655,17.6654,300
ACL,20181207,13.2792,13.7519,12.9139,13.2363,79500
ACM,20181207,0.8000,0.8000,0.7000,0.8000,15020
ACS,20181207,11.6466,11.6466,11.6466,11.6466,0
ACV,20181207,80.0632,80.2609,79.9644,80.0633,44100
ADC,20181207,13.6283,13.6283,13.6283,13.6283,0
ADP,20181207,9.1385,9.1385,9.1385,9.1385,0
ADS,20181207,10.1829,10.1829,10.1450,10.1829,19370
AFX,20181207,2.9398,2.9398,2.9398,2.9398,1500
AG1,20181207,7.5159,7.5159,7.5159,7.5159,0
AGF,20181207,4.5900,4.5900,4.1900,4.2000,1350
AGM,20181207,9.3387,9.4244,9.2530,9.4244,3060
AGP,20181207,17.0727,17.0727,17.0727,17.0727,0
AGR,20181207,3.4000,3.4500,3.4000,3.4400,87600
AGX,20181207,28.4161,28.4161,28.4161,28.4160,100
ALT,20181207,11.4609,11.4609,11.4609,11.4609,36
ALV,20181207,2.1000,2.2000,2.1000,2.1000,14910
AMC,20181207,15.7316,15.7316,15.7316,15.7316,0
AMD,20181207,3.0300,3.0500,3.0100,3.0300,190040
AME,20181207,13.0998,13.0998,13.0998,13.0998,0
AMP,20181207,21.5000,21.5000,21.5000,21.5000,0
AMS,20181207,6.8122,6.8122,6.8122,6.8122,300
AMV,20181207,16.9036,17.0839,16.8586,17.0839,134900
ANT,20181207,9.0000,9.0000,9.0000,9.0000,0
ANV,20181207,24.8869,25.6540,24.8017,25.5687,766720
APC,20181207,34.5000,35.6000,34.5000,35.5000,80060
APF,20181207,19.3949,19.3949,19.3949,19.3949,120
APG,20181207,6.8611,7.3414,6.6896,7.3413,604910
API,20181207,18.6835,20.3292,18.4899,20.3291,10000
APL,20181207,13.1655,13.1655,13.1655,13.1655,0
APP,20181207,6.3726,6.3726,6.3726,6.3725,200
APS,20181207,2.9000,2.9000,2.9000,2.9000,9500
ARM,20181207,38.8987,38.8987,38.8987,38.8987,500
ART,20181207,4.0000,4.0000,3.9000,3.9000,1746503
ASA,20181207,0.7000,0.7000,0.7000,0.7000,0
ASD,20181207,7.4000,7.4000,7.4000,7.4000,0
ASM,20181207,8.9739,9.1928,8.9301,9.1490,6184000
ASP,20181207,5.4090,5.4949,5.4005,5.4949,4280
AST,20181207,51.5625,51.7113,51.4881,51.6369,96270
ATA,20181207,0.3000,0.4000,0.3000,0.4000,52300
ATB,20181207,0.9000,0.9000,0.9000,0.9000,800
ATG,20181207,2.0900,2.0900,1.9500,1.9500,342240
ATS,20181207,41.8000,41.9000,41.5000,41.9000,12800
AUD-X,20181207,1.3829,1.3829,1.3829,1.3829,0
AUDUSD,20181207,0.0000,0.0000,0.0000,0.7200,135655
AUM,20181207,10.5000,10.5000,10.5000,10.5000,0
AVC,20181207,24.6319,24.6319,24.6319,24.6319,0
AVF,20181207,0.4000,0.5000,0.3000,0.5000,571810
B82,20181207,1.0000,1.0000,1.0000,1.0000,0
BAB,20181207,18.8073,18.8073,18.8073,18.8073,6800
BAL,20181207,33.6675,33.6675,33.6675,33.6675,0
BAX,20181207,16.7445,16.7445,16.7445,16.7445,0
BBC,20181207,77.0000,77.2000,77.0000,77.2000,20
BBM,20181207,8.9691,8.9691,8.9691,8.9691,0
BBS,20181207,10.3388,10.3388,10.3388,10.3388,0
BBT,20181207,18.6000,18.6000,18.6000,18.6000,100
BCB,20181207,6.5629,6.5629,6.5629,6.5629,0
BCC,20181207,6.1607,6.2500,6.1607,6.2500,46129
BCE,20181207,4.2799,4.2799,4.2799,4.2799,14300
BCG,20181207,4.4572,4.4874,4.3968,4.4572,108970
BCM,20181207,21.2445,21.6307,21.2445,21.6307,30700
BCP,20181207,6.5579,6.5579,6.5579,6.5579,0
BDB,20181207,7.3569,7.3569,7.3569,7.3569,0
BDG,20181207,24.8775,24.8775,24.8775,24.8775,100
BDT,20181207,8.2072,8.2072,8.2072,8.2072,0
BDW,20181207,9.1955,9.1955,9.1955,9.1955,0
