<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
000001.SS,20160818,3107.7500,3125.5801,3093.3201,3104.1101,229400
AAA,20160818,20.3269,20.6856,20.1475,20.4465,287911
AAM,20160818,6.4604,6.4604,6.4604,6.4604,10000
ABC,20160818,18.7077,18.7077,17.0198,18.6139,25400
ABI,20160818,15.1965,15.1965,15.0365,15.0365,6500
ABT,20160818,33.9854,33.9854,33.9854,33.9854,120
ACB,20160818,6.0213,6.1234,5.9873,5.9873,113815
ACC,20160818,15.5685,16.0874,15.5685,16.0874,1010
ACE,20160818,18.7659,18.8204,18.6568,18.7659,21410
ACL,20160818,3.7808,3.7808,3.7808,3.7808,10
ACM,20160818,2.1000,2.1000,2.0000,2.0000,507800
ADC,20160818,10.7027,10.7027,10.7027,10.7027,1000
ADP,20160818,14.4274,14.4274,14.4274,14.4274,0
ADS,20160818,7.9607,7.9607,7.9607,7.9607,2000
AGF,20160818,9.2000,9.2000,8.9000,9.2000,860
AGM,20160818,7.8632,7.8632,7.7821,7.7822,2200
AGP,20160818,12.3771,12.3771,12.3771,12.3771,0
AGR,20160818,2.5000,2.6000,2.5000,2.6000,72550
AGX,20160818,17.8145,17.8145,17.8145,17.8145,7900
ALT,20160818,8.8313,8.8313,8.8313,8.8313,1000
ALV,20160818,4.4176,4.4176,4.3216,4.3215,44700
AMC,20160818,19.7124,19.7124,19.7124,19.7124,10800
AMD,20160818,11.4523,11.5510,11.3535,11.5510,93460
AME,20160818,2.8478,2.8478,2.7766,2.7766,600
AMV,20160818,1.5326,1.5326,1.5326,1.5326,7500
ANV,20160818,2.3362,2.3739,2.2985,2.2985,45500
APC,20160818,20.1000,20.1000,19.6098,20.0020,30130
APG,20160818,7.0911,7.7215,7.0911,7.7215,154000
API,20160818,8.1316,8.1316,7.8412,7.9380,22500
APP,20160818,7.3340,7.3340,7.3340,7.3340,100
APS,20160818,2.7000,2.7000,2.7000,2.7000,50800
ARM,20160818,18.1465,18.1465,18.1465,18.1465,0
ASA,20160818,2.4000,2.4000,2.3000,2.4000,37800
ASD,20160818,0.5000,0.5000,0.5000,0.5000,0
ASM,20160818,12.3366,12.4958,12.2570,12.4958,1196450
ASP,20160818,2.9736,3.0498,2.9736,3.0498,24100
ATA,20160818,2.3000,2.4000,2.3000,2.4000,354060
ATS,20160818,7.8000,8.3000,7.8000,8.3000,13400
AUD-X,20160818,1.3048,1.3048,1.3048,1.3048,0
AVF,20160818,0.4000,0.4000,0.4000,0.4000,0
B82,20160818,5.0000,5.0000,5.0000,5.0000,0
BBC,20160818,82.9582,83.9342,82.9582,83.9342,610
BBS,20160818,10.5787,10.5787,10.5787,10.5787,100
BCC,20160818,11.7951,12.0032,11.6563,11.7258,183100
BCE,20160818,3.8743,3.9321,3.8743,3.9322,46900
BCG,20160818,4.8349,4.8349,4.6838,4.8349,205690
BCP,20160818,5.6106,5.6106,5.6106,5.6105,1100
BDB,20160818,3.9290,3.9290,3.9290,3.9290,0
BDG,20160818,17.2569,17.5669,17.2569,17.5669,2100
BDW,20160818,8.4311,8.4311,8.4311,8.4311,0
BED,20160818,19.1652,19.1652,19.1652,19.1652,0
BEL,20160818,5.2248,5.2248,5.2248,5.2248,0
BFC,20160818,21.9789,21.9789,21.4844,21.6492,94200
BHC,20160818,2.2000,2.2000,2.2000,2.2000,0
BHP,20160818,5.8059,5.8059,5.8059,5.8059,0
BHT,20160818,2.8334,2.8334,2.8334,2.8334,1200
BIC,20160818,25.4807,25.4807,24.8549,25.0337,8580
BID,20160818,14.9487,14.9487,14.6818,14.8597,1343540
BII,20160818,22.2000,22.3000,22.1000,22.2000,494500
BKC,20160818,10.0000,10.0000,10.0000,10.0000,100
BLF,20160818,3.5000,3.7000,3.5000,3.6000,7700
BLI,20160818,4.5333,4.5333,4.5333,4.5333,6200
BMC,20160818,11.9695,12.1280,11.8902,11.8902,8760
BMI,20160818,20.0950,20.8127,20.0950,20.4539,914950
BMJ,20160818,3.8757,3.8757,3.8757,3.8757,1000
BMN,20160818,5.5955,5.5955,5.5955,5.5955,0
BMP,20160818,60.9965,62.1402,60.6153,60.9965,96830
BPC,20160818,15.4822,15.7689,15.4822,15.7689,8000
BRC,20160818,7.9983,7.9983,7.4419,7.4419,2010
BRL-X,20160818,3.2048,3.2048,3.2048,3.2048,0
BSC,20160818,32.5894,32.5894,29.3982,29.3982,1100
BSI,20160818,6.9832,6.9832,6.8489,6.9832,5770
BSP,20160818,16.8891,16.8891,16.8891,16.8891,0
BST,20160818,9.7512,9.7512,9.7512,9.7512,0
BT6,20160818,5.5000,5.5000,5.5000,5.5000,0
BTCUSD-X,20160818,573.7070,573.4300,577.7920,574.3180,5989660000
BTG,20160818,3.2430,3.2430,3.2430,3.2430,0
BTH,20160818,9.3000,9.3000,9.3000,9.3000,0
BTP,20160818,9.0456,9.5777,9.0456,9.5777,228210
BTS,20160818,8.9320,9.4174,8.9320,9.4175,5800
BTT,20160818,27.0933,29.1436,27.0201,27.2398,90
BTU,20160818,5.7745,5.7745,5.7745,5.7745,0
BTW,20160818,12.4212,12.4212,12.4212,12.4212,0
BVG,20160818,1.0000,1.0000,1.0000,1.0000,0
BVH,20160818,55.6604,56.1321,55.1887,55.1887,79130
BVN,20160818,6.8228,6.8228,6.8228,6.8228,0
BVS,20160818,11.9485,12.7613,11.9485,12.5174,873216
BWA,20160818,2.7508,2.7508,2.7508,2.7508,0
BXH,20160818,18.3773,18.3773,18.3773,18.3773,100
C21,20160818,9.7926,9.7926,9.7926,9.7926,0
C32,20160818,32.4596,32.7132,31.6988,32.2060,148820
C47,20160818,8.3802,8.5102,8.3153,8.5101,46850
C71,20160818,6.9353,6.9353,6.9353,6.9353,0
C92,20160818,30.0000,30.0000,30.0000,30.0000,0
CAD,20160818,0.5000,0.5000,0.5000,0.5000,0
CAD-X,20160818,1.2844,1.2844,1.2844,1.2844,0
CAN,20160818,27.1458,27.1458,27.1458,27.1458,0
CAP,20160818,25.8261,25.8807,25.8261,25.8261,7600
CAV,20160818,47.2307,48.9482,44.6545,47.2308,211240
CCI,20160818,8.1687,8.1687,8.1687,8.1687,10
CCL,20160818,2.6021,2.6834,2.5208,2.6021,106280
CCM,20160818,10.6015,10.6015,10.6015,10.6015,0
CCR,20160818,9.3913,9.3913,9.3913,9.3913,0
CDC,20160818,6.3233,6.3233,6.0642,6.0642,100610
CDH,20160818,6.4469,6.4469,6.4469,6.4469,0
CDN,20160818,16.6783,16.6783,16.6783,16.6783,0
CDO,20160818,22.6201,22.6201,22.4834,22.6201,827280
CEC,20160818,14.4445,14.4445,14.2593,14.2593,900
CEO,20160818,7.6074,7.6813,7.5335,7.6074,555100
CFC,20160818,8.1548,8.1548,8.1548,8.1548,0
CHP,20160818,13.2490,13.2490,13.1828,13.1828,2510
CI5,20160818,8.9143,8.9143,8.9143,8.9143,0
CID,20160818,3.8000,3.8000,3.8000,3.8000,900
CIG,20160818,3.7000,3.7000,3.5000,3.6000,40600
CII,20160818,23.5684,24.7514,23.5684,24.7514,4336900
CJC,20160818,18.2315,18.2315,18.2315,18.2315,0
CKD,20160818,6.5617,6.5617,6.5617,6.5617,0
CKV,20160818,9.5979,9.9913,9.5979,9.9913,300
CL-F,20160818,46.9000,48.3800,46.6300,48.2200,563354
CLC,20160818,28.3718,28.3718,27.9215,28.3718,5360
CLG,20160818,4.3000,4.3000,4.1000,4.1000,10720
CLH,20160818,6.5149,7.1856,6.5149,7.1856,28100
CLL,20160818,20.3369,21.0901,20.3369,21.0901,2020
