<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
000001.SS,20180823,2714.8701,2736.0100,2700.8000,2724.6201,98400
AAA,20180823,15.1876,15.3208,15.0988,15.1432,1005470
AAM,20180823,7.6542,7.6542,7.6542,7.6542,1170
AAV,20180823,15.8088,16.4349,15.8088,15.8871,386700
ABC,20180823,5.9273,6.0096,5.9273,6.0096,14800
ABI,20180823,23.2440,23.2440,23.2440,23.2440,10
ABR,20180823,5.2000,5.5000,5.2000,5.2000,300
ABT,20180823,28.9381,28.9381,28.9381,28.9381,10
AC4,20180823,3.0001,3.0001,3.0001,3.0001,0
ACB,20180823,15.6008,15.7654,15.5184,15.7242,3014955
ACC,20180823,10.9386,10.9386,10.9386,10.9386,0
ACE,20180823,18.4958,18.4958,18.3567,18.3567,5400
ACL,20180823,4.2280,4.5126,4.2280,4.5125,9740
ACM,20180823,0.8000,0.9000,0.8000,0.8000,59820
ACS,20180823,10.8434,10.8434,10.8434,10.8434,0
ACV,20180823,82.6304,82.6304,81.5548,81.5547,25770
ADC,20180823,14.6583,14.6583,14.6583,14.6583,0
ADP,20180823,8.8003,8.8003,8.8003,8.8003,0
ADS,20180823,11.3564,11.3564,11.2807,11.3185,10250
AFX,20180823,2.8450,2.8450,2.8450,2.8450,0
AG1,20180823,7.2785,7.2785,7.2785,7.2785,0
AGF,20180823,4.2000,4.2000,4.2000,4.2000,0
AGM,20180823,7.7109,7.8394,7.5395,7.7966,4290
AGP,20180823,22.5328,22.5328,22.5328,22.5328,0
AGR,20180823,3.7600,3.8000,3.7300,3.7300,141690
AGX,20180823,22.7662,22.7662,22.7662,22.7662,8
ALT,20180823,11.3115,11.3115,11.3115,11.3115,0
ALV,20180823,3.4000,3.6000,3.4000,3.4000,4500
AMC,20180823,14.6079,14.6079,14.6079,14.6079,0
AMD,20180823,3.6300,3.6500,3.6100,3.6300,272960
AME,20180823,9.1841,9.1841,9.1841,9.1841,0
AMP,20180823,18.5000,18.5000,18.5000,18.5000,0
AMS,20180823,5.7370,5.7370,5.3272,5.4911,1500
AMV,20180823,8.2039,9.0153,8.2039,9.0153,409600
ANT,20180823,9.6000,9.6000,9.6000,9.6000,100
ANV,20180823,15.9378,16.1935,15.6821,16.1083,457030
APC,20180823,30.1500,30.1500,29.7000,29.9000,11710
APF,20180823,20.5963,20.5963,20.5963,20.5963,0
APG,20180823,4.1167,4.1167,3.9880,4.1166,331320
API,20180823,25.0726,27.9768,25.0726,27.9768,500
APL,20180823,13.1655,13.1655,13.1655,13.1655,0
APP,20180823,6.3725,6.3725,6.3725,6.3725,0
APS,20180823,3.1000,3.1000,3.0000,3.1000,40000
ARM,20180823,44.1350,44.1350,44.1350,44.1350,0
ART,20180823,8.0000,8.0000,7.7000,8.0000,668159
ASA,20180823,0.9000,0.9000,0.9000,0.9000,0
ASD,20180823,4.1000,4.1000,4.1000,4.1000,0
ASM,20180823,11.1189,11.3815,11.1189,11.2064,4755340
ASP,20180823,5.8383,5.8984,5.8383,5.8984,230
AST,20180823,46.8750,46.9494,45.6845,45.9078,61540
ATA,20180823,0.5000,0.5000,0.5000,0.5000,0
ATB,20180823,0.8000,0.8000,0.8000,0.8000,22300
ATG,20180823,1.0000,1.0200,1.0000,1.0000,61260
ATS,20180823,38.4000,38.5000,38.1000,38.1000,5500
AUD-X,20180823,1.3637,1.3637,1.3637,1.3637,0
AUDUSD,20180823,0.0000,0.0000,0.0000,0.7200,94227
AUM,20180823,10.4867,10.4867,10.4867,10.4867,0
AVC,20180823,22.9898,22.9898,22.9898,22.9898,8200
AVF,20180823,0.3000,0.3000,0.3000,0.3000,0
BAB,20180823,18.7156,18.7156,18.7156,18.7156,16100
BAL,20180823,33.6675,33.6675,33.6675,33.6675,0
BAX,20180823,15.4049,15.4049,15.4049,15.4050,100
BBC,20180823,80.2912,80.2912,79.5930,79.5931,20
BBM,20180823,8.9691,8.9691,8.9691,8.9691,0
BBS,20180823,11.2221,11.2221,11.2221,11.2221,0
BBT,20180823,16.2000,16.5000,16.2000,16.2000,15000
BCC,20180823,5.8929,5.9822,5.8929,5.8929,10512
BCE,20180823,4.0171,4.1222,4.0096,4.0547,6780
BCG,20180823,4.1173,4.1173,4.0342,4.0417,413250
BCM,20180823,14.9677,14.9677,14.7746,14.9677,10100
BCP,20180823,9.4165,9.4165,9.4165,9.4165,0
BDB,20180823,4.7117,4.7117,4.7117,4.7117,0
BDG,20180823,21.2048,21.2048,21.2048,21.2048,0
BDT,20180823,7.9814,7.9814,7.9814,7.9814,0
BDW,20180823,7.9935,7.9935,7.9935,7.9935,300
BED,20180823,30.8753,30.8753,30.8753,30.8753,0
BEL,20180823,6.0955,6.0955,6.0955,6.0955,0
BFC,20180823,20.1275,20.9231,20.1275,20.6844,59100
BGW,20180823,9.4719,9.4719,9.4719,9.4719,0
BHA,20180823,12.8560,12.8560,12.8560,12.8560,200
BHC,20180823,2.0000,2.0000,2.0000,2.0000,0
BHK,20180823,11.1522,11.1522,11.1522,11.1522,0
BHN,20180823,73.0948,73.0948,73.0948,73.0949,710
BHP,20180823,8.5972,8.5972,8.5972,8.5972,0
BHT,20180823,4.8000,4.8000,4.8000,4.8000,0
BIC,20180823,27.2382,27.2382,26.6785,26.9584,1490
BID,20180823,31.6221,32.3957,31.1386,31.9606,3335590
BII,20180823,0.9000,0.9000,0.9000,0.9000,0
BKC,20180823,7.7000,7.7000,7.7000,7.7000,100
BLF,20180823,2.8000,2.8000,2.8000,2.8000,0
BLI,20180823,4.5914,4.5914,4.5914,4.5914,1000
BLN,20180823,6.8212,6.8212,6.8212,6.8212,0
BLT,20180823,13.3992,13.3992,13.3992,13.3992,0
BMC,20180823,11.6090,12.1806,11.4331,11.4331,10350
BMD,20180823,7.9858,7.9858,7.9858,7.9858,2100
BMF,20180823,30.5333,30.5333,30.5333,30.5333,0
BMI,20180823,15.8294,16.3346,15.7873,16.3346,338160
BMJ,20180823,3.9473,3.9473,3.9473,3.9473,0
BMN,20180823,5.5676,5.5676,5.5676,5.5676,0
BMP,20180823,40.7953,40.7953,40.0468,40.0468,63470
BMS,20180823,6.8568,6.8568,6.2169,6.2169,300
BMV,20180823,9.9522,9.9522,9.9522,9.9522,0
BPC,20180823,13.7050,13.7050,13.7050,13.7050,1000
BPW,20180823,9.9890,9.9890,9.9890,9.9890,0
BQB,20180823,6.0000,6.0000,6.0000,6.0000,0
BRC,20180823,8.2375,8.2375,8.2375,8.2375,40
BRL-X,20180823,4.0369,4.0369,4.0369,4.0369,0
BRR,20180823,8.2665,8.2665,8.2665,8.2665,0
BRS,20180823,8.2893,8.2893,8.2893,8.2893,0
BSA,20180823,16.2474,16.2474,16.2474,16.2474,1000
BSC,20180823,15.2005,15.2005,15.2005,15.2005,0
BSD,20180823,31.0621,31.0621,31.0621,31.0621,0
BSG,20180823,8.1000,8.1000,8.1000,8.1000,0
BSH,20180823,23.2757,23.2757,23.2757,23.2757,0
BSI,20180823,9.1036,9.2208,9.0645,9.1817,57750
BSL,20180823,12.0084,12.0084,12.0084,12.0084,0
BSP,20180823,14.0750,14.0750,14.0750,14.0750,0
BSQ,20180823,18.5425,18.5425,18.5425,18.5425,500
BSR,20180823,16.9000,17.0000,16.5000,16.8000,1215500
BST,20180823,20.6217,20.6217,20.6217,20.6217,0
BT1,20180823,15.1159,15.1159,15.1159,15.1159,1000
BT6,20180823,2.9000,2.9000,2.9000,2.9000,0
BTB,20180823,6.0000,6.0000,6.0000,6.0000,0
BTCUSD,20180823,0.0000,0.0000,0.0000,6382.4902,35208
BTCUSD-X,20180823,6534.8799,6534.8799,6534.8799,6534.8799,0
BTD,20180823,11.3144,11.3144,11.3144,11.3144,0
BTG,20180823,5.4501,5.4501,5.4501,5.4501,0
BTH,20180823,5.2000,5.2000,5.2000,5.2000,0
BTN,20180823,4.4779,4.4779,4.4779,4.4779,100
BTP,20180823,8.8037,8.9206,8.8037,8.8037,990
BTR,20180823,4.3973,4.3973,4.3973,4.3973,0
BTS,20180823,4.3689,4.3689,4.3689,4.3689,4300
BTT,20180823,36.4779,36.4779,36.4779,36.4779,0
BTU,20180823,5.9634,5.9634,5.9634,5.9634,0
BTV,20180823,28.8156,28.8156,28.8156,28.8156,0
BTW,20180823,13.6851,13.6851,13.6851,13.6851,4200
BUD,20180823,7.9183,7.9183,7.9183,7.9183,0
BVG,20180823,1.5000,1.5000,1.5000,1.5000,100
BVH,20180823,86.0392,89.0530,84.0948,88.4696,219700
BVN,20180823,13.6107,13.6107,13.6107,13.6107,0
BVS,20180823,13.7168,13.8861,13.7168,13.8861,3000
BWA,20180823,6.5558,6.5558,6.5558,6.5558,0
BWE,20180823,16.8985,16.8985,16.3143,16.5390,174430
BWS,20180823,19.0435,19.0435,19.0435,19.0435,0
BXH,20180823,8.0937,8.0937,8.0937,8.0937,0
C12,20180823,17.2000,17.2000,17.2000,17.2000,0
C21,20180823,17.2920,17.2920,17.2920,17.2920,0
C22,20180823,20.0766,20.0766,20.0766,20.0766,0
C32,20180823,20.8691,21.2444,20.4937,21.0192,70600
C36,20180823,11.1150,11.1150,11.1150,11.1150,0
C47,20180823,9.3584,9.4398,9.3177,9.3584,31660
