<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
000001.SS,20171127,3346.6599,3347.0500,3315.2600,3322.2300,166400
AAA,20171127,20.5107,21.1977,20.5434,21.0668,1795980
AAM,20171127,6.9729,6.9729,6.9729,6.9729,10
ABC,20171127,13.1717,13.1717,13.0071,13.0894,5650
ABI,20171127,24.7601,24.7601,24.3405,24.3405,1500
ABT,20171127,21.1363,22.5198,21.1363,21.8665,2540
AC4,20171127,4.1526,4.1526,4.1526,4.1526,0
ACB,20171127,12.7605,12.9476,12.6482,12.7979,1772248
ACC,20171127,12.2784,12.2784,11.6673,12.1118,11300
ACE,20171127,18.0345,18.0345,18.0345,18.0345,0
ACL,20171127,3.2929,3.5246,3.2929,3.5247,50
ACM,20171127,1.4000,1.5000,1.4000,1.5000,258600
ACS,20171127,10.5192,10.5192,10.5192,10.5191,1014
ACV,20171127,80.1857,80.6746,79.9901,80.1857,124450
ADC,20171127,11.7066,11.7066,11.6339,11.6339,4600
ADP,20171127,13.5967,13.5967,13.5967,13.5967,0
ADS,20171127,12.8548,12.9560,12.6186,12.9560,22850
AFX,20171127,3.9033,3.9033,3.9033,3.9033,5000
AGF,20171127,8.6000,9.0900,8.6000,9.0900,530
AGM,20171127,7.4174,7.4174,6.9715,7.2958,5220
AGP,20171127,13.6652,13.6652,13.6652,13.6652,0
AGR,20171127,5.4000,5.5900,5.3600,5.5800,413700
AGX,20171127,14.7606,14.7606,14.7606,14.7606,1100
ALT,20171127,11.9672,11.9672,11.9672,11.9672,0
ALV,20171127,15.5000,15.5000,14.6000,15.4000,102100
AMC,20171127,16.3265,16.3265,16.3265,16.3265,0
AMD,20171127,9.0000,9.1900,8.7000,9.1900,1040540
AME,20171127,3.0614,3.0614,3.0614,3.0614,0
AMP,20171127,15.0000,15.0000,15.0000,15.0000,0
AMS,20171127,6.4745,6.5565,6.4745,6.4746,1710
AMV,20171127,7.2122,7.6630,7.2122,7.4376,4200
ANT,20171127,10.2000,10.2000,10.2000,10.2000,1300
ANV,20171127,8.0041,8.3259,8.0041,8.2052,784520
APC,20171127,73.0000,77.0000,73.0000,76.7000,70090
APF,20171127,23.6299,23.6299,21.6099,21.6099,1600
APG,20171127,4.2783,4.2862,4.2547,4.2704,340200
API,20171127,30.4937,30.4937,30.4937,30.4937,200
APL,20171127,13.1658,13.1658,13.1658,13.1658,0
APP,20171127,7.5668,7.5668,7.5668,7.5668,0
APS,20171127,3.2000,3.5000,3.2000,3.4000,311090
ARM,20171127,16.9897,16.9897,16.9897,16.9897,0
ART,20171127,13.2479,14.7863,12.6496,14.7863,2436341
ASA,20171127,2.4000,2.5000,2.4000,2.5000,41700
ASD,20171127,0.5000,0.5000,0.5000,0.5000,0
ASM,20171127,9.3679,9.4554,9.2803,9.3679,2230890
ASP,20171127,4.9547,4.9862,4.8761,4.8760,55400
ATA,20171127,0.9000,0.9000,0.9000,0.9000,0
ATB,20171127,1.8000,1.9000,1.8000,1.9000,247100
ATG,20171127,3.0000,3.1700,3.0000,3.1600,284790
ATS,20171127,39.3000,39.4000,39.1000,39.4000,19100
AUD-X,20171127,1.3137,1.3137,1.3137,1.3137,0
AUM,20171127,10.4867,10.4867,10.4867,10.4867,0
AVF,20171127,0.3000,0.3000,0.3000,0.3000,0
B82,20171127,2.3000,2.3000,2.3000,2.3000,1000
BAX,20171127,13.0236,13.0236,13.0236,13.0235,4000
BBC,20171127,101.2368,101.7355,99.7407,99.7407,2120
BBS,20171127,9.1818,9.1818,9.1818,9.1818,100
BCC,20171127,6.4286,6.4286,6.2500,6.3393,68920
BCE,20171127,3.6680,3.6942,3.6680,3.6942,40690
BCG,20171127,4.6687,4.6838,4.4798,4.6838,177020
BCP,20171127,4.9606,4.9606,4.9606,4.9607,2000
BDB,20171127,6.8885,6.8885,6.8885,6.8885,0
BDG,20171127,16.3468,16.3468,16.3468,16.3468,0
BDT,20171127,7.5651,7.5651,7.5651,7.5651,0
BDW,20171127,7.9046,7.9046,7.9046,7.9046,0
BED,20171127,21.8223,21.8223,21.8223,21.8223,0
BEL,20171127,6.1826,6.1826,6.1826,6.1826,0
BFC,20171127,25.6143,25.8409,25.5387,25.5387,152330
BGW,20171127,9.4011,9.4011,9.4011,9.4011,0
BHA,20171127,16.8117,16.8117,16.8117,16.8117,0
BHC,20171127,2.4000,2.4000,2.4000,2.4000,0
BHN,20171127,122.7272,125.4344,120.9224,121.3736,23990
BHP,20171127,8.3597,8.3597,8.3597,8.3597,100
BHT,20171127,4.4000,4.4000,4.4000,4.4000,0
BIC,20171127,28.7580,29.1220,28.2120,29.1220,8320
BID,20171127,24.4661,24.7079,24.2727,24.3694,1300640
BII,20171127,2.0000,2.1000,1.9000,2.0000,147200
BKC,20171127,7.8000,7.8000,7.8000,7.8000,0
BLF,20171127,4.8000,4.8000,4.1000,4.6000,16200
BLI,20171127,5.2580,5.2580,5.2580,5.2579,300
BLN,20171127,7.9425,7.9425,7.9425,7.9425,0
BLT,20171127,25.2790,25.2790,25.2790,25.2790,0
BMC,20171127,13.6017,13.6436,13.2251,13.6436,11260
BMD,20171127,5.2969,5.2969,5.2969,5.2969,0
BMI,20171127,26.3582,26.3582,26.1944,26.1945,75450
BMJ,20171127,3.9235,3.9235,3.8576,3.8575,300
