<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
AUD-X,20200913,1.3733,1.3733,1.3733,1.3733,0
BRL-X,20200913,5.3162,5.3162,5.3162,5.3162,0
BTCUSD-X,20200913,10680.8398,10680.8398,10680.8398,10680.8398,0
CAD-X,20200913,1.3181,1.3181,1.3181,1.3181,0
CL-F,20200913,37.3200,37.6800,36.8200,37.2600,347563
CNY-X,20200913,6.8334,6.8334,6.8334,6.8334,0
DOGE-USD,20200913,0.0028,0.0028,0.0027,0.0028,124253232
ETHUSD-X,20200913,377.2689,377.2689,377.2689,377.2689,0
EUR-X,20200913,0.8444,0.8444,0.8444,0.8444,0
GBP-X,20200913,0.7808,0.7808,0.7808,0.7808,0
GC-F,20200913,1946.3000,1953.1000,1943.0000,1953.1000,55
HKD-X,20200913,7.7501,7.7501,7.7501,7.7501,0
INR-X,20200913,73.4786,73.4786,73.4786,73.4786,0
JPY-X,20200913,106.1450,106.1450,106.1450,106.1450,0
KRW-X,20200913,1186.9700,1186.9700,1186.9700,1186.9700,0
LINK-USD,20200913,11.9700,12.4300,11.7300,12.1200,1249919308
RUB-X,20200913,74.8650,74.8650,74.8650,74.8650,0
SAR-X,20200913,3.7505,3.7505,3.7505,3.7505,0
SGD-X,20200913,1.3671,1.3671,1.3671,1.3671,0
SI-F,20200913,26.9100,27.3500,26.9100,27.2290,147
VND-X,20200913,23174.0000,23174.0000,23174.0000,23174.0000,0
XRP-USD,20200913,0.2418,0.2498,0.2403,0.2463,1195994289
ZAR-X,20200913,16.7026,16.7026,16.7026,16.7026,0
