<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
000001.SS,20160126,2907.7200,2911.9900,2743.8401,2749.7800,210800
AAA,20160126,8.8917,8.8917,8.0313,8.0313,667213
AAM,20160126,6.0803,6.2703,6.0803,6.1437,420
ABI,20160126,9.2680,9.2680,9.1220,9.1220,2400
ABT,20160126,31.4392,31.7737,31.4392,31.7737,20
ACB,20160126,6.4976,6.4976,6.3615,6.4636,43819
ACC,20160126,10.4588,10.4588,10.4588,10.4588,10
ACE,20160126,8.8525,8.8525,8.8525,8.8525,0
ACL,20160126,3.7401,3.7808,3.7401,3.7808,110
ACM,20160126,4.0559,4.1502,3.9615,4.1502,1236880
ADC,20160126,12.6738,12.6738,12.6738,12.6738,0
ADP,20160126,5.8364,5.8364,5.8364,5.8364,0
AGF,20160126,12.6000,12.6000,12.1000,12.2000,470
AGM,20160126,7.1435,7.1435,6.8634,6.8633,1370
AGP,20160126,11.8851,11.8851,11.8851,11.8851,0
AGR,20160126,2.7000,2.7000,2.6000,2.7000,280710
AGX,20160126,22.3228,22.3228,22.3228,22.3228,0
ALT,20160126,10.2677,10.2677,10.2677,10.2677,0
ALV,20160126,4.5136,4.6096,4.5136,4.6096,500
AMC,20160126,15.2227,15.2227,15.2227,15.2227,0
AMD,20160126,8.6842,8.7756,8.5014,8.6843,252380
AME,20160126,3.1326,3.1326,3.1326,3.1326,0
AMV,20160126,1.5776,1.5776,1.5776,1.5777,1500
ANV,20160126,2.7884,2.7884,2.6377,2.6377,700
APC,20160126,16.1860,16.1860,16.1860,16.1860,2010
APG,20160126,4.0971,4.1759,3.8607,4.0183,169550
API,20160126,10.0678,10.1646,9.5838,10.0678,349000
APP,20160126,7.4720,7.4720,7.4720,7.4719,1000
APS,20160126,2.7000,2.8000,2.6000,2.6000,74600
ARM,20160126,16.7770,17.3143,16.7770,17.3143,1100
ASA,20160126,2.4152,2.4152,2.2220,2.3186,86100
ASD,20160126,0.4000,0.4000,0.4000,0.4000,0
ASM,20160126,13.5305,13.5305,13.1325,13.3713,946700
ASP,20160126,2.5923,2.5923,2.5923,2.5923,8480
ATA,20160126,2.4000,2.4000,2.3000,2.4000,32720
AUD-X,20160126,1.4411,1.4411,1.4411,1.4411,0
AVF,20160126,0.6000,0.6000,0.5000,0.5000,293900
B82,20160126,6.3000,6.3000,6.3000,6.3000,500
BBC,20160126,62.3599,63.3192,57.5629,62.3598,3800
BBS,20160126,10.3874,10.3874,10.3874,10.3874,0
BCC,20160126,9.5748,9.5748,9.2279,9.5055,50300
BCE,20160126,3.5027,3.6595,3.4504,3.6073,2130
BCG,20160126,13.5703,13.7101,13.5703,13.6402,216060
BCP,20160126,4.7591,4.7591,4.7591,4.7591,5700
BDB,20160126,3.4221,3.4221,3.4221,3.4221,0
BDW,20160126,8.3888,8.3888,8.3888,8.3888,0
BED,20160126,18.8693,18.8693,18.8693,18.8693,100
BFC,20160126,12.4123,13.0682,12.3619,13.0683,6280
BHC,20160126,1.1000,1.1000,1.1000,1.1000,0
BHP,20160126,9.8281,9.8281,9.8281,9.8281,0
BHT,20160126,3.1168,3.6834,3.1168,3.6834,3700
BIC,20160126,13.5688,14.2646,13.3079,13.4818,90750
BID,20160126,14.5038,14.9487,13.7920,14.6818,2678070
BII,20160126,11.2000,11.2000,10.8000,11.0000,281400
BKC,20160126,12.0000,12.0000,12.0000,12.0000,0
BLF,20160126,2.1905,2.1905,2.1905,2.1905,1700
BLI,20160126,5.1708,5.1708,5.1708,5.1708,0
BMC,20160126,9.2357,9.2357,8.8159,8.8159,12610
BMI,20160126,17.2761,17.2761,16.5190,17.1384,63300
BMJ,20160126,1.7531,1.7531,1.7531,1.7531,3600
BMP,20160126,43.5901,43.5901,42.8513,42.8512,55610
BPC,20160126,8.2615,8.2615,8.2615,8.2615,200
BRC,20160126,5.6437,5.6437,5.6437,5.6437,1000
BRL-X,20160126,4.0879,4.0879,4.0879,4.0879,0
BSC,20160126,17.4713,17.4713,17.4713,17.4713,0
BSI,20160126,5.9761,6.1775,5.8418,5.9760,193320
BST,20160126,9.4512,9.4512,9.4512,9.4512,0
BT6,20160126,5.5000,5.5000,5.5000,5.5000,0
BTCUSD-X,20160126,392.0020,390.5750,397.7660,392.1530,5814700000
BTG,20160126,3.2430,3.2430,3.2430,3.2430,0
BTH,20160126,9.3000,9.3000,9.3000,9.3000,0
BTP,20160126,7.4824,7.4824,7.1706,7.3576,16630
BTS,20160126,8.9320,8.9320,8.9320,8.9320,0
BTT,20160126,27.9433,27.9433,27.9433,27.9433,0
BTW,20160126,11.0735,11.0735,11.0735,11.0735,0
BVG,20160126,1.1000,1.1000,1.1000,1.1000,15100
BVH,20160126,45.6062,46.4438,45.1408,45.6062,550260
BVN,20160126,6.5232,6.5232,6.5232,6.5232,0
BVS,20160126,9.1849,9.3474,9.1036,9.3474,52000
BWA,20160126,5.6984,5.6984,5.6984,5.6984,0
BXH,20160126,11.9380,11.9380,11.9380,11.9380,0
C21,20160126,9.0875,9.0875,9.0875,9.0875,0
C32,20160126,16.6402,16.9869,16.3926,16.4917,71770
C47,20160126,7.6657,7.6657,7.4708,7.6007,9720
C71,20160126,8.6102,8.6102,8.6102,8.6102,0
C92,20160126,25.1000,25.1000,25.1000,25.1000,0
CAD,20160126,1.7000,1.7000,1.7000,1.7000,0
CAD-X,20160126,1.4296,1.4296,1.4296,1.4296,0
CAN,20160126,31.1267,31.1267,31.1267,31.1267,0
CAP,20160126,15.5851,15.7630,15.5851,15.6563,9714
CAV,20160126,21.4685,21.8814,21.2621,21.6750,90320
CCI,20160126,6.1687,6.1687,6.1687,6.1687,0
CCL,20160126,2.1142,2.1955,2.0329,2.0329,78990
CCM,20160126,10.7447,10.7447,10.7447,10.7447,0
CCR,20160126,8.4655,8.4655,8.4655,8.4655,0
CDC,20160126,3.6037,3.6517,3.5076,3.6517,45310
CDO,20160126,18.3148,18.3148,18.1781,18.2464,1549010
CEC,20160126,2.8559,2.8559,2.8559,2.8559,0
CEO,20160126,9.1604,9.2223,8.9128,9.0367,769200
CFC,20160126,7.4954,7.4954,7.4954,7.4954,400
CHP,20160126,11.8285,12.0724,11.8285,11.9504,8950
CI5,20160126,10.6510,10.6510,10.6510,10.6510,0
CID,20160126,4.5000,4.5000,4.5000,4.5000,0
CIG,20160126,1.9000,1.9000,1.9000,1.9000,10000
CII,20160126,19.9770,20.0658,19.5331,19.7107,1043420
CJC,20160126,19.3528,19.3528,19.3528,19.3528,0
CKD,20160126,5.4504,5.4504,5.4504,5.4504,0
CKV,20160126,11.9166,11.9166,11.9166,11.9166,0
CL-F,20160126,29.8100,32.4100,29.2500,31.4500,606892
CLC,20160126,20.0144,20.0144,20.0144,20.0144,0
CLG,20160126,4.3000,4.3000,4.0000,4.3000,1470
CLL,20160126,17.6084,17.6084,17.6084,17.6084,120
CLW,20160126,13.1491,13.1491,13.1491,13.1491,0
CMC,20160126,4.5000,4.5000,4.5000,4.5000,4500
