<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
AUD-X,20200124,1.4620,1.4620,1.4620,1.4620,0
AUDUSD,20200124,0.0000,0.0000,0.0000,0.6800,45391
BRL-X,20200124,4.1691,4.1691,4.1691,4.1691,0
BTCUSD,20200124,0.0000,0.0000,0.0000,8482.7500,93803
BTCUSD-X,20200124,8445.4326,8445.4326,8445.4326,8445.4326,0
CAD-X,20200124,1.3127,1.3127,1.3127,1.3127,0
CL-F,20200124,55.6900,55.9500,53.8500,54.1900,703995
CNY-X,20200124,6.9356,6.9356,6.9356,6.9356,0
DOGE-USD,20200124,0.0023,0.0023,0.0022,0.0023,86865882
ETHUSD-X,20200124,163.0512,163.0512,163.0512,163.0512,0
EUR-X,20200124,0.9046,0.9046,0.9046,0.9046,0
EURUSD,20200124,0.0000,0.0000,0.0000,1.1000,43595
GBP-X,20200124,0.7622,0.7622,0.7622,0.7622,0
GBPJPY,20200124,0.0000,0.0000,0.0000,142.8600,249167
GBPUSD,20200124,0.0000,0.0000,0.0000,1.3100,128384
GC-F,20200124,1556.3000,1571.1000,1556.3000,1571.1000,15
HKD-X,20200124,7.7723,7.7723,7.7723,7.7723,0
INR-X,20200124,71.3210,71.3210,71.3210,71.3210,0
JPY-X,20200124,109.5520,109.5520,109.5520,109.5520,0
KRW-X,20200124,1167.6000,1167.6000,1167.6000,1167.6000,0
LINK-USD,20200124,2.4655,2.5299,2.3748,2.5044,121390826
RUB-X,20200124,61.8928,61.8928,61.8928,61.8928,0
SAR-X,20200124,3.7469,3.7469,3.7469,3.7469,0
SGD-X,20200124,1.3508,1.3508,1.3508,1.3508,0
SI-F,20200124,17.8700,18.0570,17.8700,18.0570,110
USDCAD,20200124,0.0000,0.0000,0.0000,1.3100,40629
USDCHF,20200124,0.0000,0.0000,0.0000,0.9700,32069
USDJPY,20200124,0.0000,0.0000,0.0000,109.2700,49288
USOIL,20200124,0.0000,0.0000,0.0000,54.1100,52946
VND-X,20200124,23171.0000,23171.0000,23171.0000,23171.0000,0
XAGUSD,20200124,0.0000,0.0000,0.0000,18.0900,44133
XAUUSD,20200124,0.0000,0.0000,0.0000,1571.3101,269193
XRP-USD,20200124,0.2262,0.2263,0.2154,0.2230,1706347378
ZAR-X,20200124,14.3677,14.3677,14.3677,14.3677,0
^AEX,20200124,610.5600,615.9200,610.5600,614.2400,62460200
^AORD,20200124,7199.0000,7233.7002,7197.1001,7203.2002,698619700
^ATX,20200124,3121.9500,3165.6699,3121.3101,3145.4500,2993700
^BFX,20200124,4000.2900,4035.9299,4000.2900,4002.8401,19716100
^BSESN,20200124,41377.0391,41697.0312,41275.6016,41613.1914,6600
^DJI,20200124,29230.3906,29288.7891,28843.3105,28989.7305,380010000
^FCHI,20200124,6019.6001,6064.5498,6016.7700,6024.2598,82330600
^FTSE,20200124,7507.7002,7642.2002,7507.6001,7586.0000,605760000
^GDAXI,20200124,13512.8398,13604.8496,13510.7900,13576.6797,87986400
^GSPC,20200124,3333.1001,3333.1799,3281.5300,3295.4700,3707130000
^HSI,20200124,27935.4199,27977.6309,27774.5000,27949.6406,612128700
^IXIC,20200124,9446.2100,9451.4297,9273.2305,9314.9102,2611710000
^JKSE,20200124,6242.8301,6258.8501,6234.8301,6244.1099,38828900
^KLSE,20200124,1573.6000,1575.2100,1568.6400,1572.8101,80187200
^N225,20200124,23850.1191,23869.3809,23755.3203,23827.1797,48700
^NYA,20200124,14120.0195,14120.0195,13920.5703,13978.4697,3707130000
^NZ50,20200124,11901.1104,11904.9199,11868.8799,11877.8096,26855200
^OMXSPI,20200124,698.0500,703.4100,696.4700,700.4500,207781300
^OSEAX,20200124,1035.1100,1046.9600,1035.1000,1044.3700,109800
^SSMI,20200124,10865.9600,10913.2002,10845.6904,10849.7500,56103300
^STI,20200124,3235.3601,3242.5000,3230.3201,3240.0200,192710800
