<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
000001.SS,20190305,3019.8799,3054.9600,3009.4500,3054.2500,424100
A32,20190305,19.0235,19.0235,19.0235,19.0235,0
AAA,20190305,14.6103,15.4984,14.6547,14.7435,4707470
AAM,20190305,9.9431,10.3114,9.6485,10.3114,110
AAV,20190305,8.4601,8.5501,8.3701,8.4601,63965
ABC,20190305,7.8207,7.8207,7.7384,7.7384,2201
ABI,20190305,22.8918,22.8918,21.1309,21.1309,200
ABR,20190305,5.1000,5.1000,5.1000,5.1000,200
ABT,20190305,38.7009,38.7009,38.7009,38.7009,10
AC4,20190305,3.0001,3.0001,3.0001,3.0001,0
ACB,20190305,14.3905,14.5325,14.2485,14.3432,2465893
ACC,20190305,13.3086,13.3086,13.2478,13.2782,2000
ACE,20190305,19.2016,19.2016,19.2016,19.2016,0
ACL,20190305,16.9751,17.1470,16.8462,16.8462,75430
ACM,20190305,0.7000,0.7000,0.6000,0.7000,50600
ACS,20190305,12.8519,12.8519,12.8519,12.8519,0
ACV,20190305,87.4765,88.0696,86.6858,87.5754,106525
ADC,20190305,13.4698,13.4698,13.4698,13.4698,0
ADP,20190305,18.1776,18.1776,18.1776,18.1776,0
ADS,20190305,10.0693,10.1072,10.0693,10.0693,6120
AFX,20190305,2.7501,2.7501,2.7501,2.7501,300
AG1,20190305,9.0982,9.0982,9.0982,9.0982,0
AGF,20190305,5.6800,6.2000,5.4000,5.4100,14870
AGM,20190305,9.5101,10.0670,9.5101,9.5530,4130
AGP,20190305,19.2260,19.2260,19.2260,19.2260,0
AGR,20190305,3.4900,3.5900,3.4500,3.5300,279340
AGX,20190305,27.6387,27.6387,27.6387,27.6387,100
ALT,20190305,9.9959,9.9959,9.9959,9.9960,300
ALV,20190305,3.3000,3.3000,3.3000,3.3000,0
AMC,20190305,14.3832,14.3832,14.3832,14.3832,0
AMD,20190305,2.3700,2.4400,2.3200,2.3700,3766850
AME,20190305,11.8000,11.8000,11.8000,11.8000,3800
AMP,20190305,16.2000,16.2000,16.2000,16.2000,0
AMS,20190305,6.8122,6.8122,6.8122,6.8122,500
AMV,20190305,14.8752,15.0555,14.4244,14.4244,24900
ANT,20190305,6.3000,6.3000,6.3000,6.3000,0
ANV,20190305,24.7164,24.8868,24.4607,24.4607,657010
APC,20190305,34.7000,35.8000,33.5000,34.3000,95050
APF,20190305,16.5343,16.5343,16.5343,16.5343,0
APG,20190305,7.4271,7.4271,7.0326,7.4271,988220
API,20190305,20.9100,22.1684,20.9100,21.7812,1900
APL,20190305,13.1655,13.1655,13.1655,13.1655,0
APP,20190305,4.5098,4.5098,4.5098,4.5098,100
APS,20190305,3.2000,3.2000,3.1000,3.2000,12500
ARM,20190305,39.7963,39.7963,39.7963,39.7963,0
ART,20190305,2.2000,2.4000,2.2000,2.3000,2649850
ASA,20190305,0.7000,0.7000,0.7000,0.7000,0
ASD,20190305,5.2000,5.2000,5.2000,5.2000,0
ASM,20190305,7.2667,7.4330,7.1791,7.3105,2264950
ASP,20190305,5.4949,5.5807,5.4777,5.4949,10710
AST,20190305,52.9762,53.1250,52.8274,53.0506,56580
ATA,20190305,0.3000,0.3000,0.3000,0.3000,0
ATB,20190305,0.7000,0.7000,0.7000,0.7000,69900
ATG,20190305,1.3500,1.3800,1.3400,1.3600,123690
ATS,20190305,38.5000,38.5000,38.5000,38.5000,700
AUD-X,20190305,1.4100,1.4100,1.4100,1.4100,0
AUDUSD,20190305,0.0000,0.0000,0.0000,0.7100,85818
AUM,20190305,10.5000,10.5000,10.5000,10.5000,0
AVC,20190305,27.5057,27.5057,27.5057,27.5057,2000
AVF,20190305,0.3000,0.3000,0.3000,0.3000,0
B82,20190305,1.1000,1.1000,1.1000,1.1000,0
BAB,20190305,18.8991,18.8991,18.8991,18.8991,6100
BAL,20190305,33.6675,33.6675,33.6675,33.6675,0
BAX,20190305,20.0835,20.0835,20.0835,20.0835,0
BBC,20190305,64.6000,64.6000,64.0000,64.5000,130
BBM,20190305,8.9691,8.9691,8.9691,8.9691,0
BBS,20190305,9.3668,9.3668,9.3668,9.3668,0
BBT,20190305,18.0000,18.1000,18.0000,18.1000,2370
BCB,20190305,6.5629,6.5629,6.5629,6.5629,0
BCC,20190305,6.2500,6.3393,6.1607,6.1607,512330
BCE,20190305,4.8506,4.9933,4.8506,4.9933,69660
BCG,20190305,4.2683,4.2986,4.2306,4.2910,164350
BCM,20190305,24.1415,24.6243,24.1415,24.6243,2500
BCP,20190305,7.9872,7.9872,7.9872,7.9872,500
BDB,20190305,8.6795,8.6795,8.6795,8.6795,0
BDG,20190305,26.4020,26.4020,26.4020,26.4020,1
