<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
000001.SS,20190313,3062.3301,3065.2900,3013.9299,3026.9500,453200
A32,20190313,21.7905,21.7905,21.7905,21.7905,100
AAA,20190313,14.6103,14.6991,14.3882,14.3882,2461470
AAM,20190313,9.8695,10.4955,9.8695,10.3114,230
AAV,20190313,8.8201,8.8201,8.6401,8.7301,26376
ABC,20190313,7.5737,7.6560,7.4914,7.5737,7816
ABI,20190313,21.1309,21.1309,19.8982,21.1309,2900
ABR,20190313,4.5000,4.5000,4.5000,4.5000,0
ABT,20190313,36.9640,36.9640,36.9640,36.9640,0
AC4,20190313,3.0001,3.0001,3.0001,3.0001,0
ACB,20190313,14.7219,15.0059,14.6272,14.8639,5473410
ACC,20190313,13.3086,13.3086,12.8225,13.1263,110
ACE,20190313,19.0480,19.0480,19.0480,19.0480,0
ACL,20190313,16.2875,16.2875,16.0297,16.0511,8090
ACM,20190313,0.8000,0.8000,0.7000,0.7000,232400
ACS,20190313,12.8519,12.8519,12.8519,12.8519,0
ACV,20190313,86.1915,86.1915,85.0054,85.4997,140959
ADC,20190313,13.2320,13.2320,13.2320,13.2320,0
ADP,20190313,18.1776,18.1776,18.1776,18.1776,0
ADS,20190313,10.0694,10.0694,9.8801,10.0315,11050
AFX,20190313,3.1295,3.1295,3.1295,3.1294,1000
AG1,20190313,9.0982,9.0982,9.0982,9.0982,0
AGF,20190313,5.2000,5.2000,5.0000,5.1000,5370
AGM,20190313,9.0817,9.1245,8.8247,9.1246,2970
AGP,20190313,19.2260,19.2260,19.2260,19.2260,0
AGR,20190313,3.5700,3.5800,3.5500,3.5800,52980
AGX,20190313,26.7750,26.7750,26.7750,26.7750,0
ALT,20190313,10.9439,10.9439,10.9439,10.9439,0
ALV,20190313,3.3000,3.3000,3.3000,3.3000,0
AMC,20190313,16.1062,16.1062,16.1062,16.1062,0
AMD,20190313,2.4100,2.4500,2.3900,2.4000,2529620
AME,20190313,10.4000,10.4000,10.4000,10.4000,100
AMP,20190313,16.2000,16.2000,16.2000,16.2000,0
AMS,20190313,7.4934,7.5786,7.3231,7.3231,700
AMV,20190313,14.2892,14.8301,14.2892,14.4244,4100
ANT,20190313,6.3000,6.3000,6.3000,6.3000,0
ANV,20190313,23.6937,23.7789,23.4380,23.5658,298290
APC,20190313,34.6000,34.9000,34.1000,34.5000,59920
APF,20190313,16.9348,16.9348,16.9348,16.9348,0
APG,20190313,7.4614,7.8902,7.2813,7.5472,404560
API,20190313,21.8780,23.8141,21.8780,22.4589,600
APL,20190313,13.1655,13.1655,13.1655,13.1655,0
APP,20190313,4.5098,4.5098,4.5098,4.5098,0
APS,20190313,3.2000,3.2000,3.1000,3.1000,10330
ARM,20190313,47.4264,47.4264,47.4264,47.4264,0
ART,20190313,2.4000,2.6000,2.4000,2.5000,2073515
ASA,20190313,0.7000,0.7000,0.7000,0.7000,0
ASD,20190313,5.2000,5.2000,5.2000,5.2000,0
ASM,20190313,7.4855,7.5118,7.4155,7.4330,3471170
ASP,20190313,5.5378,5.5378,5.2802,5.3318,20600
AST,20190313,52.6786,52.9762,52.6786,52.7530,54290
ATA,20190313,0.4000,0.4000,0.4000,0.4000,0
ATB,20190313,0.7000,0.7000,0.7000,0.7000,20200
ATG,20190313,1.4300,1.4300,1.3800,1.3800,51540
ATS,20190313,38.0000,38.0000,38.0000,38.0000,800
AUD-X,20190313,1.4156,1.4156,1.4156,1.4156,0
AUDUSD,20190313,0.0000,0.0000,0.0000,0.7100,71998
AUM,20190313,10.5000,10.5000,10.5000,10.5000,0
AVC,20190313,27.5057,27.5057,27.5057,27.5057,2200
AVF,20190313,0.3000,0.3000,0.3000,0.3000,0
B82,20190313,1.1000,1.1000,1.1000,1.1000,0
BAB,20190313,19.1743,19.1743,19.1743,19.1743,6700
BAL,20190313,33.6675,33.6675,33.6675,33.6675,0
BAX,20190313,24.3871,24.3871,24.3871,24.3871,0
BBC,20190313,66.5000,66.5000,62.1000,63.0000,270
BBM,20190313,12.4897,12.4897,12.4897,12.4897,0
BBS,20190313,9.3668,9.3668,9.3668,9.3668,0
BBT,20190313,19.6000,19.6000,19.6000,19.6000,0
BCB,20190313,6.5629,6.5629,6.5629,6.5629,0
BCC,20190313,6.4286,6.6072,6.2500,6.4286,660140
BCE,20190313,4.8807,4.9933,4.8807,4.9032,9040
BCG,20190313,4.1550,4.1777,4.1097,4.1399,154930
BCM,20190313,22.9826,23.5620,22.8861,22.8861,7900
