<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
000001.SS,20210210,3612.6101,3662.7700,3612.5000,3655.0901,257900
AUD-X,20210210,1.2919,1.2919,1.2919,1.2919,0
BRL-X,20210210,5.3767,5.3767,5.3767,5.3767,0
BTCUSD-X,20210210,44898.7109,48463.4688,44187.7617,47909.3281,81388911810
CAD-X,20210210,1.2697,1.2697,1.2697,1.2697,0
CL-F,20210210,58.4500,58.9100,58.0800,58.6800,457535
CNY-X,20210210,6.4342,6.4342,6.4342,6.4342,0
DOGE-USD,20210210,0.0728,0.0743,0.0683,0.0697,3818556739
ETHUSD-X,20210210,1743.7100,1806.5400,1708.6801,1783.8000,36021495262
EUR-X,20210210,0.8251,0.8251,0.8251,0.8251,0
GBP-X,20210210,0.7237,0.7237,0.7237,0.7237,0
GC-F,20210210,1842.6000,1851.1000,1837.0000,1840.6000,543
HKD-X,20210210,7.7516,7.7516,7.7516,7.7516,0
INR-X,20210210,72.8549,72.8549,72.8549,72.8549,0
JPY-X,20210210,104.5750,104.5750,104.5750,104.5750,0
KRW-X,20210210,1110.0000,1110.0000,1110.0000,1110.0000,0
LINK-USD,20210210,26.8600,28.4500,26.3100,27.8700,3098066261
MXX-X,20210210,20.0588,20.0588,20.0588,20.0588,0
RUB-X,20210210,73.8767,73.8767,73.8767,73.8767,0
SAR-X,20210210,3.7469,3.7469,3.7469,3.7469,0
SGD-X,20210210,1.3257,1.3257,1.3257,1.3257,0
SI-F,20210210,27.1050,27.1050,27.0740,27.0740,32
VND-X,20210210,23010.0000,23010.0000,23010.0000,23010.0000,0
XRP-USD,20210210,0.5031,0.5276,0.5011,0.5248,8979459920
ZAR-X,20210210,14.6985,14.6985,14.6985,14.6985,0
^AEX,20210210,660.5000,663.2300,654.4900,657.2300,103800
^AORD,20210210,7102.1001,7144.7002,7102.1001,7133.7998,807840600
^ATX,20210210,3005.6399,3020.8101,2981.8601,2999.8501,3602300
^BFX,20210210,3851.1101,3851.6201,3798.2800,3820.6299,23400
^BSESN,20210210,51355.8906,51512.8594,50846.2188,51309.3906,16000
^DJI,20210210,31428.0195,31511.4395,31221.3203,31437.8008,326450000
^FCHI,20210210,5719.3198,5719.3198,5647.2798,5670.7998,80605800
^GDAXI,20210210,14063.1201,14063.1201,13830.1201,13932.9697,67411900
^GSPC,20210210,3920.7800,3931.5000,3884.9399,3909.8799,4815380000
^HSI,20210210,29796.1895,30075.5000,29732.2305,30038.7207,1998284900
^IXIC,20210210,14093.3496,14109.1201,13845.4697,13972.5303,10165550000
^JKSE,20210210,6198.0298,6216.9399,6168.0098,6201.8301,122608700
^KS11,20210210,3088.1299,3111.8799,3064.2500,3100.5801,2152900
^N225,20210210,29412.5508,29562.9297,29368.1797,29562.9297,81100
^NYA,20210210,15244.4004,15343.7803,15183.9600,15273.9004,4815380000
^NZ50,20210210,12830.0303,12830.0303,12830.0303,12830.0303,0
^OMXSPI,20210210,808.5700,808.5700,808.5700,808.5700,0
^OSEAX,20210210,1079.5000,1082.4600,1073.2700,1076.2900,702600
