
Mã	
Mua	Bán	
Khối lượng giao dịch ròng	
Giá trị giao dịch ròng	
Room còn lại	
Đang sở hữu	
Khối lượng	
Giá trị	
Khối lượng	
Giá trị	
FUEMAV30	52,100 	869,399,000 	54,400 	907,796,000 	-2,300 	-38,397,000 	1,850,920 	275.21% 
SHI	4,700 	129,480,000 	7,000 	192,295,000 	-2,300 	-62,815,000 	43,698,434 	1.20% 
REE	0 	0 	2,400 	138,480,000 	-2,400 	-138,480,000 	16,376 	48.99% 
ACL	1,000 	11,575,000 	3,400 	41,650,000 	-2,400 	-30,075,000 	18,303,024 	3.05% 
PGD	100 	2,790,000 	2,500 	70,000,000 	-2,400 	-67,210,000 	1,960,737 	46.82% 
BMC	2,700 	38,660,000 	5,200 	77,420,000 	-2,500 	-38,760,000 	4,836,067 	9.98% 
FPT	3,664,800 	374,175,300,000 	3,667,500 	374,430,470,000 	-2,700 	-255,170,000 	3,486 	49.00% 
ANV	19,700 	494,810,000 	22,600 	548,850,000 	-2,900 	-54,040,000 	61,089,865 	1.10% 
ACB	0 	0 	3,000 	112,350,000 	-3,000 	-112,350,000 	3,001 	30.00% 
GIL	74,700 	4,413,220,000 	77,900 	4,612,760,000 	-3,200 	-199,540,000 	15,404,859 	6.21% 
MHC	1,200 	14,275,000 	4,600 	55,285,000 	-3,400 	-41,010,000 	19,280,650 	2.44% 
FUESSV30	44,400 	792,281,000 	47,800 	853,543,000 	-3,400 	-61,262,000 	3,368,180 	 
TNA	1,200 	14,640,000 	4,700 	56,900,000 	-3,500 	-42,260,000 	17,736,152 	4.36% 
OGC	13,000 	75,225,000 	17,000 	97,410,000 	-4,000 	-22,185,000 	146,282,442 	0.24% 
SBT	21,000 	415,750,000 	25,300 	488,385,000 	-4,300 	-72,635,000 	564,616,135 	12.02% 
PPC	3,600 	85,285,000 	8,000 	187,200,000 	-4,400 	-101,915,000 	112,112,799 	14.63% 
FUEVN100	30,400 	538,767,000 	35,100 	621,985,000 	-4,700 	-83,218,000 	1,909,270 	 
CVT	0 	0 	5,200 	205,740,000 	-5,200 	-205,740,000 	36,346,510 	0.94% 
VPH	0 	0 	5,400 	27,324,000 	-5,400 	-27,324,000 	35,462,284 	11.81% 
ASM	200 	2,270,000 	5,600 	65,545,000 	-5,400 	-63,275,000 	123,750,757 	1.20% 
KOS	0 	0 	5,600 	140,755,000 	-5,600 	-140,755,000 	80,444,751 	0.25% 
DMC	400 	18,165,000 	6,100 	277,575,000 	-5,700 	-259,410,000 	14,729,850 	57.58% 
PLP	800 	7,512,000 	7,400 	67,562,000 	-6,600 	-60,050,000 	18,513,425 	2.72% 
SFI	0 	0 	6,900 	252,510,000 	-6,900 	-252,510,000 	5,877,825 	10.04% 
BIC	200 	4,040,000 	7,900 	157,640,000 	-7,700 	-153,600,000 	3,323,861 	46.17% 
SMB	4,000 	159,600,000 	12,000 	478,820,000 	-8,000 	-319,220,000 	10,916,186 	12.43% 
TLH	300 	5,355,000 	8,500 	152,100,000 	-8,200 	-146,745,000 	48,892,090 	1.12% 
NAF	0 	0 	8,600 	234,795,000 	-8,600 	-234,795,000 	44,380,292 	32.68% 
TMP	0 	0 	9,000 	385,200,000 	-9,000 	-385,200,000 	34,017,140 	0.40% 
VSH	0 	0 	9,100 	176,795,000 	-9,100 	-176,795,000 	87,819,019 	11.83% 
JVC	10,700 	47,292,000 	21,100 	90,919,000 	-10,400 	-43,627,000 	40,403,618 	8.84% 
DPR	0 	0 	10,800 	513,255,000 	-10,800 	-513,255,000 	16,169,970 	11.40% 
PTB	11,100 	976,340,000 	23,000 	2,018,210,000 	-11,900 	-1,041,870,000 	15,024,426 	18.09% 
SJD	0 	0 	12,800 	218,880,000 	-12,800 	-218,880,000 	18,335,837 	22.43% 
BCM	12,000 	629,600,000 	25,000 	1,308,400,000 	-13,000 	-678,800,000 	486,323,940 	2.01% 
LIX	11,900 	689,300,000 	25,200 	1,441,080,000 	-13,300 	-751,780,000 	12,256,195 	11.17% 
DHG	1,100 	104,070,000 	15,900 	1,510,190,000 	-14,800 	-1,406,120,000 	59,462,201 	54.52% 
EVG	0 	0 	15,300 	174,375,000 	-15,300 	-174,375,000 	50,781,070 	0.64% 
CNG	6,500 	138,780,000 	22,000 	464,480,000 	-15,500 	-325,700,000 	12,018,839 	4.49% 
IJC	4,200 	112,000,000 	21,000 	542,400,000 	-16,800 	-430,400,000 	104,563,877 	0.84% 
HHS	33,500 	226,830,000 	51,000 	346,404,000 	-17,500 	-119,574,000 	128,601,597 	2.19% 
BMI	200 	6,450,000 	20,300 	658,160,000 	-20,100 	-651,710,000 	14,262,220 	33.39% 
IBC	0 	0 	23,200 	529,400,000 	-23,200 	-529,400,000 	24,795,940 	0.61% 
APH	0 	0 	23,800 	1,390,070,000 	-23,800 	-1,390,070,000 	133,089,334 	35.54% 
TTF	900 	6,196,000 	25,500 	176,270,000 	-24,600 	-170,074,000 	151,683,769 	0.26% 
HAR	400 	1,992,000 	28,500 	137,112,000 	-28,100 	-135,120,000 	49,295,496 	0.36% 
TV2	36,700 	1,809,610,000 	66,800 	3,283,175,000 	-30,100 	-1,473,565,000 	2,915,306 	6.91% 
PET	26,300 	532,095,000 	59,800 	1,205,705,000 	-33,500 	-673,610,000 	39,987,914 	2.82% 
GAS	9,000 	726,410,000 	43,900 	3,552,250,000 	-34,900 	-2,825,840,000 	891,006,202 	2.47% 
SAB	126,900 	19,116,810,000 	162,100 	24,392,930,000 	-35,200 	-5,276,120,000 	238,195,469 	62.86% 
PNJ	13,200 	1,313,760,000 	49,100 	5,044,390,000 	-35,900 	-3,730,630,000 	115,580 	48.97% 
CTS	19,800 	330,660,000 	57,600 	948,755,000 	-37,800 	-618,095,000 	49,887,448 	2.13% 
ITA	200 	1,363,000 	38,900 	273,835,000 	-38,700 	-272,472,000 	399,411,250 	1.21% 
FTS	3,900 	97,695,000 	43,800 	1,138,875,000 	-39,900 	-1,041,180,000 	103,395,804 	21.83% 
FUESSVFL	3,800 	77,755,000 	47,700 	976,544,000 	-43,900 	-898,789,000 	4,349,800 	489.89% 
PLX	31,600 	1,735,870,000 	79,900 	4,388,820,000 	-48,300 	-2,652,950,000 	58,840,640 	15.45% 
YEG	1,000 	20,450,000 	50,000 	1,090,000,000 	-49,000 	-1,069,550,000 	22,825,677 	27.03% 
PXT	100 	234,000 	50,600 	118,404,000 	-50,500 	-118,170,000 	9,676,000 	0.62% 
NT2	50,700 	949,755,000 	103,900 	1,948,150,000 	-53,200 	-998,395,000 	97,551,204 	15.11% 
HAG	21,700 	111,580,000 	94,900 	494,900,000 	-73,200 	-383,320,000 	385,186,659 	1.05% 
HVN	16,600 	437,975,000 	105,200 	2,761,880,000 	-88,600 	-2,323,905,000 	295,433,877 	9.17% 
VCB	431,900 	42,027,540,000 	521,000 	50,674,100,000 	-89,100 	-8,646,560,000 	249,453,978 	23.27% 
GEG	10,300 	164,770,000 	100,000 	1,583,500,000 	-89,700 	-1,418,730,000 	30,820,865 	37.63% 
VHC	17,600 	699,810,000 	109,400 	4,295,650,000 	-91,800 	-3,595,840,000 	142,735,110 	22.16% 
TCH	57,000 	1,257,150,000 	154,900 	3,420,810,000 	-97,900 	-2,163,660,000 	147,321,233 	11.27% 
VJC	15,600 	1,732,560,000 	113,800 	12,647,240,000 	-98,200 	-10,914,680,000 	61,288,643 	18.68% 
VGC	1,500 	46,800,000 	99,900 	3,096,765,000 	-98,400 	-3,049,965,000 	191,178,358 	6.36% 
VNM	2,319,700 	206,794,335,000 	2,433,420 	216,661,205,000 	-113,720 	-9,866,870,000 	941,865,132 	54.93% 
E1VFVN30	426,100 	10,206,353,000 	546,900 	13,078,087,000 	-120,800 	-2,871,734,000 	12,326,780 	46.46% 
VPB	0 	0 	134,900 	9,032,800,000 	-134,900 	-9,032,800,000 	33,119,224 	14.10% 
HDG	39,700 	1,668,515,000 	175,200 	7,370,940,000 	-135,500 	-5,702,425,000 	60,545,512 	9.75% 
GMD	142,900 	5,536,545,000 	297,600 	11,450,205,000 	-154,700 	-5,913,660,000 	27,168,687 	39.99% 
VOS	24,600 	100,385,000 	193,300 	789,626,000 	-168,700 	-689,241,000 	66,077,650 	1.80% 
GEX	900 	22,335,000 	229,900 	5,765,165,000 	-229,000 	-5,742,830,000 	176,636,747 	12.82% 
CCL	13,300 	165,455,000 	284,400 	3,522,630,000 	-271,100 	-3,357,175,000 	22,574,507 	1.47% 
ELC	16,900 	206,930,000 	298,000 	3,614,615,000 	-281,100 	-3,407,685,000 	18,992,859 	11.57% 
FCN	62,600 	713,030,000 	459,400 	5,154,895,000 	-396,800 	-4,441,865,000 	52,506,199 	34.78% 
CII	17,000 	337,060,000 	422,500 	8,462,240,000 	-405,500 	-8,125,180,000 	116,808,993 	28.75% 
VIP	16,700 	131,773,000 	422,900 	3,306,731,000 	-406,200 	-3,174,958,000 	31,233,737 	3.38% 
NKG	9,100 	277,645,000 	440,800 	13,410,060,000 	-431,700 	-13,132,415,000 	154,654,755 	15.02% 
BID	5,800 	252,665,000 	484,500 	21,539,150,000 	-478,700 	-21,286,485,000 	536,682,250 	16.66% 
CTG	497,300 	24,347,950,000 	1,029,500 	50,206,710,000 	-532,200 	-25,858,760,000 	171,427,639 	95.40% 
VPI	0 	0 	548,175 	19,186,045,000 	-548,175 	-19,186,045,000 	97,328,481 	0.34% 
HBC	20,200 	307,770,000 	728,900 	10,866,070,000 	-708,700 	-10,558,300,000 	80,630,870 	15.79% 
POW	20,000 	232,030,000 	745,400 	8,644,810,000 	-725,400 	-8,412,780,000 	1,071,295,837 	3.25% 
TDC	15,100 	257,450,000 	758,100 	12,983,370,000 	-743,000 	-12,725,920,000 	47,655,610 	1.34% 
VIC	103,600 	12,600,930,000 	965,500 	117,256,090,000 	-861,900 	-104,655,160,000 	753,303,384 	14.40% 
VRE	2,660,400 	79,261,835,000 	3,858,300 	114,831,160,000 	-1,197,900 	-35,569,325,000 	443,253,148 	29.97% 
HSG	7,900 	297,240,000 	1,353,800 	51,088,410,000 	-1,345,900 	-50,791,170,000 	181,357,742 	8.21% 
STB	498,600 	14,593,220,000 	2,418,400 	70,500,195,000 	-1,919,800 	-55,906,975,000 	231,028,239 	11.38% 
HPG	1,143,400 	75,462,390,000 	4,238,000 	279,118,300,000 	-3,094,600 	-203,655,910,000 	650,185,197 	29.38% 
