MaCK,SanCK,EPS,PE,ROA,ROE,Beta,KhoiLuongLuuHanh,KhoiLuongNiemYet,CoPhieuQuy,NuocNgoaiSoHuu,VonThiTruong,DoanhThu-ttm(Trieu),LNST-ttm,VonCSH,TongNo,TongTaiSan,,,,
TVG,HASTC,0.70,7.1,121%,446%,0.22,2029589,2029589,0,994498,10147945,0,0,31811,85562,117373,,,,
TVH,HASTC,5.72,5.8,668%,2715%,0.46,4004000,4004000,0,0,132132000,0,0,84408,258763,343171,,,,
TVM,HASTC,0.32,22.5,46%,251%,0.68,3600000,3600000,0,1176000,25919999,245167,4600,45419,201486,246904,,,,
TVN,HASTC,0.87,13.4,249%,567%,2.02,678000000,678000000,0,331720000,7932599871,33871048,590325,10404242,13282515,23686756,,,,
TVP,HASTC,4.93,7.0,1384%,2027%,2.12,12196736,12196736,0,0,419567737,143341,0,296676,137934,434610,,,,
TVS,HOSE,5.30,4.8,1139%,3174%,1.02,87335650,87335650,0,23345505,2209591878,820661,463171,1459035,2605108,4064143,,,,
TVT,HOSE,3.99,6.0,537%,1345%,0.79,21000000,21000000,0,0,504000000,1756691,83728,622291,936010,1558301,,,,
TVU,HASTC,3.62,3.0,1455%,2343%,1.07,1750000,1750000,0,0,18900000,44834,5241,27011,16484,43494,,,,
TVW,HASTC,0.89,7.1,413%,718%,-0.05,14597860,14597860,0,0,91966521,103465,0,181421,133733,315154,,,,
TW3,HASTC,0.98,12.2,113%,743%,0.11,1750000,1750000,0,0,21000000,0,0,23148,128506,151654,,,,
TXM,HASTC,0.09,52.2,52%,57%,1.60,7000000,7000000,0,3430000,32899999,164997,0,114743,13018,127761,,,,
TYA,HOSE,2.17,6.7,612%,1368%,0.70,30680582,6134773,0,3006038,89260948,1816170,0,487142,602419,1089561,,,,
UCT,HASTC,0.03,120.0,23%,25%,0.54,5344345,5344345,0,0,19239641,29329,498,55961,6153,62114,,,,
UDC,HOSE,-0.32,-19.0,-104%,-279%,1.58,34412000,34706000,294000,17150000,210665426,366007,-10935,392275,657056,1049331,,,,
UDJ,HASTC,1.67,7.2,559%,1168%,1.32,16500000,16500000,0,7314200,198000000,121605,0,235784,257394,493178,,,,
UDL,HASTC,1.31,11.5,88%,96%,-0.08,6620000,6620000,0,0,99300000,0,0,908657,79666,988322,,,,
UEM,HASTC,1.52,21.8,490%,1305%,0.24,2438100,2438100,0,926100,80701106,130310,3,28442,47288,75731,,,,
UIC,HOSE,8.84,5.3,1620%,2246%,0.69,8000000,8000000,0,3920000,375200012,2628420,0,314814,121744,436557,,,,
UMC,HASTC,0.65,18.0,366%,441%,-0.11,1841617,1841617,0,0,21546919,0,0,27358,5601,32959,,,,
UNI,HASTC,0.03,453.3,16%,25%,1.54,15014432,15316032,301600,7652639,208298041,3054,0,162614,86369,248983,,,,
UPC,HASTC,3.38,8.3,739%,2152%,0.89,3400000,3400000,0,0,95200000,81605,0,55414,72398,127812,,,,
UPH,HASTC,-0.48,-30.8,-164%,-413%,0.42,13294641,13294641,0,0,196760689,181393,0,154671,235644,390314,,,,
USC,HASTC,0.44,15.9,99%,410%,0.00,5500000,5500000,0,0,38500000,0,0,59417,187984,247401,,,,
USD,HASTC,2.57,5.0,659%,2048%,0.77,5600000,5600000,0,0,72239998,79308,1354,70340,148204,218543,,,,
V11,HASTC,-1.43,-0.5,-435%,17115%,1.54,8399889,8399889,0,4090546,5879922,52444,-28245,-7023,283629,276606,,,,
V12,HASTC,1.92,6.8,167%,1322%,0.54,5818000,5818000,0,2850820,75634000,837233,0,84595,585118,669713,,,,
V15,HASTC,-4.06,-0.1,-1625%,-54541%,1.76,10000000,10000000,0,4898800,6000000,771,0,7437,242101,249538,,,,
V21,HASTC,0.42,12.9,111%,430%,1.99,11999789,11999789,0,1960000,64798862,166946,0,116068,334795,450863,,,,
VAF,HOSE,0.59,18.3,403%,482%,1.87,37665348,37665348,0,14196993,406785766,785709,14401,464877,90444,555321,,,,
VAT,HASTC,-0.16,-15.0,-64%,-149%,-0.16,4476953,4544953,68000,2057900,10907888,73471,0,49421,65499,114920,,,,
VAV,HASTC,4.55,12.0,957%,1945%,1.06,16000000,16000000,0,0,872000000,639423,0,373992,399628,773620,,,,
VBB,HASTC,0.56,27.9,25%,434%,1.42,419019904,419019904,0,0,6536710662,5179828,233966,5387700,89111429,94499129,,,,
VBC,HASTC,3.71,5.1,609%,1984%,0.88,7499972,7499972,0,1469994,142499468,926813,0,140094,316626,456720,,,,
VBG,HASTC,0.52,11.0,216%,489%,-0.13,8600000,8600000,0,0,49019998,233891,5253,90858,115228,206086,,,,
VBH,HASTC,0.42,26.2,537%,619%,0.95,2900000,2900000,0,1421000,31900000,56036,0,19672,3024,22696,,,,
VC1,HASTC,0.81,13.0,116%,405%,0.93,12000000,12000000,0,3626000,126000000,304837,0,239090,593917,833007,,,,
VC2,HASTC,1.23,17.2,117%,588%,1.12,15000000,15000000,0,5880000,318000011,1100120,18488,314490,1271952,1586443,,,,
VC3,HASTC,0.44,43.4,175%,364%,0.49,61015642,61015642,0,10779873,1165398785,117516,12851,735434,792199,1527633,,,,
VC5,HASTC,-1.85,-0.9,-293%,440%,0.60,5000000,5000000,0,2393600,8500000,358008,0,346186,1673314,2019500,,,,
VC6,HASTC,0.55,14.0,68%,416%,0.84,8000000,8000000,0,3920000,61599998,757628,0,106280,548754,655034,,,,
VC7,HASTC,0.32,37.5,156%,292%,2.00,24022953,24022953,0,3920000,288275436,100895,2133,262082,227288,489370,,,,
VC9,HASTC,-1.73,-5.2,-172%,-1280%,1.97,11390400,11695200,304800,5880000,105256800,627815,0,153788,987062,1140850,,,,
VCA,HOSE,1.62,8.2,661%,1054%,1.23,15187322,15187322,0,7379826,202750754,2384393,0,232884,138620,371504,,,,
VCB,HOSE,5.71,17.0,166%,2096%,1.07,3708877448,3708877448,0,799506100,359761112456,68222905,21187046,101007679,1177958179,1278965858,,,,
VCC,HASTC,705.00,0.0,1%,6%,0.91,12000000,12000000,0,2940000,164399998,835326,0,150589,673921,824510,,,,
VCE,HASTC,0.01,800.0,5%,6%,0.00,5000000,5000000,0,0,40000000,80397,1465,56643,15014,71656,,,,
VCF,HOSE,26.20,9.6,3457%,4423%,0.59,26579135,26579135,0,13023776,6658073318,2818588,696459,1574762,439686,2014447,,,,
VCG,HOSE,6.28,7.1,877%,2450%,0.77,441710673,441710673,0,216438229,19788637813,5504053,1884790,7693171,13804053,21497224,,,,
VCI,HOSE,5.73,8.3,1001%,1919%,1.77,165600000,165600000,0,0,7849440253,2128327,942189,4910901,4499384,9410285,,,,
VCM,HASTC,2.73,6.0,831%,1167%,0.66,3000000,3000000,0,1470000,49199999,24909,0,70224,28401,98624,,,,
VCP,HASTC,1.27,27.5,275%,743%,0.73,67943992,67943992,0,0,2371245424,549586,83409,1122340,1914814,3037154,,,,
VCR,HASTC,-0.39,-56.9,-30%,-85%,1.87,34480000,35240000,760000,17640000,782328027,0,0,1591269,2856258,4447527,,,,
VCS,HASTC,9.34,12.4,2383%,3543%,1.27,160000000,160000000,0,25969632,18528000488,5874025,0,4219548,2052516,6272064,,,,
VCT,HASTC,-0.60,-5.7,-174%,1075%,0.40,1100000,1100000,0,529400,3740000,0,125,-6185,44363,38178,,,,
VCW,HASTC,2.69,16.8,1037%,1681%,0.63,75000000,75000000,0,0,3397499943,530056,0,1199554,744566,1944120,,,,
VCX,HASTC,1.10,7.0,434%,1637%,2.01,26530000,26530000,0,12979500,204280995,921773,0,178331,493865,672195,,,,
VDB,HASTC,4.34,0.3,221%,2690%,0.25,6629999,6629999,0,0,7955999,936587,0,106869,1193420,1300289,,,,
VDL,HASTC,0.80,29.9,525%,575%,0.61,14657154,14657154,0,7182003,350305975,295910,0,204148,19111,223259,,,,
VDM,HASTC,0.51,21.2,350%,464%,0.34,5000000,5000000,0,0,54000001,0,0,54465,17703,72169,,,,
VDN,HASTC,0.43,39.5,33%,156%,0.67,2993910,2993910,0,1467015,50896470,0,0,81557,299950,381507,,,,
VDP,HOSE,3.92,9.2,493%,899%,0.73,12782904,12782904,0,0,463380270,745965,0,556802,458122,1014924,,,,
VDS,HOSE,3.38,6.6,1143%,2626%,1.94,100099906,100099906,0,34300000,2222217990,589554,341013,1289712,1673510,2963222,,,,
VDT,HASTC,2.20,9.8,1152%,1474%,0.62,1965440,1965440,0,963065,42256960,0,0,29272,8182,37454,,,,
VE1,HASTC,-1.06,-3.9,-1843%,-1894%,1.32,5983160,5991580,8420,1470000,24565477,6658,0,33603,923,34527,,,,
VE2,HASTC,0.90,12.2,577%,802%,0.16,2158879,2158879,0,1057851,23747669,38507,0,24191,9390,33580,,,,
VE3,HASTC,0.75,10.8,157%,556%,1.38,1319710,1319710,0,646657,10689652,47071,0,17764,44957,62721,,,,
VE4,HASTC,0.39,57.2,64%,273%,2.04,1028000,1028000,0,503720,22924399,38527,0,14796,48348,63144,,,,
VE8,HASTC,3.60,1.9,899%,3447%,0.91,1800000,1800000,0,882000,12600000,92382,0,18811,53286,72097,,,,
VE9,HASTC,-1.59,-1.4,-4264%,-5027%,2.55,12523613,12523613,0,6136570,27551949,12106,0,39487,7066,46553,,,,
VEA,HASTC,4.34,9.4,2078%,2159%,0.94,1328800000,1328800000,0,0,54215038986,3671449,5771197,26733358,1035989,27769347,,,,
VEC,HASTC,-0.23,-50.0,-120%,-163%,1.58,43800000,43800000,0,0,503700000,677323,-9944,609026,219170,828196,,,,
VEF,HASTC,1.08,116.4,241%,880%,1.39,166604050,166604050,0,81635984,20942128577,7919,0,2047130,5425958,7473088,,,,
VES,HASTC,0.01,360.0,73%,106%,0.93,9007500,9007500,0,4408675,32426999,7146,0,12753,5669,18422,,,,
VET,HASTC,4.40,15.9,784%,2085%,1.68,16000000,16000000,0,0,1120000000,562979,0,337232,559810,897043,,,,
VFC,HASTC,0.20,65.5,77%,128%,2.22,33952242,33976121,23879,1435034,445087198,1079439,6752,527426,352829,880255,,,,
VFG,HASTC,5.41,9.6,1001%,1748%,0.54,32068444,32078654,10210,8959863,1668090008,2308567,0,993202,741036,1734238,,,,
VFR,HASTC,-0.73,-6.0,-333%,-664%,1.88,15000000,15000000,0,7350000,66000001,167880,-10931,164547,163626,328174,,,,
VFS,HASTC,0.94,8.6,673%,836%,2.27,41000000,41000000,0,0,332100016,77185,38552,461118,111391,572509,,,,
VGC,HOSE,1.59,18.8,331%,975%,1.00,448350000,448350000,0,117293600,13383247671,9481625,711195,7294874,14185878,21480752,,,,
VGG,HASTC,3.84,10.7,353%,882%,1.31,44100000,44100000,0,12889428,1808100000,7101247,169155,1918107,2880266,4798373,,,,
VGI,HASTC,-0.38,-74.5,-206%,-404%,1.66,3043811200,3043811200,0,0,86139854638,19249979,-1167461,28876724,27842158,56718883,http://www.viettelglobal.vn,,,
VGL,HASTC,2.37,16.0,1395%,1773%,0.14,9325155,9325155,0,4569325,354355890,272168,7059,124531,33789,158320,,,,
VGP,HASTC,1.95,15.4,40%,863%,1.20,7891352,8053022,161670,4025199,241590660,7699559,0,178781,3711599,3890380,,,,
VGR,HASTC,2.39,15.0,1312%,1385%,1.16,63250000,63250000,0,0,2270675097,741010,0,1091530,60538,1152068,,,,
VGS,HASTC,2.96,4.8,598%,1555%,1.68,41309589,41710589,401000,18423857,596461431,6504589,122429,787324,1259342,2046666,,,,
VGT,HASTC,0.64,24.7,175%,388%,1.99,500000000,500000000,0,0,7900000095,13442985,321028,8268539,10109398,18377937,,,,
VGV,HASTC,0.78,13.8,248%,584%,1.69,35774448,35774448,0,0,386364045,759242,27760,475758,643245,1119003,,,,
VHC,HOSE,3.68,10.8,933%,1257%,1.28,183376956,183376956,0,92403943,7289234001,7286354,131039,5371122,1862725,7233846,,,,
VHD,HASTC,0.08,123.7,62%,75%,2.16,7000000,7000000,0,0,69299997,0,0,72048,15013,87061,,,,
VHE,HASTC,0.04,167.5,17%,24%,2.34,10559996,10559996,0,0,70751971,146331,0,164300,72857,237157,,,,
VHF,HASTC,0.33,38.8,241%,306%,0.41,21500000,21500000,0,10535000,275200004,463188,0,229766,62543,292309,,,,
VHG,HASTC,-0.50,-4.6,-2812%,-3374%,2.87,150000000,150000000,0,73500000,344999993,0,-51933,224440,44780,269220,,,,
VHH,HASTC,-0.34,-13.2,-439%,-810%,0.28,7500000,7500000,0,2940000,33750000,24833,0,31093,26282,57375,,,,
VHI,HASTC,0.02,465.0,15%,21%,0.00,76900000,76900000,0,0,715170015,0,0,812572,314929,1127501,,,,
VHL,HASTC,2.45,9.8,503%,907%,0.91,25000000,25000000,0,7840000,600000000,1835856,0,674044,542040,1216084,,,,
VHM,HOSE,7.98,13.5,1286%,2824%,1.31,3349513918,3349513918,0,0,360407692466,77358485,26715444,94604678,113109995,207714673,,,,
VIB,HOSE,4.71,8.5,203%,2704%,1.35,1109387852,1109387852,0,0,44597392497,18330654,5226576,19325737,238540305,257866042,,,,
VIC,HOSE,1.95,53.3,157%,472%,1.10,3382430590,3382430590,0,624438089,351772781360,118469239,6603022,139774455,280058249,419832704,,,,
VID,HOSE,0.45,21.9,140%,267%,1.34,30880070,30880070,0,12506155,303859894,1166381,14034,525077,478399,1003476,,,,
VIE,HASTC,-0.18,-40.0,-131%,-218%,0.27,1561244,1561244,0,765009,11240957,26590,0,13042,8597,21639,,,,
VIF,HASTC,0.85,18.0,539%,594%,1.00,350000000,350000000,0,0,5355000067,1949721,298597,5023982,520088,5544071,,,,
VIG,HASTC,-0.15,-24.7,-244%,-270%,2.74,34133300,34133300,0,16725317,126293212,5193,-5151,190430,20822,211252,,,,
VIH,HASTC,2.22,5.4,306%,1548%,1.11,5600000,5600000,0,0,67200000,513934,3454,80494,326715,407209,,,,
VIM,HASTC,3.31,7.5,1081%,1914%,1.77,1250000,1250000,0,0,31125000,0,0,21615,16645,38260,,,,
VIN,HASTC,2.14,6.1,1047%,1138%,1.41,25500000,25500000,0,12368200,331500000,227144,54635,480045,41749,521794,,,,
VIP,HOSE,0.77,10.6,321%,469%,1.54,68470941,68470941,0,33550761,558038143,555908,0,1121972,516450,1638422,,,,
VIR,HASTC,-0.02,-470.0,-18%,-21%,0.28,8240000,8240000,0,4037600,77455997,0,0,93022,17857,110880,,,,
VIS,HOSE,1.15,14.4,282%,1565%,1.44,73830393,73830393,0,24117928,1225584552,4477233,0,541605,2464379,3005983,,,,
VIT,HASTC,2.99,4.6,585%,1858%,1.21,19500000,19500000,0,7350000,271049993,1268181,0,313570,682755,996326,,,,
VIW,HASTC,-0.05,-226.0,-12%,-38%,1.78,58018600,58018600,0,0,655610191,884572,-2768,736503,1537239,2273741,,,,
VIX,HOSE,5.26,4.1,2630%,3248%,2.10,127718975,127718975,0,34349080,2777887706,1135101,671701,2067814,486090,2553903,,,,
VJC,HOSE,2.24,50.6,255%,828%,0.78,541611334,541611334,0,0,61418726102,16257891,1210773,14629566,32868244,47497810,,,,
VKC,HASTC,0.24,30.4,77%,194%,1.44,20000000,20000000,0,6370000,146000004,1063715,0,242711,366623,609334,,,,
VKD,HASTC,0.22,340.9,98%,150%,1.13,11999988,11999988,0,5877117,899999100,111853,7986,173765,93410,267175,,,,
VKP,HASTC,-5.98,-0.1,-3823%,3568%,0.00,8000000,8000000,0,3912870,4000000,471450,4754,-134149,259365,125217,,,,
VLA,HASTC,-0.44,-36.4,-356%,-365%,0.41,1080000,1080000,0,529200,17280000,6839,0,12902,340,13242,,,,
VLB,HASTC,4.36,9.4,2189%,2702%,1.80,47000000,47000000,0,0,1927000000,1151455,0,757959,177705,935663,,,,
VLC,HASTC,2.61,10.8,536%,588%,1.68,63101000,63101000,0,30165690,1773138124,2816250,164570,2797208,271767,3068975,,,,
VLF,HASTC,-0.24,-7.5,-577%,333%,0.35,11959982,11959982,0,5803697,21527967,0,0,-87626,138198,50571,,,,
VLG,HASTC,0.45,11.6,245%,381%,1.54,14212130,14212130,0,6963943,73903073,303594,0,167951,93228,261179,,,,
VLP,HASTC,3.05,0.5,1575%,2048%,0.00,3536222,3536222,0,0,4950711,61926,0,52647,15782,68430,,,,
VLW,HASTC,2101.00,0.0,12%,15%,0.23,28900000,28900000,0,0,505750000,171187,0,392192,108576,500768,,,,
VMA,HASTC,1.62,4.3,268%,733%,-0.24,2700000,2700000,0,306700,18900000,305705,-285,59770,103495,163265,,,,
VMC,HASTC,0.13,73.8,37%,114%,1.12,30000000,30000000,0,4900000,288000011,774602,4375,348326,735018,1083343,,,,
VMD,HOSE,2.26,11.3,40%,909%,1.06,15440268,15440268,0,4135731,395270867,17686095,9190,383432,8243964,8627396,,,,
VMG,HASTC,0.02,335.0,13%,47%,2.54,9600000,9600000,0,59300,64319998,423309,0,34062,86848,120910,,,,
VMI,HASTC,-0.47,-2.3,-219%,-444%,-0.04,10949999,10949999,0,5193999,12044999,97991,0,116808,119549,236357,,,,
VMS,HASTC,0.80,13.5,410%,676%,1.21,13500000,13500000,0,4410000,145800003,233724,0,159240,103327,262566,,,,
VNA,HASTC,0.07,250.0,26%,215%,2.37,20000000,20000000,0,9800000,350000000,536299,914,67670,478990,546660,,,,
VNB,HASTC,0.53,28.7,397%,402%,1.76,67909960,67909960,0,33275880,1032231379,35828,0,893633,11974,905608,,,,
VNC,HASTC,3.49,9.2,1101%,1476%,0.92,10499955,10499955,0,5144977,337048539,591453,36612,248057,84411,332468,,,,
VND,HASTC,5.17,8.1,593%,2535%,1.97,220430169,220430169,0,75949100,9191938215,2759009,1138798,4491709,14696262,19187971,,,,
VND-X,HASTC,0.00,0.0,0%,0%,0.00,0,0,0,0,0,0,0,,,,,,,
VNE,HOSE,0.25,31.6,106%,219%,1.21,87235113,88834033,1598920,40355177,701788869,1314717,21834,994920,1058738,2053658,,,,
VNF,HASTC,2.34,5.6,159%,553%,1.35,8392250,8392250,0,2744000,109099250,2982570,19656,355343,884453,1239797,,,,
VNG,HOSE,-0.54,-21.4,-249%,-464%,0.75,97276608,97276608,0,6370000,1123544841,343267,-52886,1140259,984443,2124702,,,,
VNH,HASTC,0.07,54.3,535%,1245%,2.90,8023071,8023071,0,3931304,30487669,17007,0,4411,5845,10256,,,,
VNI,HASTC,-0.33,-36.4,-93%,-681%,0.46,10114556,10337276,222720,5169582,124047312,8938,-7622,48413,305397,353810,,,,
VNL,HOSE,3.21,5.7,721%,1250%,0.91,9000000,9000000,0,4410000,164699993,1297063,0,231031,169463,400494,,,,
VNM,HOSE,5.22,16.8,2137%,3212%,0.96,2089955445,2089955445,0,1209549924,183080093793,58757432,10909942,33963941,17087270,51051211,,,,
VNP,HASTC,2.01,6.8,874%,1838%,1.70,19428913,19428913,0,9353167,266176104,289003,39066,212593,234167,446760,http://www.vinaplast.com.vn,,,
VNR,HASTC,2668.00,0.0,6%,12%,1.15,150737328,131075937,0,64227209,2778809964,2300404,402215,3255642,3713275,6968917,,,,
VNS,HOSE,-3.25,-2.7,-1128%,-1515%,0.79,67859192,67859192,0,33251004,597160903,862853,-220243,1453564,498311,1951875,,,,
VNT,HASTC,-1.48,-31.1,-259%,-978%,1.75,11838205,11893605,55400,4206792,548295172,1453672,0,179349,497751,677100,,,,
VNX,HASTC,1.12,57.4,278%,572%,1.29,1429106,1429106,0,595441,91891520,33561,0,27866,29512,57378,,,,
VNY,HASTC,-0.16,-41.3,-74%,91%,0.08,6600000,6600000,0,0,43559999,0,0,-113987,254996,141009,,,,
VOC,HASTC,1.45,18.2,927%,1124%,1.55,121800000,121800000,0,0,3215519954,2304610,97371,1575244,334947,1910191,,,,
VOS,HOSE,-0.88,-8.3,-437%,-2449%,1.78,136220000,138110000,1890000,68600000,1009584092,1193211,0,489007,2248845,2737852,,,,
VPA,HASTC,0.17,22.4,68%,371%,1.61,15076177,15076177,0,7387326,57289472,115119,0,68503,304505,373008,,,,
VPB,HOSE,4.60,12.7,259%,2018%,1.48,2456748366,2456748366,0,0,143719779411,52452150,11301573,55995312,380245874,436241186,,,,
VPC,HASTC,-0.97,-3.0,-871%,7010%,1.70,5625000,5625000,0,2679850,16312501,10237,0,-7810,70634,62824,,,,
VPD,HOSE,0.94,15.0,467%,801%,0.59,106589629,106589629,0,48965328,1502913810,503016,0,1243826,891229,2135055,,,,
VPG,HOSE,5.78,7.7,1077%,3450%,1.28,39199814,39199814,0,0,1750271755,2770466,0,656591,1446815,2103406,,,,
VPH,HOSE,0.14,35.7,63%,130%,1.51,95357800,95357800,0,22203210,476789000,272733,13221,1019486,1092694,2112179,,,,
VPI,HOSE,1.56,23.0,321%,1054%,0.63,199999900,199999900,0,0,7189996558,2232869,312488,2964384,6771259,9735642,,,,
VPR,HASTC,1.47,11.9,478%,890%,0.39,4575985,4575985,0,0,80079738,0,0,68690,59307,127997,,,,
VPS,HOSE,0.59,26.1,305%,422%,1.64,24460792,24460792,0,8561277,376696187,557589,14324,339254,130859,470112,,,,
VPW,HASTC,0.45,23.8,55%,428%,-0.24,11168676,11168676,0,0,119504831,0,0,118536,801903,920439,,,,
VQC,HASTC,3.14,6.2,918%,1252%,1.00,3599580,3599580,0,1695451,69831851,139850,3061,90222,32851,123074,,,,
VRC,HOSE,0.02,339.0,6%,9%,1.65,50000000,50000000,0,7107333,339000010,4268,1123,1261599,544299,1805898,,,,
VRE,HOSE,1.15,23.5,671%,887%,1.30,2328818410,2328818410,0,0,62878097070,8869639,2670704,30116952,9663235,39780187,,,,
VRG,HASTC,0.30,80.0,119%,276%,0.91,25894868,25894868,0,12688485,621476832,17812,0,278608,369445,648053,,,,
VSA,HASTC,3.09,7.8,587%,1123%,0.89,14096486,14096486,0,5708500,341134972,1138823,0,387668,353458,741126,,,,
VSC,HOSE,4.49,14.3,982%,1103%,0.99,55122798,55122798,0,22322999,3538883463,1715673,247639,2245100,276144,2521244,,,,
VSE,HASTC,0.54,12.0,366%,506%,1.26,8937250,8937250,0,0,58092125,0,0,95195,36569,131764,,,,
VSF,HASTC,-0.49,-12.9,-364%,-857%,0.71,500000000,500000000,0,0,3150000095,9376437,0,2987565,2880144,5867708,,,,
VSG,HASTC,-3.59,-0.6,-1247%,920%,0.66,11044000,11044000,0,5229260,22088000,68764,-34368,-430584,747972,317388,,,,
VSH,HOSE,1.27,16.2,295%,779%,0.78,228241246,232241246,4000000,101058210,4784169756,494749,0,3731784,6132022,9863807,,,,
VSI,HOSE,1.42,13.7,322%,893%,1.07,13200000,13200000,0,6468000,256079995,305865,18700,209424,371939,581363,,,,
VSM,HASTC,3.77,5.3,1142%,2027%,0.83,3050000,3050000,0,0,61305001,240687,11503,56739,43976,100715,,,,
VSN,HASTC,1.94,13.4,797%,1349%,1.02,80914300,80914300,0,0,2103771800,4923445,0,1163184,805974,1969158,,,,
VSP,HASTC,-73.40,0.0,-22105%,13111%,0.00,27747117,32915803,5168686,18375501,36207384,648757,-405268,-1553030,2474434,921404,,,,
VST,HASTC,-4.51,-0.4,-4118%,1556%,1.68,60999337,60999337,0,28787087,103698876,404625,0,-1767324,2434961,667638,,,,
VTA,HASTC,0.45,17.6,178%,438%,1.44,8000000,8000000,0,3914640,63200001,263926,0,81928,119369,201297,,,,
VTB,HOSE,1.54,7.3,520%,723%,1.03,9803270,10892660,1089390,5871204,121997790,433537,15099,208696,81667,290364,,,,
VTC,HASTC,1.49,7.4,237%,726%,1.29,4534696,4534696,0,2222001,49881656,339260,6743,92840,192244,285084,,,,
VTD,HASTC,0.54,22.6,369%,496%,2.14,6000000,6000000,0,0,73199999,183976,3294,65761,22600,88361,,,,
VTE,HASTC,0.54,13.3,182%,471%,1.65,15600000,15600000,0,0,112319997,738151,0,178219,283500,461719,,,,
VTG,HASTC,-0.95,-10.1,-829%,-1110%,-0.16,18644500,18644500,0,9135805,178987207,65590,-17627,158794,53904,212698,,,,
VTH,HASTC,0.27,43.0,75%,173%,-0.07,5000000,5000000,0,2450000,58000002,203598,0,79332,103519,182851,,,,
VTI,HASTC,0.01,230.0,15%,-1%,0.25,3500000,3500000,0,1715000,8050000,0,0,-262727,275468,12741,,,,
VTJ,HASTC,-2.14,-2.0,-2319%,-2497%,1.68,11400000,11400000,0,5586000,49020002,5323,0,97655,7500,105154,,,,
VTK,HASTC,2.08,15.1,1089%,1602%,1.22,8319810,8319810,0,0,261242031,44303,0,107914,50835,158749,,,,
VTL,HASTC,-2.97,-4.1,-1124%,-6529%,1.08,5059992,5059992,0,1323000,61225905,86058,0,22155,115116,137271,,,,
VTM,HASTC,1.26,17.3,265%,1033%,0.00,3279797,3279797,0,1607100,71499572,0,0,39858,115482,155339,,,,
VTO,HOSE,1.12,7.8,507%,792%,1.07,79866666,79866666,0,39134666,700430697,1070048,0,1129276,634891,1764167,,,,
VTP,HASTC,3.02,27.5,874%,3000%,0.98,130731752,130731752,0,0,10850735416,19933252,77168,1317241,3204784,4522025,,,,
VTQ,HASTC,0.33,99.1,220%,318%,0.00,17081791,17081791,0,0,558574579,7527,0,188801,76697,265498,,,,
VTR,HASTC,-8.70,-3.5,-603%,-12061%,1.18,14158629,14158629,0,0,426174738,1452051,-123119,102080,1940853,2042933,,,,
VTS,HASTC,-1.89,-3.8,-822%,-1004%,1.42,2000205,2000205,0,980100,14401476,18450,0,37562,8335,45897,,,,
VTV,HASTC,0.07,87.1,31%,69%,1.08,40399825,40399825,0,15287914,246438929,1519647,0,403726,493025,896751,,,,
VTX,HASTC,1.53,9.2,807%,1288%,0.92,20972321,20972321,0,10276437,293612494,224962,0,248643,148273,396916,,,,
VVN,HASTC,-3.79,-1.6,-374%,2895%,1.02,55000000,55000000,0,0,330000000,2985097,-171389,712654,330689,1043343,,,,
VW3,HASTC,0.68,11.2,73%,309%,1.57,2000000,2000000,0,0,15200000,0,0,44169,141648,185817,,,,
VWS,HASTC,1.07,14.9,453%,809%,1.50,4320000,4320000,0,0,68687998,0,0,56921,44730,101652,,,,
VXB,HASTC,-2.88,-3.4,-860%,-4368%,0.71,4049006,4049006,0,1984012,39275357,92747,0,26735,109007,135742,,,,
VXP,HASTC,2.40,9.7,686%,1373%,0.28,3600000,3600000,0,0,83520003,350839,16494,62816,62976,125792,,,,
VXT,HASTC,4.11,2.4,1310%,2850%,0.77,2350400,2350400,0,0,23033920,66739,0,27509,38651,66160,,,,
WCS,HASTC,21.43,8.3,2723%,3033%,0.82,2500000,2500000,0,1225000,442500000,108021,0,176662,20130,196792,,,,
WSB,HASTC,7.92,6.1,1354%,1681%,0.86,14500000,14500000,0,4497830,703250000,826557,0,682700,165322,848022,,,,
WSS,HASTC,-0.04,-175.0,-44%,-45%,2.38,50300000,50300000,0,24647000,352100000,36527,-2234,495905,8293,504197,,,,
WTC,HASTC,9.36,2.1,974%,4703%,1.44,10000000,10000000,0,4900000,193999996,4978281,101916,199087,761967,961055,,,,
X20,HASTC,1197.00,0.0,4%,8%,0.95,17250000,17250000,0,0,170774993,889561,0,254656,205776,460432,,,,
X26,HASTC,4.84,3.8,469%,1365%,1.80,5000000,5000000,0,0,93000002,0,0,177181,338485,515666,,,,
X77,HASTC,-6.24,0.0,-2781%,474%,0.00,1340877,1340877,0,0,402263,4136,169,-176497,206609,30111,,,,
XDH,HASTC,15.78,0.6,1353%,3777%,-0.08,10920000,10920000,0,0,100463998,0,0,456233,817684,1273917,,,,
XHC,HASTC,2007.00,0.0,9%,20%,0.19,21096500,21096500,0,0,495767750,580715,0,211608,247709,459317,,,,
XLV,HASTC,0.86,10.7,175%,537%,1.03,3000000,3000000,0,0,27599999,0,0,48220,99802,148022,,,,
XMC,HASTC,1.96,5.5,282%,1539%,1.72,67364339,67364339,0,516068,720798414,2210525,131941,857564,3819952,4677516,,,,
XMD,HASTC,-1.25,-1.5,-561%,-1125%,-0.24,4000000,4000000,0,1960000,7600000,149000,3983,44428,44603,89031,,,,
