MaCK,SanCK,EPS,PE,ROA,ROE,Beta,KhoiLuongLuuHanh,KhoiLuongNiemYet,CoPhieuQuy,NuocNgoaiSoHuu,VonThiTruong,DoanhThu-ttm(Trieu),LNST-ttm,VonCSH,TongNo,TongTaiSan,,,,
PME,HOSE,4414.00,0.0,12%,16%,0.41,75011625,75011625,0,0,6338482312,2105899,0,2134857,549723,2684581,,,,
PMG,HOSE,-0.22,-62.7,-65%,-130%,1.07,46336278,46336278,0,0,639440645,1307399,-10308,794567,782384,1576951,,,,
PMJ,HASTC,2.79,7.9,489%,1046%,0.55,1800000,1800000,0,882000,39600000,32131,174,48022,54794,102816,,,,
PMP,HASTC,1677.00,0.0,3%,11%,0.34,4200000,4200000,0,2058000,51660001,443977,0,66169,198220,264388,,,,
PMS,HASTC,3.22,5.5,931%,1424%,1.22,7227662,7227662,0,3541554,127929623,972659,0,163458,86431,249889,,,,
PMT,HASTC,0.58,9.7,261%,354%,1.89,5000000,5000000,0,2450000,28000000,261087,916,81936,29283,111219,,,,
PMW,HASTC,2420.00,0.0,13%,15%,0.87,30000000,30000000,0,0,1142999954,279532,0,493013,53881,546894,,,,
PNC,HOSE,1.24,7.1,255%,789%,0.82,10558461,10799351,240890,5409718,95034291,584635,0,166172,347135,513307,,,,
PND,HASTC,-6.84,-2.4,-3020%,-17065%,3.02,6666666,6666666,0,0,109999989,1252843,-1515,26704,124203,150907,,,,
PNG,HASTC,0.14,85.7,186%,447%,0.94,18000000,18000000,0,4410000,216000000,29233,2136,56438,79060,135497,,,,
PNJ,HOSE,5.21,18.4,1443%,2040%,1.15,225292167,225292876,709,48154542,21583058208,19869334,0,5752949,2383263,8136212,,,,
PNP,HASTC,2940.00,0.0,13%,25%,0.49,16100000,16100000,0,0,397670012,356844,0,192011,169967,361979,,,,
PNT,HASTC,0.04,212.5,19%,33%,0.54,10848346,10848346,0,0,92210941,0,0,136620,95342,231962,,,,
POB,HASTC,-0.07,-250.0,-55%,-67%,2.65,10900000,10900000,0,0,190750000,0,0,109170,23877,133047,,,,
POM,HOSE,0.53,25.8,119%,408%,1.66,277410756,278543546,1132790,91850475,3802119297,10077765,146181,3586900,8671519,12258418,,,,
POS,HASTC,2.55,5.2,555%,1236%,1.93,40000000,40000000,0,0,527999992,3292958,0,824062,1011109,1835171,,,,
POT,HASTC,851.00,0.0,1%,5%,0.81,19286346,19430006,143660,9520702,272020084,1096648,0,314999,1774544,2089543,,,,
POV,HASTC,0.02,385.0,10%,18%,1.53,12499612,12499612,0,4898200,96247010,1238495,-3263,161751,138173,299924,,,,
POW,HOSE,0.96,11.1,389%,710%,1.31,2341871600,2341871600,0,0,25058025673,29395855,2240361,31543506,26025664,57569170,,,,
PPC,HOSE,3177.00,0.0,15%,16%,0.80,318154614,326235000,8080386,159855150,7275040251,6774995,0,6237672,478022,6715694,,,,
PPE,HASTC,0.05,228.0,43%,123%,1.08,2000000,2000000,0,980000,22799999,64843,0,7718,14454,22172,,,,
PPH,HASTC,4.63,5.9,911%,1953%,1.79,74670891,74670891,0,0,2038515267,1848888,345475,1768730,2021699,3790429,,,,
PPI,HASTC,-2.56,-0.3,-5272%,12732%,2.02,48290628,48290628,0,23662408,38632503,33088,0,-96937,331051,234114,,,,
PPP,HASTC,1.11,10.5,690%,917%,1.20,9023566,9023566,0,2940000,105575720,114174,0,109508,36091,145599,,,,
PPS,HASTC,1.37,7.1,443%,1081%,0.92,15000000,15000000,0,7350000,145499997,261547,0,190527,273955,464482,,,,
PPY,HASTC,1.61,7.1,500%,983%,1.32,8240000,8240000,0,4037600,94760000,1439447,0,135079,130222,265300,,,,
PQN,HASTC,0.70,5.7,243%,2345%,0.00,30000000,30000000,0,0,120000000,908948,0,88990,769028,858018,,,,
PRC,HASTC,0.60,20.8,127%,263%,0.27,1200000,1200000,0,588000,15000000,86429,0,27485,29296,56781,,,,
PRE,HASTC,2.01,8.9,323%,1551%,0.36,72800000,72800000,0,0,1295839944,927595,68091,908662,3727442,4636104,,,,
PRO,HASTC,0.21,21.9,129%,136%,1.51,3000000,3000000,0,1470000,13800000,21194,0,45732,2622,48354,,,,
PRT,HASTC,1.01,14.6,483%,744%,2.08,300000000,300000000,0,0,4409999943,891141,304484,4089838,2207791,6297629,,,,
PSB,HASTC,0.05,128.0,31%,44%,2.08,50000000,50000000,0,23579465,320000005,194687,0,553285,230681,783966,,,,
PSC,HASTC,1.68,8.8,413%,951%,0.44,7200000,7200000,0,3528000,105839999,415048,0,127435,166098,293533,,,,
PSD,HASTC,1.94,8.5,261%,1583%,1.25,30682623,30682623,0,10450009,503195005,8515121,59566,376171,1903092,2279263,,,,
PSE,HASTC,1.28,8.2,604%,982%,0.91,12500000,12500000,0,6125000,131250000,1881384,16041,163334,102085,265419,,,,
PSG,HASTC,-0.50,-1.6,-482%,407%,1.86,35000000,35000000,0,17114800,28000000,-2532,-214760,-430450,794334,363884,,,,
PSH,HOSE,0.32,62.3,39%,249%,0.79,126196780,126196780,0,0,2517625857,5971966,24448,1613929,8703577,10317506,,,,
PSI,HASTC,0.18,47.2,72%,174%,2.35,59841300,59841300,0,29322237,508651050,179613,10946,629450,895320,1524770,,,,
PSL,HASTC,0.00,0.0,43%,46%,1.51,11812500,11812500,0,3301450,238612509,0,0,173821,10073,183894,,,,
PSN,HASTC,1.00,10.0,529%,743%,0.38,40000000,40000000,0,0,400000000,612277,0,538662,217264,755926,,,,
PSP,HASTC,1.26,5.8,496%,585%,0.97,22500000,22500000,0,11018800,164250004,292519,0,484302,86412,570714,,,,
PSW,HASTC,0.68,13.8,358%,580%,0.56,17000000,17000000,0,8330000,159799994,1797392,0,199908,124031,323940,,,,
PTB,HOSE,8.20,11.5,771%,1909%,1.05,48599441,48599441,0,8820301,4602366914,5796176,398679,2088887,3079855,5168742,,,,
PTC,HOSE,2.81,3.5,1576%,1832%,1.10,17999999,17999999,0,8819999,176399994,2728,6587,276022,44785,320807,,,,
PTD,HASTC,-0.03,-600.0,-4%,-16%,0.00,3200000,3200000,0,1568000,57600000,306534,-82,53050,141084,194135,,,,
PTE,HASTC,-1.46,-1.4,-424%,1049%,1.03,12500000,12500000,0,6125000,25000000,279771,0,-174072,604561,430489,,,,
PTG,HASTC,9.11,0.0,1708%,3313%,3.03,4733785,4733785,0,2256148,710068,0,0,130199,122326,252525,,,,
PTH,HASTC,1.05,9.5,358%,732%,0.23,3503164,3503164,0,784000,35031640,797752,-224,50225,52352,102577,,,,
PTI,HASTC,3.16,9.8,306%,1216%,1.00,80395709,80395709,0,39393897,2492266979,6083759,253053,2089159,6221307,8310466,,,,
PTK,HASTC,0.04,42.5,25%,33%,0.00,21600000,21600000,0,10504370,36720001,112997,0,234268,77633,311901,,,,
PTL,HOSE,0.00,0.0,0%,0%,1.64,97730160,98865080,1134920,49000000,820580183,47076,-2969,729430,427467,1156897,,,,
PTO,HASTC,0.91,2.5,352%,605%,0.16,1200000,1200000,0,0,2760000,2845,0,18090,13002,31092,,,,
PTP,HASTC,1.31,8.5,283%,636%,0.41,6800000,6800000,0,3332000,75480003,0,0,139928,174855,314782,,,,
PTS,HASTC,1.41,6.3,288%,833%,1.25,5568000,5568000,0,2728320,49555198,323294,0,94161,177928,272088,,,,
PTT,HASTC,0.08,72.5,61%,74%,1.62,10000000,10000000,0,4884000,58000002,0,0,113131,23950,137081,,,,
PTV,HASTC,0.03,166.7,18%,26%,1.66,20000000,20000000,0,0,100000000,298103,633,239602,111694,351295,,,,
PTX,HASTC,0.89,0.2,234%,685%,0.71,5847685,5847685,0,0,1169537,882444,1614,75615,145455,221070,,,,
PV2,HASTC,-0.07,-42.9,-76%,-111%,1.59,36387600,36868800,481200,18301500,110606400,41,0,230787,105198,335984,,,,
PVA,HASTC,-0.06,-13.3,-24%,378%,1.63,21846000,21846000,0,10623396,17476800,48088,-294,-34209,562218,528010,,,,
PVB,HASTC,0.08,168.8,32%,45%,1.97,21599998,21599998,0,10583999,291599973,322506,0,400968,155656,556623,,,,
PVC,HASTC,0.14,62.1,42%,83%,1.97,50000000,50000000,0,24500000,434999990,2093991,6803,819966,810876,1630842,,,,
PVD,HOSE,0.13,139.6,27%,40%,1.77,421545789,421545789,0,170748466,7651055910,4108246,55226,13906384,6849763,20756147,,,,
PVE,HASTC,0.06,33.3,10%,53%,0.77,25000000,25000000,0,12250000,50000000,766868,3833,315969,1229734,1545703,,,,
PVG,HASTC,0.44,18.9,99%,333%,1.03,36500000,36500000,0,13582726,302950007,3862260,0,486310,1156357,1642667,,,,
PVH,HASTC,-0.39,-2.3,-129%,-703%,0.60,21000000,21000000,0,0,18899999,6328,0,115408,515540,630948,,,,
PVI,HASTC,0.00,0.0,0%,0%,0.98,216586467,225414167,8827700,102832179,8881318524,9513245,0,7092349,15812734,23153608,,,,
PVL,HASTC,0.02,165.0,30%,50%,2.18,50000000,50000000,0,24500000,164999998,17959,3918,234936,157132,392068,,,,
PVM,HASTC,1.23,16.3,750%,962%,2.13,38638600,38638600,0,0,772772000,506561,47080,492679,138744,631423,,,,
PVO,HASTC,0.16,39.4,125%,143%,2.14,8900000,8900000,0,4361000,56070002,273565,6825,101618,14952,116570,,,,
PVP,HASTC,2.56,5.9,1053%,1629%,1.85,94275028,94275028,0,0,1414125420,1619872,0,1480078,809857,2289935,,,,
PVR,HASTC,-0.12,-11.7,-62%,-133%,0.79,51612513,52356713,744200,26019447,73299397,393,0,467827,537379,1005206,,,,
PVS,HASTC,1.39,17.8,270%,509%,1.99,477966290,477966290,0,218883206,11853563627,19165571,663625,13037667,11563042,24600709,,,,
PVT,HOSE,2.19,8.4,622%,1097%,1.52,323651246,323651246,0,125370195,5987548051,7609689,707837,6453647,4925852,11379499,,,,
PVV,HASTC,-1.30,-1.6,-408%,313510%,2.93,30000000,30000000,0,14700000,62999997,8796,-29788,-1242,955475,954233,,,,
PVX,HASTC,-0.32,-5.6,-166%,-1061%,0.85,400000000,400000000,0,196000000,719999981,1672922,-128412,1210200,6541349,7751548,,,,
PVY,HASTC,-0.73,-3.6,-574%,1656%,0.35,59489787,59489787,0,0,154673441,388531,0,-261817,1017323,755506,,,,
PWA,HASTC,3.53,3.0,1051%,2816%,1.74,10000000,10000000,0,0,106999998,0,0,125206,210159,335364,,,,
PWS,HASTC,0.50,20.4,358%,443%,0.41,38398179,38398179,0,0,391661418,106466,0,432072,102186,534258,,,,
PX1,HASTC,-0.58,-17.2,-94%,-765%,0.00,20000000,20000000,0,9800000,200000000,0,0,150658,1079223,1229881,,,,
PXA,HASTC,3.14,0.6,2221%,15656%,0.83,15000000,15000000,0,7350000,26999999,9379,0,30081,181935,212016,,,,
PXC,HASTC,-0.91,-0.4,-1324%,1338%,0.00,28068900,28068900,0,0,11227560,0,0,-191156,384349,193193,,,,
PXI,HOSE,-1.47,-2.0,-1045%,-1999%,1.40,30000000,30000000,0,14700000,89400001,-5759,0,220913,201753,422665,,,,
PXL,HASTC,0.12,66.7,111%,119%,1.40,82278612,82500412,221800,40479004,660003296,3524,0,811872,58832,870704,,,,
PXM,HASTC,-1.11,-0.5,-3606%,404%,2.59,15000000,15000000,0,7268170,7500000,1270,0,-413138,459415,46277,,,,
PXS,HOSE,0.04,138.8,21%,77%,1.76,60000000,60000000,0,29400000,333000011,1220044,0,342554,890067,1232621,,,,
PXT,HASTC,-0.67,-3.3,-399%,-2150%,1.84,19643020,19821510,178490,9800000,43607323,77575,0,61048,268221,329269,,,,
PYU,HASTC,1.81,12.4,645%,779%,0.20,2073985,2073985,0,0,46664662,0,0,48138,10003,58140,,,,
QBR,HASTC,2.40,4.2,405%,1864%,-0.17,1760500,1760500,0,0,17605000,0,0,22714,81783,104496,,,,
QBS,HASTC,-0.23,-11.7,-130%,-257%,1.94,69329928,69329928,0,31359964,187190809,1115495,-15956,620317,610061,1230378,,,,
QCC,HASTC,0.45,20.0,265%,325%,0.53,1500000,1500000,0,724900,13500000,18729,-240,20760,4744,25504,,,,
QCG,HOSE,0.11,57.8,31%,74%,1.62,275129310,275129310,0,134813361,1749822448,2133300,31457,4257929,5790408,10048337,,,,
QHD,HASTC,5.54,5.2,2319%,3065%,1.43,5524716,5524716,0,2707110,158006880,277504,0,99771,32112,131883,,,,
QHW,HASTC,3.26,5.4,1403%,1567%,1.15,8000000,8000000,0,0,140000000,87450,1185,166500,19400,185901,,,,
QLD,HASTC,0.33,14.2,100%,308%,0.25,1207400,1207400,0,0,5674780,0,0,13035,27139,40174,,,,
QLT,HASTC,0.00,0.0,14%,25%,0.15,1500000,1500000,0,0,42900001,0,0,25911,20930,46841,,,,
QNC,HASTC,2.52,2.7,625%,2632%,2.18,37029109,37105109,76000,9041043,248604223,1395353,93298,354453,1138411,1492865,,,,
QNS,HASTC,1.98,21.7,1153%,1654%,0.86,553551714,553551714,0,0,23802723702,6738156,0,6615391,2874352,9489743,,,,
QNT,HASTC,-5.37,-1.9,-912%,-4193%,0.28,134050,134050,0,0,1340500,0,0,1717,6174,7891,,,,
QNU,HASTC,10.55,0.6,2332%,5069%,0.09,6800000,6800000,0,0,46240001,0,0,141509,166054,307563,,,,
QNW,HASTC,0.66,13.0,514%,581%,0.24,20000000,20000000,0,0,172000008,75252,13119,225707,29590,255297,,,,
QPH,HASTC,3.38,7.0,1608%,1961%,0.19,18583100,18583100,0,9105719,438561167,115513,0,320130,70172,390303,,,,
QSP,HASTC,2.51,7.6,1547%,1602%,0.65,10792275,10792275,0,0,207211688,0,0,169182,6056,175239,,,,
QST,HASTC,2.86,4.9,1283%,2320%,-0.03,3240000,3240000,0,793800,45684001,121799,0,39911,32247,72157,,,,
QTC,HASTC,1.60,9.0,465%,1005%,0.92,2700000,2700000,0,1323000,38879999,119963,0,43008,49886,92894,,,,
QTP,HASTC,1.98,7.4,891%,1432%,0.97,450000000,450000000,0,0,6614999914,7771217,0,6205911,3772237,9978149,,,,
RAL,HOSE,32.26,5.4,820%,3104%,1.27,11500000,11500000,0,5635000,1989500000,5358054,0,1195046,3328880,4523926,,,,
RAT,HASTC,0.34,29.4,70%,237%,0.69,5221841,5221841,0,1529702,52218410,0,0,75340,180905,256245,,,,
RBC,HASTC,0.25,58.4,97%,188%,0.00,10030308,10030308,0,4914850,146442501,0,0,131453,122820,254272,,,,
RCC,HASTC,4.83,4.1,630%,2182%,1.01,15457383,15457383,0,0,302964713,274950,26984,332818,779517,1112335,,,,
RCD,HASTC,-7.45,-0.5,-4103%,-6877%,1.06,5300062,5300062,0,2597030,21200248,0,0,57443,38834,96277,,,,
RCL,HASTC,1.22,12.0,239%,539%,0.77,12598930,12598930,0,2469457,185204269,155914,0,286017,360526,646543,,,,
RDP,HOSE,0.31,34.0,57%,262%,1.12,41069921,41069921,0,8885582,433287674,2672512,12640,482625,1732682,2215307,,,,
REE,HOSE,5.96,9.2,859%,1416%,0.96,300048702,305056367,5002474,151928832,16778100185,5645795,1787834,12627485,8189844,20817329,,,,
RGC,HASTC,-0.24,-50.0,-176%,-284%,2.23,89123600,89123600,0,0,1069483200,62181,0,746188,455219,1201407,,,,
RHN,HASTC,0.10,92.0,10%,97%,0.00,1509900,1509900,0,0,13891080,0,0,15409,132776,148185,,,,
RIC,HOSE,-0.95,-18.4,-828%,-980%,2.21,79714190,28708169,0,14067002,502392958,117317,0,769126,140370,909495,,,,
RLC,HASTC,0.08,125.0,12%,80%,0.00,1138689,1138689,0,0,11386890,0,0,11715,65746,77461,,,,
ROS,HOSE,0.03,165.7,18%,33%,1.77,567598121,567598121,0,0,2820962542,1412873,0,6026761,5212320,11239082,,,,
RTB,HASTC,2.19,6.3,697%,1000%,0.84,87945000,87945000,0,0,1213641017,708918,192234,1922812,836097,2758909,,,,
RTH,HASTC,1.51,3.1,172%,1259%,0.28,2085900,2085900,0,0,9803730,0,0,24980,158433,183413,,,,
RTS,HASTC,4.61,4.3,626%,2715%,0.80,1083333,1083333,0,0,21558326,0,0,18400,61348,79748,,,,
RUB-X,HASTC,0.00,0.0,0%,0%,0.00,0,0,0,0,0,0,0,,,,,,,
S12,HASTC,-1.69,-0.5,-647%,582%,1.20,5000000,5000000,0,2303800,4000000,41082,0,-145111,275460,130349,,,,
S27,HASTC,-4.39,-0.4,-719%,1983%,0.78,1572833,1572833,0,770688,2516533,21648,-4564,-34823,130829,96006,,,,
S4A,HOSE,2.36,11.6,1008%,1992%,0.39,42200000,42200000,0,20678000,1156279984,239132,0,499810,487626,987436,,,,
S55,HASTC,3.01,11.3,185%,537%,1.15,10000000,10000000,0,2446080,340000000,458797,30111,561034,1069174,1630208,,,,
S72,HASTC,-0.12,-36.7,-55%,-150%,1.22,12000000,12000000,0,0,52800001,35642,0,96717,167220,263937,,,,
S74,HASTC,-0.36,-18.9,-179%,-203%,1.74,6480000,6480000,0,3175200,44064001,303,0,116199,15992,132191,,,,
S96,HASTC,-4.12,-0.2,-5000%,-12782%,1.34,11155532,11155532,0,5332048,8924426,17410,0,35932,55920,91853,,,,
S99,HASTC,3.35,4.8,340%,1446%,1.91,52426723,52426723,0,18130000,844070260,2096635,175811,1215555,3949666,5165222,,,,
SAB,HOSE,7.71,20.6,1832%,2334%,0.85,641281186,641281186,0,0,101963708574,29090068,4944103,21181020,5808140,26989160,,,,
SAC,HASTC,0.13,76.2,63%,78%,2.07,4050000,4050000,0,0,40094998,152692,18115,70215,17982,88197,,,,
SAF,HASTC,4.78,10.9,1981%,2889%,0.83,10055788,10055788,0,3879895,523906539,1088728,0,166347,76208,242555,,,,
SAL,HASTC,0.56,14.6,381%,524%,-0.24,8310000,8310000,0,0,68141998,39220,0,88290,33144,121434,,,,
SAM,HOSE,0.39,24.0,164%,228%,1.01,256504540,256504540,0,88315314,2398317547,1881198,100541,4413345,1730913,6144258,,,,
SAP,HASTC,-0.52,-19.8,-612%,-884%,0.59,1286984,1286984,0,630622,13255935,6858,0,7456,3514,10970,,,,
SAR-X,HASTC,0.00,0.0,0%,0%,0.00,0,0,0,0,0,0,0,,,,,,,
SAS,HASTC,1.10,23.1,839%,1018%,1.24,133481310,133481310,0,63566700,3390425223,504181,0,1437195,306699,1743895,,,,
SAV,HOSE,3.80,6.4,960%,1665%,1.65,13808315,14204085,395770,5163322,348000082,1006600,0,314973,231600,546573,,,,
SB1,HASTC,0.25,32.0,148%,201%,1.28,10500000,10500000,0,0,84000000,174987,7609,133021,47249,180270,,,,
SBA,HOSE,2.07,7.6,970%,1494%,0.52,60088401,60288331,199930,29639247,952555641,338504,0,832932,450288,1283220,,,,
SBD,HASTC,1.27,7.9,196%,1009%,1.28,11500000,11500000,0,0,115000000,186887,-3035,145198,601211,746409,,,,
SBH,HASTC,3.40,12.4,1830%,1919%,1.00,124225000,124225000,0,0,5217450000,842600,0,2201425,106093,2307518,,,,
SBL,HASTC,0.01,1060.0,3%,5%,1.42,12012000,12012000,0,0,127327205,188628,0,185964,104861,290824,,,,
SBM,HASTC,1.91,17.0,982%,1401%,-0.01,39000000,39000000,0,0,1267500000,237216,0,530823,226802,757625,,,,
SBR,HASTC,0.42,20.5,339%,419%,0.80,81396192,81396192,0,0,700007282,218801,0,813962,160942,974904,,,,
SBS,HASTC,0.03,423.3,75%,153%,3.24,126311160,126660000,0,61118477,1608581976,117431,3186,208068,218393,426461,,,,
SBT,HOSE,0.62,29.9,203%,477%,1.52,586740552,586740552,0,95432906,10884036792,14363938,527543,7685365,10717237,18402602,,,,
SBV,HOSE,2.36,5.9,718%,1233%,1.07,27366476,27366476,0,0,381762335,482511,0,523433,376205,899639,,,,
SC5,HOSE,2.53,8.3,168%,1059%,0.89,14984536,14984543,7,7342429,314675403,1884506,0,357627,1892456,2250084,,,,
SCA,HASTC,0.04,250.0,29%,36%,0.00,2076000,2076000,0,0,20760000,0,0,21048,5313,26361,,,,
SCC,HASTC,1.85,1.8,889%,1347%,1.55,1980000,1980000,0,926500,6732000,31147,0,27268,14034,41302,,,,
SCD,HOSE,0.32,59.5,69%,139%,1.01,8455280,8477640,22360,4165000,161499036,207449,0,193211,195800,389011,,,,
SCG,HASTC,1.80,40.4,671%,1514%,1.60,50000000,50000000,0,0,3640000153,1339252,0,609299,2539607,3148906,,,,
SCI,HASTC,9.75,3.0,642%,4300%,2.05,25409847,25409847,0,4900000,734344569,2134874,0,576285,3285819,3862105,,,,
SCJ,HASTC,0.05,78.0,11%,43%,3.06,37839000,37839000,0,9562840,147572104,962596,0,466823,1366137,1832960,,,,
SCL,HASTC,2.03,5.9,1122%,1822%,1.95,16889973,16889973,0,6806086,200990672,369256,0,188627,117782,306409,,,,
SCO,HASTC,-0.04,-225.0,-122%,19%,0.26,4200000,4200000,0,2058000,37800000,232768,5452,-96907,112090,15183,,,,
SCR,HOSE,0.45,22.9,147%,338%,1.62,366356303,366356303,0,106363875,3773469991,837282,165380,4891425,6396488,11287913,,,,
SCS,HOSE,9.46,14.3,3874%,4164%,0.67,50745700,50745700,0,0,6855744380,705298,0,1153035,86525,1239560,,,,
SCV,HASTC,-4.35,-5.4,-683%,-2038%,0.00,1279392,1279392,0,0,30065712,0,0,27324,54228,81552,,,,
SCY,HASTC,0.22,59.1,122%,163%,0.00,61968926,61968926,0,0,805596038,547686,0,838496,283952,1122447,,,,
SD1,HASTC,-0.11,-9.1,-86%,63%,0.58,5000000,5000000,0,2290500,5000000,34581,359,-90461,156695,66234,,,,
SD2,HASTC,-1.93,-3.3,-562%,-1720%,1.78,14423536,14423536,0,7067532,90868280,255024,0,161483,333083,494566,,,,
SD3,HASTC,2.61,1.5,321%,3229%,2.20,15999356,15999356,0,7630688,62397490,246071,35516,129324,1172970,1302294,,,,
SD4,HASTC,0.02,210.0,1%,10%,1.51,10300000,10300000,0,5047000,43259998,812195,0,175926,1005233,1181159,,,,
SD5,HASTC,1.41,6.3,225%,735%,1.28,25999848,25999848,0,12739925,231398637,1948024,0,498308,1129709,1628017,,,,
SD6,HASTC,0.07,55.7,17%,50%,1.85,34771611,34771611,0,17038089,135609286,679544,0,457910,867372,1325282,,,,
SD7,HASTC,-0.14,-27.1,-72%,-121%,1.76,10600000,10600000,0,5194000,40279999,44119,0,121887,82601,204488,,,,
SD8,HASTC,-6.66,-0.2,-920%,6656%,0.74,2800000,2800000,0,1098700,4200000,62409,-27543,-29596,232177,202581,,,,
SD9,HASTC,0.32,22.8,63%,185%,1.20,47564430,47564430,0,16774660,347220348,533668,15326,828137,1605596,2433733,,,,
SDA,HASTC,0.01,450.0,8%,16%,1.50,26205822,26205990,168,12841017,117926955,25765,0,196731,162761,359493,,,,
SDB,HASTC,0.13,10.0,28%,-1861%,0.73,11000000,11000000,0,5371800,14299999,181850,0,-7686,521919,514233,,,,
SDC,HASTC,0.51,15.7,145%,252%,0.99,2609710,2609710,0,1278757,20877680,51788,1341,53245,38992,92237,,,,
SDD,HASTC,0.02,140.0,11%,22%,2.36,16007685,16007685,0,7843765,44821517,26919,0,144071,133749,277819,,,,
SDE,HASTC,-0.24,-4.6,-119%,159%,0.26,1751092,1751092,0,858035,1926201,9289,0,-26011,60766,34755,,,,
SDG,HASTC,5.82,6.5,689%,1277%,1.55,10139997,10139997,0,3184998,385319886,1747367,58983,461830,394220,856049,,,,
SDH,HASTC,-0.60,-1.2,-342%,-32031%,0.98,18083400,19516700,1433300,10265500,13661690,2581,-10885,3398,314675,318073,,,,
SDJ,HASTC,-0.86,-4.1,-513%,-6901%,1.31,4343700,4343700,0,2093613,15202950,154740,0,5443,67809,73253,,,,
SDK,HASTC,4.12,6.8,895%,2229%,1.07,2600000,2600000,0,1231900,72800000,245889,9589,42563,70551,113114,,,,
SDN,HASTC,7.53,4.9,1594%,2616%,0.95,1518218,1518218,0,743926,56174066,153623,0,43689,28037,71727,,,,
SDP,HASTC,-1.05,-1.9,-337%,-5975%,3.36,11114472,11114472,0,5446091,22228944,15122,0,19544,326718,346261,,,,
SDT,HASTC,0.44,11.8,63%,216%,1.49,42732311,42732311,0,20938832,222208009,1081164,18972,879240,2132781,3012021,,,,
SDU,HASTC,0.07,141.4,12%,39%,0.38,20000000,20000000,0,9800000,197999992,77462,0,349943,826000,1175942,,,,
SDV,HASTC,5.23,5.1,590%,2085%,0.73,5000000,5000000,0,2359200,133999996,218735,6921,108390,319209,427599,,,,
SDX,HASTC,-0.81,-2.3,-430%,-2473%,0.92,2250000,2250000,0,1225000,4275000,148,0,7381,35080,42460,,,,
SDY,HASTC,-0.45,-5.3,-347%,2748%,1.10,4500000,4500000,0,2205000,10800000,24799,0,-7427,66314,58887,,,,
SEA,HASTC,2.04,11.5,732%,870%,1.16,125000000,125000000,0,0,2924999952,773302,255422,2934463,555006,3489469,,,,
SEB,HASTC,4.32,9.3,1733%,2458%,0.66,31999969,31999969,0,9800000,1279998760,289586,138321,562792,235179,797971,,,,
SED,HASTC,3.90,4.4,861%,1589%,0.62,10000000,10000000,0,4900000,172000008,618580,0,245494,207636,453130,,,,
SEP,HASTC,3.59,3.7,614%,3002%,0.13,8400000,8400000,0,0,110879998,307517,3567,100570,390900,491470,,,,
SFC,HOSE,2.11,11.1,710%,1364%,0.63,11178179,11234819,56640,5532814,264018246,742780,0,173252,159866,333119,,,,
SFG,HOSE,0.23,40.3,92%,195%,1.32,47897333,47897333,0,21336219,443529315,1484453,0,561902,632510,1194412,,,,
SFI,HOSE,6.33,6.3,1299%,1904%,1.14,15085305,15085305,0,5308213,602657946,1384695,95448,501374,233449,734823,,,,
SFN,HASTC,5.77,3.3,2263%,2595%,1.02,2788300,2894150,105850,1470000,55567682,157430,0,61954,9097,71051,,,,
SGB,HASTC,0.35,49.1,48%,290%,1.76,308000000,308000000,0,0,5297600235,1556897,106758,3675385,18785759,22461144,,,,
SGC,HASTC,3.78,21.8,1368%,2033%,0.41,7147580,7147580,0,3502314,588960603,304774,0,132890,64689,197579,,,,
SGD,HASTC,0.62,15.6,239%,388%,0.79,3937000,4037000,100000,2027130,39158899,166162,1681,62780,39266,102047,,,,
SGD-X,HASTC,0.00,0.0,0%,0%,0.00,0,0,0,0,0,0,0,,,,,,,
SGH,HASTC,0.22,175.0,152%,163%,0.57,12364100,12364100,0,1730974,476017850,12282,0,166964,11840,178804,,,,
SGN,HOSE,1549.00,0.0,4%,5%,0.48,33581691,33581691,0,5801414,2276838752,571967,52015,917991,138392,1056383,,,,
SGO,HASTC,-0.02,-45.0,-13%,-15%,2.06,20000000,20000000,0,9800000,18000000,13370,0,228875,37451,266326,,,,
SGP,HASTC,1.41,20.6,607%,1296%,1.86,216294961,216294961,0,105984457,6272553869,1009460,305343,2355186,2671139,5026325,,,,
SGR,HOSE,1.52,13.8,358%,944%,1.70,45539918,45539918,0,6468000,956338278,74510,69420,735119,1203104,1938223,,,,
SGS,HASTC,1.92,8.3,1153%,1358%,1.82,14420000,14420000,0,2101596,229277994,188976,27665,203762,36224,239985,,,,
SGT,HOSE,0.27,67.0,54%,205%,1.69,74001294,74001604,310,36260937,1339429061,464843,20164,984328,2764665,3748994,,,,
SHA,HOSE,0.80,7.4,292%,660%,1.06,31853976,31853976,0,8820000,187938461,956362,0,387430,486875,874304,,,,
SHB,HASTC,2.39,11.6,83%,1356%,1.80,1754840754,1755336940,496186,284578338,48798365593,32087801,3473043,25612349,392795260,418407609,,,,
SHC,HASTC,2.03,5.4,1003%,1347%,2.16,4309550,4309550,0,-236650,47405050,79521,0,64890,22208,87097,,,,
SHE,HASTC,3.31,5.3,1030%,2413%,1.09,6499998,6499998,0,0,113749965,249465,0,89071,119534,208605,,,,
SHG,HASTC,-1.44,-1.5,-425%,798%,0.38,40043956,40043956,0,13230000,84092304,51742,0,-704959,2071188,1366229,,,,
SHI,HOSE,0.85,23.3,174%,563%,1.19,89993807,90709867,716060,26808254,1796055297,6092792,76618,1359916,3042928,4402844,,,,
