<Ticker>,<DTYYYYMMDD>,<OpenFixed>,<HighFixed>,<LowFixed>,<CloseFixed>,<Volume>,<Open>,<High>,<Low>,<Close>,<VolumeDeal>,<VolumeFB>,<VolumeFS>
000001.SS,20050524,1066.0000,1078.1000,1057.5400,1073.8500,11000,1066.0000,1078.1000,1057.5400,1073.8500,0,0,0
000001.SS,20050523,1095.3101,1095.3101,1069.4399,1070.8400,9600,1095.3101,1095.3101,1069.4399,1070.8400,0,0,0
000001.SS,20050520,1100.4900,1108.6100,1094.6700,1099.2700,9600,1100.4900,1108.6100,1094.6700,1099.2700,0,0,0
000001.SS,20050519,1101.7500,1107.2300,1083.1100,1103.4700,10600,1101.7500,1107.2300,1083.1100,1103.4700,0,0,0
000001.SS,20050518,1099.7400,1108.8400,1090.3000,1102.9600,10400,1099.7400,1108.8400,1090.3000,1102.9600,0,0,0
000001.SS,20050517,1091.2600,1108.1801,1083.9399,1099.6400,11600,1091.2600,1108.1801,1083.9399,1099.6400,0,0,0
000001.SS,20050516,1105.4000,1105.4000,1082.1400,1095.4700,10200,1105.4000,1105.4000,1082.1400,1095.4700,0,0,0
000001.SS,20050513,1101.6100,1120.1700,1093.2800,1107.6300,13400,1101.6100,1120.1700,1093.2800,1107.6300,0,0,0
000001.SS,20050512,1122.1801,1122.9200,1099.8400,1103.9900,12400,1122.1801,1122.9200,1099.8400,1103.9900,0,0,0
000001.SS,20050511,1134.5900,1140.1700,1121.8700,1124.2700,11000,1134.5900,1140.1700,1121.8700,1124.2700,0,0,0
000001.SS,20050510,1126.8199,1135.8000,1108.4200,1135.5601,13200,1126.8199,1135.8000,1108.4200,1135.5601,0,0,0
000001.SS,20050509,1160.6200,1165.3900,1130.4100,1130.8300,10800,1160.6200,1165.3900,1130.4100,1130.8300,0,0,0
000001.SS,20050429,1168.3300,1170.2000,1155.9800,1159.1500,14200,1168.3300,1170.2000,1155.9800,1159.1500,0,0,0
000001.SS,20050428,1145.7500,1172.7100,1135.7300,1169.1200,17400,1145.7500,1172.7100,1135.7300,1169.1200,0,0,0
000001.SS,20050427,1165.1000,1166.2000,1148.1400,1148.7600,13600,1165.1000,1166.2000,1148.1400,1148.7600,0,0,0
000001.SS,20050426,1155.6400,1169.1500,1151.6400,1165.3300,14000,1155.6400,1169.1500,1151.6400,1165.3300,0,0,0
000001.SS,20050425,1166.3400,1166.3400,1146.4100,1157.9700,13600,1166.3400,1166.3400,1146.4100,1157.9700,0,0,0
000001.SS,20050422,1171.0300,1177.8900,1163.4000,1169.1899,13600,1171.0300,1177.8900,1163.4000,1169.1899,0,0,0
000001.SS,20050421,1182.2000,1190.5400,1167.9900,1172.5601,13200,1182.2000,1190.5400,1167.9900,1172.5601,0,0,0
000001.SS,20050420,1198.9600,1198.9600,1178.6400,1184.1899,11200,1198.9600,1198.9600,1178.6400,1184.1899,0,0,0
000001.SS,20050419,1196.2800,1202.4900,1191.2300,1199.9000,11000,1196.2800,1202.4900,1191.2300,1199.9000,0,0,0
000001.SS,20050418,1212.3900,1212.3900,1190.9800,1197.7300,11600,1212.3900,1212.3900,1190.9800,1197.7300,0,0,0
000001.SS,20050415,1229.6801,1229.6801,1213.2000,1216.9600,14200,1229.6801,1229.6801,1213.2000,1216.9600,0,0,0
000001.SS,20050414,1252.2100,1253.6000,1233.2400,1234.3300,15600,1252.2100,1253.6000,1233.2400,1234.3300,0,0,0
000001.SS,20050413,1228.9700,1254.3199,1228.9700,1248.2000,19600,1228.9700,1254.3199,1228.9700,1248.2000,0,0,0
000001.SS,20050412,1239.1300,1239.1300,1218.5100,1219.5100,13000,1239.1300,1239.1300,1218.5100,1219.5100,0,0,0
000001.SS,20050411,1248.1500,1252.8101,1235.3600,1240.9700,19400,1248.1500,1252.8101,1235.3600,1240.9700,0,0,0
000001.SS,20050408,1225.0500,1249.2000,1218.7600,1248.5200,17800,1225.0500,1249.2000,1218.7600,1248.5200,0,0,0
000001.SS,20050407,1216.7300,1248.0601,1213.6500,1225.4900,24200,1216.7300,1248.0601,1213.6500,1225.4900,0,0,0
000001.SS,20050406,1191.2000,1220.4200,1183.9100,1214.8700,16800,1191.2000,1220.4200,1183.9100,1214.8700,0,0,0
000001.SS,20050405,1200.6899,1209.3400,1189.2600,1191.7400,11600,1200.6899,1209.3400,1189.2600,1191.7400,0,0,0
000001.SS,20050404,1212.1200,1218.2800,1196.9399,1202.9700,13800,1212.1200,1218.2800,1196.9399,1202.9700,0,0,0
000001.SS,20050401,1180.3700,1237.8000,1173.5400,1223.5699,19600,1180.3700,1237.8000,1173.5400,1223.5699,0,0,0
000001.SS,20050331,1168.8300,1181.5300,1162.0300,1181.2400,10400,1168.8300,1181.5300,1162.0300,1181.2400,0,0,0
000001.SS,20050330,1192.4500,1192.4500,1171.8101,1172.5699,11400,1192.4500,1192.4500,1171.8101,1172.5699,0,0,0
000001.SS,20050329,1199.6899,1209.2300,1194.5900,1195.0200,9200,1199.6899,1209.2300,1194.5900,1195.0200,0,0,0
000001.SS,20050328,1204.8500,1204.8500,1185.4600,1200.1100,9000,1204.8500,1204.8500,1185.4600,1200.1100,0,0,0
000001.SS,20050325,1207.2000,1211.1600,1199.8700,1205.6300,9600,1207.2000,1211.1600,1199.8700,1205.6300,0,0,0
000001.SS,20050324,1200.2600,1208.6100,1187.5800,1208.1899,11400,1200.2600,1208.6100,1187.5800,1208.1899,0,0,0
000001.SS,20050323,1205.7600,1218.0100,1194.3199,1201.6500,13400,1205.7600,1218.0100,1194.3199,1201.6500,0,0,0
000001.SS,20050322,1230.6801,1231.6801,1202.4301,1206.9200,14600,1230.6801,1231.6801,1202.4301,1206.9200,0,0,0
000001.SS,20050321,1226.1400,1232.8199,1220.8199,1231.0500,10000,1226.1400,1232.8199,1220.8199,1231.0500,0,0,0
000001.SS,20050318,1242.4500,1248.0300,1223.6100,1227.4000,12400,1242.4500,1248.0300,1223.6100,1227.4000,0,0,0
000001.SS,20050317,1255.9800,1257.7900,1242.5100,1243.4700,12800,1255.9800,1257.7900,1242.5100,1243.4700,0,0,0
000001.SS,20050316,1267.0500,1268.1899,1247.8900,1255.5900,13600,1267.0500,1268.1899,1247.8900,1255.5900,0,0,0
000001.SS,20050315,1293.1300,1293.2600,1266.6400,1269.1400,15600,1293.1300,1293.2600,1266.6400,1269.1400,0,0,0
000001.SS,20050314,1288.9800,1304.1100,1271.5100,1293.5000,18600,1288.9800,1304.1100,1271.5100,1293.5000,0,0,0
000001.SS,20050311,1284.5100,1292.5300,1278.1500,1289.9399,15000,1284.5100,1292.5300,1278.1500,1289.9399,0,0,0
000001.SS,20050310,1316.9000,1316.9000,1282.5300,1286.2300,17800,1316.9000,1316.9000,1282.5300,1286.2300,0,0,0
000001.SS,20050309,1321.2100,1326.0800,1310.2300,1316.7900,20600,1321.2100,1326.0800,1310.2300,1316.7900,0,0,0
000001.SS,20050308,1298.2500,1318.9000,1296.9100,1318.2700,18000,1298.2500,1318.9000,1296.9100,1318.2700,0,0,0
000001.SS,20050307,1288.4100,1296.8800,1287.7400,1293.7400,10800,1288.4100,1296.8800,1287.7400,1293.7400,0,0,0
000001.SS,20050304,1294.1600,1299.6000,1286.4800,1287.7100,11000,1294.1600,1299.6000,1286.4800,1287.7100,0,0,0
000001.SS,20050303,1285.2000,1295.2500,1276.8800,1294.3400,12800,1285.2000,1295.2500,1276.8800,1294.3400,0,0,0
000001.SS,20050302,1303.3101,1316.7200,1285.9200,1287.4500,18600,1303.3101,1316.7200,1285.9200,1287.4500,0,0,0
000001.SS,20050301,1305.2500,1308.7600,1295.6400,1303.4100,14000,1305.2500,1308.7600,1295.6400,1303.4100,0,0,0
000001.SS,20050228,1311.4399,1315.1400,1298.9301,1306.0000,17600,1311.4399,1315.1400,1298.9301,1306.0000,0,0,0
000001.SS,20050225,1311.3700,1328.5300,1311.2000,1312.4399,24000,1311.3700,1328.5300,1311.2000,1312.4399,0,0,0
000001.SS,20050224,1307.0400,1310.9700,1296.9800,1309.9500,20200,1307.0400,1310.9700,1296.9800,1309.9500,0,0,0
000001.SS,20050223,1309.6200,1316.5900,1299.1500,1309.4700,24200,1309.6200,1316.5900,1299.1500,1309.4700,0,0,0
000001.SS,20050222,1285.6300,1312.5300,1282.7800,1309.2800,22600,1285.6300,1312.5300,1282.7800,1309.2800,0,0,0
000001.SS,20050221,1259.5300,1284.9399,1259.5100,1284.4800,12600,1259.5300,1284.9399,1259.5100,1284.4800,0,0,0
000001.SS,20050218,1275.6600,1278.6200,1258.5601,1258.9700,10600,1275.6600,1278.6200,1258.5601,1258.9700,0,0,0
000001.SS,20050217,1280.0300,1280.0300,1263.7100,1276.1300,11200,1280.0300,1280.0300,1263.7100,1276.1300,0,0,0
000001.SS,20050216,1276.0200,1291.4600,1270.3199,1278.8800,14400,1276.0200,1291.4600,1270.3199,1278.8800,0,0,0
000001.SS,20050204,1238.6100,1274.1100,1235.6400,1269.0000,17000,1238.6100,1274.1100,1235.6400,1269.0000,0,0,0
000001.SS,20050203,1253.8101,1269.1600,1236.1801,1242.3101,20400,1253.8101,1269.1600,1236.1801,1242.3101,0,0,0
000001.SS,20050202,1189.5000,1253.1600,1189.5000,1252.5000,19000,1189.5000,1253.1600,1189.5000,1252.5000,0,0,0
000001.SS,20050201,1189.5000,1203.0699,1187.2600,1188.9301,9400,1189.5000,1203.0699,1187.2600,1188.9301,0,0,0
000001.SS,20050131,1210.7600,1210.7600,1190.1700,1191.8199,9000,1210.7600,1210.7600,1190.1700,1191.8199,0,0,0
000001.SS,20050128,1223.7300,1226.3000,1208.8600,1213.6700,8200,1223.7300,1226.3000,1208.8600,1213.6700,0,0,0
000001.SS,20050127,1239.5800,1241.1400,1223.8800,1225.8900,9400,1239.5800,1241.1400,1223.8800,1225.8900,0,0,0
000001.SS,20050126,1252.3700,1254.2300,1240.1300,1241.9600,9600,1252.3700,1254.2300,1240.1300,1241.9600,0,0,0
000001.SS,20050125,1252.3500,1254.8700,1239.1600,1254.2300,11800,1252.3500,1254.8700,1239.1600,1254.2300,0,0,0
000001.SS,20050124,1258.0200,1265.9500,1239.8000,1255.7800,18000,1258.0200,1265.9500,1239.8000,1255.7800,0,0,0
000001.SS,20050121,1201.9301,1237.9100,1189.2100,1234.4800,17000,1201.9301,1237.9100,1189.2100,1234.4800,0,0,0
000001.SS,20050120,1213.3700,1213.9600,1199.1700,1204.3900,10400,1213.3700,1213.9600,1199.1700,1204.3900,0,0,0
000001.SS,20050119,1225.0699,1225.0699,1214.6400,1218.1100,9400,1225.0699,1225.0699,1214.6400,1218.1100,0,0,0
000001.SS,20050118,1215.7800,1226.0400,1207.0500,1225.4500,10200,1215.7800,1226.0400,1207.0500,1225.4500,0,0,0
000001.SS,20050117,1235.5699,1236.4000,1214.0601,1216.6500,10000,1235.5699,1236.4000,1214.0601,1216.6500,0,0,0
000001.SS,20050114,1255.8700,1268.8600,1243.8700,1245.6200,9800,1255.8700,1268.8600,1243.8700,1245.6200,0,0,0
000001.SS,20050113,1255.7200,1259.5000,1251.0200,1256.3101,8800,1255.7200,1259.5000,1251.0200,1256.3101,0,0,0
000001.SS,20050112,1257.1700,1257.1899,1246.4200,1256.9200,6800,1257.1700,1257.1899,1246.4200,1256.9200,0,0,0
000001.SS,20050111,1252.7100,1260.8700,1247.8300,1257.4600,7800,1252.7100,1260.8700,1247.8300,1257.4600,0,0,0
000001.SS,20050110,1243.5800,1252.7200,1236.0900,1252.4000,7200,1243.5800,1252.7200,1236.0900,1252.4000,0,0,0
000001.SS,20050107,1239.3199,1256.3101,1235.5100,1244.7500,9000,1239.3199,1256.3101,1235.5100,1244.7500,0,0,0
000001.SS,20050106,1252.4900,1252.7300,1234.2400,1239.4301,8000,1252.4900,1252.7300,1234.2400,1239.4301,0,0,0
000001.SS,20050105,1241.6801,1258.5800,1235.7500,1251.9399,8600,1241.6801,1258.5800,1235.7500,1251.9399,0,0,0
000001.SS,20050104,1260.7800,1260.7800,1238.1801,1242.7700,8200,1260.7800,1260.7800,1238.1801,1242.7700,0,0,0
000001.SS,20041231,1275.3900,1280.8300,1264.4900,1266.5000,8400,1275.3900,1280.8300,1264.4900,1266.5000,0,0,0
000001.SS,20041230,1273.1500,1280.5699,1264.1500,1273.7100,8800,1273.1500,1280.5699,1264.1500,1273.7100,0,0,0
000001.SS,20041229,1278.6899,1285.5500,1270.8900,1274.3101,8800,1278.6899,1285.5500,1270.8900,1274.3101,0,0,0
000001.SS,20041228,1280.9301,1283.6300,1271.9100,1278.9399,7800,1280.9301,1283.6300,1271.9100,1278.9399,0,0,0
000001.SS,20041227,1285.4100,1292.3101,1276.7300,1280.2700,7200,1285.4100,1292.3101,1276.7300,1280.2700,0,0,0
000001.SS,20041224,1281.3199,1290.6600,1280.3800,1285.0400,7200,1281.3199,1290.6600,1280.3800,1285.0400,0,0,0
000001.SS,20041223,1308.5800,1308.5900,1280.7200,1282.7200,8400,1308.5800,1308.5900,1280.7200,1282.7200,0,0,0
000001.SS,20041222,1277.1801,1307.7300,1275.0601,1307.5699,13400,1277.1801,1307.7300,1275.0601,1307.5699,0,0,0
000001.SS,20041221,1275.0900,1285.7000,1271.0300,1275.1700,7000,1275.0900,1285.7000,1271.0300,1275.1700,0,0,0
000001.SS,20041220,1286.0699,1286.0699,1272.1500,1275.4600,8000,1286.0699,1286.0699,1272.1500,1275.4600,0,0,0
000001.SS,20041217,1303.9399,1303.9399,1288.2400,1290.4900,7600,1303.9399,1303.9399,1288.2400,1290.4900,0,0,0
000001.SS,20041216,1311.0300,1317.6200,1302.4800,1305.0200,9000,1311.0300,1317.6200,1302.4800,1305.0200,0,0,0
000001.SS,20041215,1307.3400,1317.8199,1291.8500,1313.0500,11400,1307.3400,1317.8199,1291.8500,1313.0500,0,0,0
000001.SS,20041214,1309.0699,1315.8900,1303.1500,1307.5500,8000,1309.0699,1315.8900,1303.1500,1307.5500,0,0,0
000001.SS,20041213,1312.6000,1314.4000,1299.8000,1309.6899,8600,1312.6000,1314.4000,1299.8000,1309.6899,0,0,0
000001.SS,20041210,1336.6300,1340.3600,1316.6400,1317.7200,11000,1336.6300,1340.3600,1316.6400,1317.7200,0,0,0
000001.SS,20041209,1326.7400,1352.4500,1318.4700,1338.8101,15200,1326.7400,1352.4500,1318.4700,1338.8101,0,0,0
000001.SS,20041208,1331.2800,1337.8700,1322.0500,1326.4399,8600,1331.2800,1337.8700,1322.0500,1326.4399,0,0,0
000001.SS,20041207,1339.8199,1340.8800,1322.8199,1323.7500,10200,1339.8199,1340.8800,1322.8199,1323.7500,0,0,0
000001.SS,20041206,1337.8101,1342.8300,1327.3800,1339.6400,10600,1337.8101,1342.8300,1327.3800,1339.6400,0,0,0
000001.SS,20041203,1333.0100,1343.7100,1332.8600,1337.2000,13600,1333.0100,1343.7100,1332.8600,1337.2000,0,0,0
000001.SS,20041202,1333.5699,1334.0601,1324.5500,1333.0900,12800,1333.5699,1334.0601,1324.5500,1333.0900,0,0,0
000001.SS,20041201,1340.9200,1342.5500,1332.9700,1334.9399,9600,1340.9200,1342.5500,1332.9700,1334.9399,0,0,0
000001.SS,20041130,1336.0000,1341.4800,1332.2900,1340.7700,9200,1336.0000,1341.4800,1332.2900,1340.7700,0,0,0
000001.SS,20041129,1354.5699,1354.5699,1335.6100,1337.4301,10000,1354.5699,1354.5699,1335.6100,1337.4301,0,0,0
000001.SS,20041126,1357.5400,1362.4900,1354.8000,1356.7300,10400,1357.5400,1362.4900,1354.8000,1356.7300,0,0,0
000001.SS,20041125,1358.4100,1362.1600,1348.4100,1358.3300,13400,1358.4100,1362.1600,1348.4100,1358.3300,0,0,0
000001.SS,20041124,1371.3199,1380.7700,1358.4500,1359.1200,16400,1371.3199,1380.7700,1358.4500,1359.1200,0,0,0
000001.SS,20041123,1383.5300,1383.7900,1368.1400,1371.2400,16400,1383.5300,1383.7900,1368.1400,1371.2400,0,0,0
000001.SS,20041122,1381.5800,1387.3400,1374.4100,1383.0200,16600,1381.5800,1387.3400,1374.4100,1383.0200,0,0,0
000001.SS,20041119,1369.8101,1380.0800,1365.2400,1379.9600,14200,1369.8101,1380.0800,1365.2400,1379.9600,0,0,0
000001.SS,20041118,1353.5000,1368.0601,1352.8900,1367.8300,11600,1353.5000,1368.0601,1352.8900,1367.8300,0,0,0
000001.SS,20041117,1370.7000,1370.7900,1350.5200,1356.1400,12200,1370.7000,1370.7900,1350.5200,1356.1400,0,0,0
000001.SS,20041116,1372.5800,1376.1899,1361.2800,1370.3900,14200,1372.5800,1376.1899,1361.2800,1370.3900,0,0,0
000001.SS,20041115,1354.4800,1370.6200,1354.4800,1370.0500,14200,1354.4800,1370.6200,1354.4800,1370.0500,0,0,0
000001.SS,20041112,1346.8400,1360.3300,1341.1200,1352.2200,15800,1346.8400,1360.3300,1341.1200,1352.2200,0,0,0
000001.SS,20041111,1358.6500,1379.8600,1346.0300,1347.0699,27400,1358.6500,1379.8600,1346.0300,1347.0699,0,0,0
000001.SS,20041110,1310.3199,1360.7100,1302.7000,1354.3900,23400,1310.3199,1360.7100,1302.7000,1354.3900,0,0,0
000001.SS,20041109,1304.3700,1313.1500,1299.9399,1307.4301,7200,1304.3700,1313.1500,1299.9399,1307.4301,0,0,0
000001.SS,20041108,1303.5200,1307.6200,1292.9100,1304.2300,7400,1303.5200,1307.6200,1292.9100,1304.2300,0,0,0
000001.SS,20041105,1308.6500,1315.9399,1298.7100,1305.1300,10000,1308.6500,1315.9399,1298.7100,1305.1300,0,0,0
000001.SS,20041104,1328.1100,1338.2600,1301.3600,1304.7800,14000,1328.1100,1338.2600,1301.3600,1304.7800,0,0,0
000001.SS,20041103,1304.5699,1327.5000,1301.3199,1326.7500,13200,1304.5699,1327.5000,1301.3199,1326.7500,0,0,0
000001.SS,20041102,1303.8800,1306.2800,1290.9900,1301.5300,11000,1303.8800,1306.2800,1290.9900,1301.5300,0,0,0
000001.SS,20041101,1317.6600,1323.1000,1304.2900,1305.2900,12000,1317.6600,1323.1000,1304.2900,1305.2900,0,0,0
000001.SS,20041029,1316.6000,1337.2800,1304.0699,1320.5400,18000,1316.6000,1337.2800,1304.0699,1320.5400,0,0,0
000001.SS,20041028,1340.8101,1356.6300,1336.7500,1341.7400,19600,1340.8101,1356.6300,1336.7500,1341.7400,0,0,0
000001.SS,20041027,1326.9200,1343.0300,1314.8700,1342.8000,20800,1326.9200,1343.0300,1314.8700,1342.8000,0,0,0
000001.SS,20041026,1309.6200,1325.2000,1289.8700,1324.7800,17000,1309.6200,1325.2000,1289.8700,1324.7800,0,0,0
000001.SS,20041025,1337.2500,1346.8800,1308.8900,1311.1500,17600,1337.2500,1346.8800,1308.8900,1311.1500,0,0,0
000001.SS,20041022,1310.8500,1330.5601,1294.0400,1329.3500,18000,1310.8500,1330.5601,1294.0400,1329.3500,0,0,0
000001.SS,20041021,1331.2200,1340.9600,1304.5400,1310.5500,16400,1331.2200,1340.9600,1304.5400,1310.5500,0,0,0
000001.SS,20041020,1337.7100,1337.7100,1311.8800,1330.5800,11800,1337.7100,1337.7100,1311.8800,1330.5800,0,0,0
000001.SS,20041019,1339.0601,1361.8101,1334.4600,1337.6200,13000,1339.0601,1361.8101,1334.4600,1337.6200,0,0,0
000001.SS,20041018,1332.5200,1341.7800,1316.3199,1335.3900,10200,1332.5200,1341.7800,1316.3199,1335.3900,0,0,0
000001.SS,20041015,1328.4700,1340.1200,1312.5500,1330.5200,13600,1328.4700,1340.1200,1312.5500,1330.5200,0,0,0
000001.SS,20041014,1386.8600,1387.3600,1331.1300,1332.9399,17200,1386.8600,1387.3600,1331.1300,1332.9399,0,0,0
000001.SS,20041013,1382.3600,1393.6500,1372.0601,1386.7200,14200,1382.3600,1393.6500,1372.0601,1386.7200,0,0,0
000001.SS,20041012,1410.6100,1410.6100,1380.6899,1384.4399,17000,1410.6100,1410.6100,1380.6899,1384.4399,0,0,0
000001.SS,20041011,1424.2200,1437.5699,1409.2200,1413.1500,23200,1424.2200,1437.5699,1409.2200,1413.1500,0,0,0
000001.SS,20041008,1395.6700,1423.2000,1373.9301,1422.9301,13800,1395.6700,1423.2000,1373.9301,1422.9301,0,0,0
000001.SS,20040930,1418.1100,1420.0500,1390.6801,1396.7000,13000,1418.1100,1420.0500,1390.6801,1396.7000,0,0,0
000001.SS,20040929,1436.7100,1438.9800,1417.8300,1420.0100,13200,1436.7100,1438.9800,1417.8300,1420.0100,0,0,0
000001.SS,20040928,1430.2200,1438.0500,1416.6000,1435.5900,14200,1430.2200,1438.0500,1416.6000,1435.5900,0,0,0
000001.SS,20040927,1452.5100,1466.4000,1419.3101,1427.4000,19800,1452.5100,1466.4000,1419.3101,1427.4000,0,0,0
000001.SS,20040924,1475.0900,1496.2100,1434.3101,1435.5601,40800,1475.0900,1496.2100,1434.3101,1435.5601,0,0,0
000001.SS,20040923,1417.3900,1464.9800,1408.6100,1464.7800,22400,1417.3900,1464.9800,1408.6100,1464.7800,0,0,0
000001.SS,20040922,1444.2500,1451.4100,1414.7000,1420.1500,30200,1444.2500,1451.4100,1414.7000,1420.1500,0,0,0
000001.SS,20040921,1466.2000,1467.5400,1436.5100,1448.5601,34800,1466.2000,1467.5400,1436.5100,1448.5601,0,0,0
000001.SS,20040920,1423.9700,1463.7900,1422.9000,1463.2200,41800,1423.9700,1463.7900,1422.9000,1463.2200,0,0,0
000001.SS,20040917,1373.5000,1415.6400,1368.5400,1414.7000,31000,1373.5000,1415.6400,1368.5400,1414.7000,0,0,0
000001.SS,20040916,1364.2500,1377.9900,1354.2000,1371.2000,23000,1364.2500,1377.9900,1354.2000,1371.2000,0,0,0
000001.SS,20040915,1303.2900,1374.0400,1301.3800,1355.2300,29400,1303.2900,1374.0400,1301.3800,1355.2300,0,0,0
000001.SS,20040914,1266.2300,1305.7300,1266.2300,1300.3600,12600,1266.2300,1305.7300,1266.2300,1300.3600,0,0,0
000001.SS,20040913,1285.3199,1285.3199,1259.4301,1260.3199,6800,1285.3199,1285.3199,1259.4301,1260.3199,0,0,0
000001.SS,20040910,1281.5800,1287.7500,1270.9399,1287.0800,6200,1281.5800,1287.7500,1270.9399,1287.0800,0,0,0
000001.SS,20040909,1307.4700,1307.4700,1281.7500,1284.3101,8000,1307.4700,1307.4700,1281.7500,1284.3101,0,0,0
000001.SS,20040908,1322.8400,1323.2600,1302.1100,1309.3300,8200,1322.8400,1323.2600,1302.1100,1309.3300,0,0,0
000001.SS,20040907,1321.2100,1325.6801,1312.3101,1324.2900,5600,1321.2100,1325.6801,1312.3101,1324.2900,0,0,0
000001.SS,20040906,1326.4600,1326.8700,1315.9600,1321.4600,5800,1326.4600,1326.8700,1315.9600,1321.4600,0,0,0
000001.SS,20040903,1327.8101,1333.2200,1319.8199,1327.1200,7400,1327.8101,1333.2200,1319.8199,1327.1200,0,0,0
000001.SS,20040902,1319.0699,1328.6100,1303.1899,1327.9301,8600,1319.0699,1328.6100,1303.1899,1327.9301,0,0,0
000001.SS,20040901,1340.7500,1340.7700,1319.8600,1321.4600,6200,1340.7500,1340.7700,1319.8600,1321.4600,0,0,0
000001.SS,20040831,1342.3000,1360.7500,1331.7600,1342.0601,11700,1342.3000,1360.7500,1331.7600,1342.0601,0,0,0
000001.SS,20040830,1318.3199,1322.2300,1310.0200,1319.5300,6000,1318.3199,1322.2300,1310.0200,1319.5300,0,0,0
000001.SS,20040827,1333.3101,1337.7300,1314.6000,1320.6100,6800,1333.3101,1337.7300,1314.6000,1320.6100,0,0,0
000001.SS,20040826,1339.6200,1340.9500,1330.2200,1334.4200,5800,1339.6200,1340.9500,1330.2200,1334.4200,0,0,0
000001.SS,20040825,1344.4600,1346.9700,1334.2900,1339.7800,6600,1344.4600,1346.9700,1334.2900,1339.7800,0,0,0
000001.SS,20040824,1323.7900,1347.1500,1317.5601,1344.6300,9400,1323.7900,1347.1500,1317.5601,1344.6300,0,0,0
000001.SS,20040823,1339.9301,1339.9399,1322.9800,1325.4100,6200,1339.9301,1339.9399,1322.9800,1325.4100,0,0,0
000001.SS,20040820,1338.3101,1349.4700,1327.7700,1341.7400,8000,1338.3101,1349.4700,1327.7700,1341.7400,0,0,0
000001.SS,20040819,1357.2300,1357.2700,1333.4800,1340.4500,8000,1357.2300,1357.2700,1333.4800,1340.4500,0,0,0
000001.SS,20040818,1359.8700,1371.2300,1357.0300,1358.2200,7400,1359.8700,1371.2300,1357.0300,1358.2200,0,0,0
000001.SS,20040817,1354.3800,1364.4100,1344.8101,1360.2000,7000,1354.3800,1364.4100,1344.8101,1360.2000,0,0,0
000001.SS,20040816,1366.5200,1369.8700,1350.8400,1354.5100,7400,1366.5200,1369.8700,1350.8400,1354.5100,0,0,0
000001.SS,20040813,1361.9800,1377.8199,1358.3101,1368.4500,8200,1361.9800,1377.8199,1358.3101,1368.4500,0,0,0
000001.SS,20040812,1378.7900,1378.7900,1357.0800,1368.2000,8200,1378.7900,1378.7900,1357.0800,1368.2000,0,0,0
000001.SS,20040811,1401.0200,1401.2500,1382.2400,1384.9600,7600,1401.0200,1401.2500,1382.2400,1384.9600,0,0,0
000001.SS,20040810,1396.6200,1404.7200,1390.9399,1400.7700,6800,1396.6200,1404.7200,1390.9399,1400.7700,0,0,0
000001.SS,20040809,1388.0800,1397.5900,1382.9399,1395.8500,8000,1388.0800,1397.5900,1382.9399,1395.8500,0,0,0
000001.SS,20040806,1388.0699,1400.9500,1380.3101,1390.4600,9000,1388.0699,1400.9500,1380.3101,1390.4600,0,0,0
000001.SS,20040805,1402.3700,1413.0800,1387.5500,1389.0400,10800,1402.3700,1413.0800,1387.5500,1389.0400,0,0,0
000001.SS,20040804,1365.6700,1424.5500,1364.0100,1404.5100,17100,1365.6700,1424.5500,1364.0100,1404.5100,0,0,0
000001.SS,20040803,1371.2800,1378.2000,1363.6899,1366.3700,7600,1371.2800,1378.2000,1363.6899,1366.3700,0,0,0
000001.SS,20040802,1381.8800,1383.0800,1370.5000,1373.2200,7000,1381.8800,1383.0800,1370.5000,1373.2200,0,0,0
000001.SS,20040730,1408.4900,1409.1200,1384.7400,1386.2000,9000,1408.4900,1409.1200,1384.7400,1386.2000,0,0,0
000001.SS,20040729,1388.6200,1407.3600,1385.9600,1407.3300,11000,1388.6200,1407.3600,1385.9600,1407.3300,0,0,0
000001.SS,20040728,1385.5000,1397.1700,1366.5000,1388.8101,9800,1385.5000,1397.1700,1366.5000,1388.8101,0,0,0
000001.SS,20040727,1386.9900,1395.3101,1373.4200,1384.1300,9000,1386.9900,1395.3101,1373.4200,1384.1300,0,0,0
000001.SS,20040726,1401.8400,1401.8800,1381.9100,1387.6700,8000,1401.8400,1401.8800,1381.9100,1387.6700,0,0,0
000001.SS,20040723,1403.3600,1408.4600,1387.2600,1407.4000,10400,1403.3600,1408.4600,1387.2600,1407.4000,0,0,0
000001.SS,20040722,1448.1300,1449.6899,1404.5400,1407.4399,12800,1448.1300,1449.6899,1404.5400,1407.4399,0,0,0
000001.SS,20040721,1446.5200,1452.8600,1436.8500,1448.0400,9400,1446.5200,1452.8600,1436.8500,1448.0400,0,0,0
000001.SS,20040720,1457.2300,1457.2900,1440.0601,1447.9399,12200,1457.2300,1457.2900,1440.0601,1447.9399,0,0,0
000001.SS,20040719,1456.7700,1465.8400,1447.0500,1457.5400,12800,1456.7700,1465.8400,1447.0500,1457.5400,0,0,0
000001.SS,20040716,1423.6899,1458.3900,1422.2400,1456.1300,22000,1423.6899,1458.3900,1422.2400,1456.1300,0,0,0
000001.SS,20040715,1404.4700,1422.2600,1399.9800,1421.5400,12400,1404.4700,1422.2600,1399.9800,1421.5400,0,0,0
000001.SS,20040714,1399.8600,1408.9900,1378.9100,1403.7600,10200,1399.8600,1408.9900,1378.9100,1403.7600,0,0,0
