
Mã

Dư mua
Dư bán
Giá
Thay đổi
Số lệnh đặt mua
Khối lượng đặt mua
KLTB
1 lệnh mua
Số lệnh đặt bán
Khối lượng đặt bán
KLTB
1 lệnh bán
Chênh lệch KL đặt mua - đặt bán
PXS	626,800 	262,000 	6.14 	0.39 (6.8 %)     	558 	1,229,100 	2,203	277 	864,300 	3,120	364,800
PXT	635,500 	78,000 	2.35 	0.15 (6.8 %)     	325 	937,600 	2,885	200 	380,100 	1,901	557,500
QCG	758,600 	704,400 	7.60 	0.10 (1.3 %)     	368 	1,292,700 	3,513	316 	1,238,500 	3,919	54,200
RAL	10,700 	11,700 	232.00 	-0.90 (-0.4 %)     	71 	17,300 	244	62 	18,300 	295	-1,000
RDP	39,100 	33,700 	8.80 	-0.10 (-1.1 %)     	103 	78,600 	763	92 	73,200 	796	5,400
REE	660,900 	803,300 	58.00 	-0.40 (-0.7 %)     	1,361 	1,483,500 	1,090	1,231 	1,625,900 	1,321	-142,400
RIC	47,400 	44,400 	17.20 	-0.20 (-1.1 %)     	93 	58,900 	633	67 	55,900 	834	3,000
ROS	24,026,500 	22,782,600 	6.85 	0.04 (0.6 %)     	8,933 	37,342,200 	4,180	4,350 	36,098,300 	8,298	1,243,900
S4A	11,700 	50,500 	26.90 	-0.10 (-0.4 %)     	17 	12,700 	747	9 	51,500 	5,722	-38,800
SAB	332,800 	118,400 	150.20 	-1.90 (-1.2 %)     	495 	503,300 	1,017	289 	288,900 	1,000	214,400
SAM	153,900 	170,300 	10.10 	0.11 (1.1 %)     	170 	336,100 	1,977	168 	352,500 	2,098	-16,400
SAV	11,400 	48,600 	24.90 	0.00 (0.0 %)     	40 	16,900 	423	38 	54,100 	1,424	-37,200
SBA	18,900 	121,000 	16.00 	0.10 (0.6 %)     	29 	33,400 	1,152	35 	135,500 	3,871	-102,100
SBT	2,446,300 	2,029,400 	19.90 	0.60 (3.1 %)     	1,490 	4,655,100 	3,124	1,873 	4,238,200 	2,263	416,900
SBV	136,700 	124,800 	13.70 	0.00 (0.0 %)     	188 	263,000 	1,399	78 	251,100 	3,219	11,900
SC5	2,400 	600 	23.50 	1.50 (6.8 %)     	7 	3,800 	543	4 	2,000 	500	1,800
SCD	1,600 	34,400 	20.60 	-1.40 (-6.4 %)     	15 	3,200 	213	26 	36,000 	1,385	-32,800
SCR	10,743,000 	556,100 	8.30 	0.54 (7.0 %)     	1,862 	17,101,100 	9,184	1,156 	6,914,200 	5,981	10,186,900
SCS	19,300 	77,300 	129.10 	1.60 (1.3 %)     	171 	78,800 	461	112 	136,800 	1,221	-58,000
SFC	5,000 	100 	23.90 	0.00 (0.0 %)     	6 	5,000 	833	1 	100 	100	4,900
SFG	35,700 	140,800 	8.44 	0.44 (5.5 %)     	43 	45,000 	1,047	34 	150,100 	4,415	-105,100
SFI	20,900 	72,100 	36.60 	-0.40 (-1.1 %)     	22 	41,100 	1,868	28 	92,300 	3,296	-51,200
SGN	10,800 	22,400 	66.20 	0.00 (0.0 %)     	25 	16,300 	652	34 	27,900 	821	-11,600
SGR	70,700 	38,400 	27.60 	0.95 (3.6 %)     	158 	121,700 	770	72 	89,400 	1,242	32,300
SGT	41,900 	111,100 	16.00 	-1.00 (-5.9 %)     	31 	83,600 	2,697	37 	152,800 	4,130	-69,200
SHA	190,300 	147,800 	5.96 	0.06 (1.0 %)     	148 	299,000 	2,020	66 	256,500 	3,886	42,500
SHI	2,279,400 	761,000 	28.20 	0.55 (2.0 %)     	743 	4,114,100 	5,537	343 	2,595,700 	7,568	1,518,400
SHP	13,400 	11,800 	21.50 	0.00 (0.0 %)     	9 	18,600 	2,067	19 	17,000 	895	1,600
SII	6,000 	7,400 	16.85 	-0.15 (-0.9 %)     	10 	6,200 	620	9 	7,600 	844	-1,400
SJD	80,800 	95,600 	17.05 	0.05 (0.3 %)     	87 	99,400 	1,143	34 	114,200 	3,359	-14,800
SJF	1,953,600 	1,861,200 	3.74 	0.04 (1.1 %)     	660 	3,954,900 	5,992	957 	3,862,500 	4,036	92,400
SJS	144,200 	232,600 	56.00 	0.40 (0.7 %)     	248 	314,900 	1,270	277 	403,300 	1,456	-88,400
SKG	544,000 	416,300 	11.00 	0.15 (1.4 %)     	408 	928,400 	2,275	285 	800,700 	2,809	127,700
SMA	23,700 	300 	7.87 	0.50 (6.8 %)     	13 	27,800 	2,138	8 	4,400 	550	23,400
SMB	5,100 	33,000 	40.00 	0.00 (0.0 %)     	37 	42,900 	1,159	64 	70,800 	1,106	-27,900
SMC	1,285,800 	718,600 	38.60 	-0.90 (-2.3 %)     	1,434 	1,999,300 	1,394	777 	1,432,100 	1,843	567,200
SPM	7,800 	8,600 	13.00 	0.00 (0.0 %)     	15 	11,000 	733	13 	11,800 	908	-800
SRC	39,800 	25,500 	18.70 	0.20 (1.1 %)     	62 	78,500 	1,266	51 	64,200 	1,259	14,300
SRF	14,500 	58,200 	13.10 	0.30 (2.3 %)     	20 	32,300 	1,615	20 	76,000 	3,800	-43,700
SSB	914,900 	636,300 	32.00 	0.25 (0.8 %)     	753 	5,187,600 	6,889	518 	4,909,000 	9,477	278,600
SSI	19,808,200 	19,788,300 	39.00 	0.50 (1.3 %)     	12,638 	35,744,800 	2,828	12,496 	35,724,900 	2,859	19,900
ST8	43,200 	13,300 	12.00 	0.00 (0.0 %)     	27 	54,000 	2,000	18 	24,100 	1,339	29,900
STB	33,901,500 	46,543,000 	28.85 	-0.55 (-1.9 %)     	20,056 	79,694,300 	3,974	18,035 	92,335,800 	5,120	-12,641,500
STG	4,700 	67,600 	15.90 	0.30 (1.9 %)     	16 	5,900 	369	23 	68,800 	2,991	-62,900
STK	101,500 	66,800 	31.95 	0.05 (0.2 %)     	160 	147,500 	922	121 	112,800 	932	34,700
SVC	200 	9,900 	79.80 	-0.20 (-0.3 %)     	2 	500 	250	16 	10,200 	638	-9,700
SVD	1,167,400 	231,200 	7.99 	0.09 (1.1 %)     	281 	1,298,000 	4,619	163 	361,800 	2,220	936,200
SVI	400 	3,300 	82.40 	0.00 (0.0 %)     	2 	400 	200	14 	3,300 	236	-2,900
SVT	4,000 	7,500 	16.50 	-0.80 (-4.6 %)     	8 	4,600 	575	11 	8,100 	736	-3,500
SZC	1,439,200 	197,200 	34.45 	2.25 (7.0 %)     	977 	2,287,700 	2,342	744 	1,045,700 	1,406	1,242,000
SZL	18,500 	18,700 	50.00 	0.00 (0.0 %)     	46 	29,800 	648	39 	30,000 	769	-200
TAC	14,500 	12,300 	57.00 	-0.80 (-1.4 %)     	75 	21,300 	284	63 	19,100 	303	2,200
TBC	21,800 	17,600 	28.00 	0.45 (1.6 %)     	25 	24,100 	964	15 	19,900 	1,327	4,200
TCB	13,327,300 	9,594,100 	50.80 	0.60 (1.2 %)     	11,461 	32,177,600 	2,808	7,921 	28,444,400 	3,591	3,733,200
TCD	25,200 	113,700 	12.80 	-0.10 (-0.8 %)     	53 	50,800 	958	77 	139,300 	1,809	-88,500
TCH	6,624,600 	4,916,000 	22.50 	0.55 (2.5 %)     	3,358 	11,683,800 	3,479	2,970 	9,975,200 	3,359	1,708,600
TCL	368,900 	344,600 	31.60 	1.50 (5.0 %)     	413 	676,000 	1,637	554 	651,700 	1,176	24,300
TCM	103,700 	195,600 	92.50 	5.00 (5.7 %)     	279 	298,500 	1,070	256 	390,400 	1,525	-91,900
TCO	29,900 	4,000 	12.80 	0.00 (0.0 %)     	6 	55,000 	9,167	7 	29,100 	4,157	25,900
TCR	21,200 	35,900 	4.57 	-0.03 (-0.7 %)     	13 	21,900 	1,685	30 	36,600 	1,220	-14,700
TCT	25,000 	33,200 	26.00 	0.00 (0.0 %)     	63 	34,100 	541	41 	42,300 	1,032	-8,200
TDC	1,385,100 	680,100 	17.40 	0.30 (1.8 %)     	1,103 	2,795,500 	2,534	660 	2,090,500 	3,167	705,000
TDG	180,800 	433,300 	4.06 	-0.02 (-0.5 %)     	221 	499,000 	2,258	272 	751,500 	2,763	-252,500
TDH	984,500 	3,155,600 	7.59 	-0.17 (-2.2 %)     	696 	2,702,300 	3,883	1,538 	4,873,400 	3,169	-2,171,100
TDM	178,700 	235,400 	27.00 	0.50 (1.9 %)     	239 	459,100 	1,921	526 	515,800 	981	-56,700
TDP	11,000 	22,500 	27.00 	-0.10 (-0.4 %)     	42 	140,300 	3,340	40 	151,800 	3,795	-11,500
TDW	700 	500 	34.25 	2.20 (6.9 %)     	4 	800 	200	2 	600 	300	200
TEG	104,700 	28,600 	14.00 	0.20 (1.4 %)     	38 	165,700 	4,361	32 	89,600 	2,800	76,100
TGG	780,900 	971,600 	5.20 	0.00 (0.0 %)     	292 	1,195,700 	4,095	342 	1,386,400 	4,054	-190,700
THG	34,300 	10,700 	77.70 	0.20 (0.3 %)     	90 	54,500 	606	39 	30,900 	792	23,600
TIP	107,000 	70,400 	41.95 	0.75 (1.8 %)     	282 	203,400 	721	154 	166,800 	1,083	36,600
TIX	800 	4,000 	29.50 	-1.00 (-3.3 %)     	9 	1,000 	111	5 	4,200 	840	-3,200
TLD	837,200 	508,800 	6.05 	0.20 (3.4 %)     	720 	1,372,600 	1,906	413 	1,044,200 	2,528	328,400
TLG	191,500 	37,300 	37.30 	2.40 (6.9 %)     	232 	353,600 	1,524	203 	199,400 	982	154,200
TLH	3,247,100 	2,562,800 	17.85 	-0.45 (-2.5 %)     	3,354 	5,878,900 	1,753	2,021 	5,194,600 	2,570	684,300
TMP	8,200 	28,400 	42.85 	-0.05 (-0.1 %)     	15 	17,200 	1,147	16 	37,400 	2,338	-20,200
TMS	19,500 	39,700 	45.00 	-2.00 (-4.3 %)     	125 	55,000 	440	99 	75,200 	760	-20,200
TMT	29,700 	33,700 	8.90 	-0.20 (-2.2 %)     	39 	38,400 	985	33 	42,400 	1,285	-4,000
TN1	4,900 	5,600 	52.00 	-0.60 (-1.1 %)     	10 	9,700 	970	9 	10,400 	1,156	-700
TNA	235,700 	102,100 	12.30 	0.15 (1.2 %)     	172 	335,700 	1,952	157 	202,100 	1,287	133,600
TNC	3,200 	300 	30.00 	1.90 (6.8 %)     	4 	3,400 	850	2 	500 	250	2,900
TNH	136,800 	39,500 	25.85 	-0.05 (-0.2 %)     	252 	222,100 	881	105 	124,800 	1,189	97,300
TNI	1,452,500 	1,466,700 	3.86 	-0.01 (-0.3 %)     	820 	2,825,500 	3,446	679 	2,839,700 	4,182	-14,200
TNT	145,000 	143,700 	7.40 	-0.08 (-1.1 %)     	92 	202,700 	2,203	53 	201,400 	3,800	1,300
TPB	4,447,700 	5,486,600 	33.00 	0.00 (0.0 %)     	3,796 	10,655,300 	2,807	3,632 	11,694,200 	3,220	-1,038,900
TPC	5,400 	4,400 	8.62 	0.01 (0.1 %)     	18 	5,800 	322	18 	4,800 	267	1,000
TRA	3,900 	14,300 	66.50 	-1.00 (-1.5 %)     	38 	6,000 	158	43 	16,400 	381	-10,400
TRC	3,400 	16,000 	36.50 	-0.90 (-2.4 %)     	14 	3,600 	257	23 	16,200 	704	-12,600
TS4	5,400 	56,600 	4.04 	0.06 (1.5 %)     	24 	15,800 	658	35 	67,000 	1,914	-51,200
TSC	5,225,600 	3,634,600 	15.10 	0.00 (0.0 %)     	2,187 	9,198,500 	4,206	1,164 	7,607,500 	6,536	1,591,000
TTA	671,000 	1,020,000 	14.50 	0.20 (1.4 %)     	428 	1,683,000 	3,932	463 	2,032,000 	4,389	-349,000
TTB	882,000 	1,560,200 	6.55 	0.00 (0.0 %)     	627 	1,685,100 	2,688	571 	2,363,300 	4,139	-678,200
TTE	1,200 	2,000 	9.83 	0.00 (0.0 %)     	4 	1,300 	325	2 	2,100 	1,050	-800
TTF	7,969,900 	6,222,700 	6.78 	0.25 (3.8 %)     	4,138 	15,058,200 	3,639	2,937 	13,311,000 	4,532	1,747,200
TV2	381,400 	80,100 	49.50 	0.85 (1.7 %)     	439 	520,800 	1,186	175 	219,500 	1,254	301,300
TVS	145,400 	135,800 	19.95 	0.45 (2.3 %)     	126 	279,700 	2,220	107 	270,100 	2,524	9,600
TVT	18,600 	9,600 	25.45 	1.45 (6.0 %)     	32 	23,400 	731	11 	14,400 	1,309	9,000
TYA	90,700 	83,200 	16.45 	0.15 (0.9 %)     	58 	128,400 	2,214	79 	120,900 	1,530	7,500
UDC	36,100 	41,200 	6.14 	-0.01 (-0.2 %)     	37 	45,600 	1,232	30 	50,700 	1,690	-5,100
UIC	22,500 	17,100 	49.19 	-1.21 (-2.4 %)     	80 	27,700 	346	49 	22,300 	455	5,400
VAF	8,000 	0 	10.25 	0.63 (6.5 %)     	17 	9,600 	565	3 	1,600 	533	8,000
VCB	1,499,900 	2,876,500 	96.80 	-2.20 (-2.2 %)     	2,575 	2,959,100 	1,149	4,451 	4,335,700 	974	-1,376,600
VCF	1,800 	2,300 	236.00 	0.00 (0.0 %)     	12 	1,800 	150	7 	2,300 	329	-500
VCG	59,000 	133,500 	46.05 	-0.30 (-0.6 %)     	220 	309,500 	1,407	136 	384,000 	2,824	-74,500
VCI	1,303,300 	3,437,700 	73.70 	-0.20 (-0.3 %)     	2,222 	3,730,400 	1,679	2,291 	5,864,800 	2,560	-2,134,400
VDP	2,100 	15,100 	36.00 	-0.90 (-2.4 %)     	6 	2,300 	383	18 	15,300 	850	-13,000
VDS	966,500 	1,774,700 	15.80 	0.20 (1.3 %)     	1,063 	2,265,700 	2,131	1,008 	3,073,900 	3,050	-808,200
VGC	195,100 	235,200 	30.00 	-1.60 (-5.1 %)     	243 	506,300 	2,084	231 	546,400 	2,365	-40,100
VHC	2,166,200 	1,385,100 	39.50 	1.70 (4.5 %)     	1,838 	4,248,400 	2,311	2,163 	3,467,300 	1,603	781,100
VHM	5,052,800 	5,733,500 	103.90 	1.90 (1.9 %)     	4,582 	11,128,600 	2,429	8,238 	11,809,300 	1,434	-680,700
VIB	415,000 	867,200 	61.30 	-0.50 (-0.8 %)     	957 	1,617,400 	1,690	1,007 	2,069,600 	2,055	-452,200
VIC	1,186,800 	1,010,500 	122.50 	-0.40 (-0.3 %)     	3,649 	2,809,200 	770	4,609 	2,632,900 	571	176,300
VID	33,100 	32,900 	10.00 	0.04 (0.4 %)     	38 	49,400 	1,300	33 	49,200 	1,491	200
VIP	541,900 	580,800 	7.77 	-0.23 (-2.9 %)     	746 	1,281,600 	1,718	358 	1,320,500 	3,689	-38,900
VIS	73,700 	38,200 	19.30 	-0.90 (-4.5 %)     	170 	112,100 	659	74 	76,600 	1,035	35,500
VIX	2,049,200 	5,414,500 	26.80 	-1.10 (-3.9 %)     	3,528 	4,592,500 	1,302	3,049 	7,957,800 	2,610	-3,365,300
VJC	330,600 	64,900 	112.70 	1.70 (1.5 %)     	457 	660,200 	1,445	271 	394,500 	1,456	265,700
VMD	6,500 	8,500 	24.80 	-0.15 (-0.6 %)     	16 	7,100 	444	12 	9,100 	758	-2,000
VNE	260,100 	140,300 	6.45 	0.03 (0.5 %)     	267 	563,400 	2,110	146 	443,600 	3,038	119,800
VNG	81,600 	39,100 	12.10 	0.10 (0.8 %)     	180 	332,700 	1,848	102 	290,200 	2,845	42,500
VNL	1,300 	14,000 	18.70 	-0.80 (-4.1 %)     	14 	1,900 	136	12 	14,600 	1,217	-12,700
VNM	4,726,200 	3,695,000 	89.20 	1.20 (1.4 %)     	6,530 	8,669,000 	1,328	6,945 	7,637,800 	1,100	1,031,200
VNS	12,800 	1,000 	9.85 	0.14 (1.4 %)     	16 	13,300 	831	14 	1,500 	107	11,800
VOS	648,000 	1,699,400 	4.07 	0.05 (1.2 %)     	349 	1,517,200 	4,347	534 	2,568,600 	4,810	-1,051,400
VPB	18,777,400 	21,324,700 	67.80 	1.00 (1.5 %)     	9,643 	61,576,200 	6,386	6,109 	64,123,500 	10,497	-2,547,300
VPD	84,800 	39,400 	14.30 	0.05 (0.4 %)     	50 	101,500 	2,030	22 	56,100 	2,550	45,400
VPG	378,700 	368,400 	38.00 	-0.40 (-1.0 %)     	719 	718,100 	999	274 	707,800 	2,583	10,300
VPH	215,100 	174,300 	5.30 	0.10 (1.9 %)     	179 	515,500 	2,880	127 	474,700 	3,738	40,800
VPI	208,600 	783,400 	34.30 	-0.30 (-0.9 %)     	225 	1,989,400 	8,842	285 	2,564,200 	8,997	-574,800
VPS	60,000 	57,900 	15.70 	-0.30 (-1.9 %)     	72 	91,300 	1,268	61 	89,200 	1,462	2,100
VRC	731,500 	122,900 	7.71 	0.50 (6.9 %)     	492 	991,400 	2,015	215 	382,800 	1,780	608,600
VRE	8,459,600 	4,619,800 	30.35 	0.85 (2.9 %)     	7,309 	15,039,200 	2,058	5,756 	11,199,400 	1,946	3,839,800
VSC	124,500 	114,900 	52.40 	1.40 (2.7 %)     	273 	254,300 	932	245 	244,700 	999	9,600
VSH	48,200 	41,200 	19.40 	-0.05 (-0.3 %)     	42 	75,300 	1,793	61 	68,300 	1,120	7,000
VSI	31,000 	2,400 	21.00 	0.00 (0.0 %)     	6 	31,000 	5,167	3 	2,400 	800	28,600
VTB	10,000 	35,800 	12.15 	-0.05 (-0.4 %)     	18 	11,800 	656	33 	37,600 	1,139	-25,800
VTO	58,700 	49,900 	8.80 	-0.05 (-0.6 %)     	106 	89,900 	848	63 	81,100 	1,287	8,800
YBM	88,600 	115,100 	7.44 	-0.06 (-0.8 %)     	75 	119,300 	1,591	72 	145,800 	2,025	-26,500
YEG	272,000 	24,200 	21.80 	1.40 (6.9 %)     	258 	408,200 	1,582	145 	160,400 	1,106	247,800
